Time	Open	High	Low	Close
2026.01.02 01:00:00	1.156760	1.156760	1.156760	1.156760
2026.01.02 02:00:00	1.159790	1.159790	1.159790	1.159790
2026.01.02 03:00:00	1.160080	1.160080	1.160080	1.160080
2026.01.02 04:00:00	1.160360	1.160360	1.160360	1.160360
2026.01.02 05:00:00	1.160770	1.160770	1.160770	1.160770
2026.01.02 06:00:00	1.161040	1.161040	1.161040	1.161040
2026.01.02 07:00:00	1.162580	1.162580	1.162580	1.162580
2026.01.02 08:00:00	1.162430	1.162430	1.162430	1.162430
2026.01.02 09:00:00	1.162830	1.162830	1.162830	1.162830
2026.01.02 10:00:00	1.161540	1.161540	1.161540	1.161540
2026.01.02 11:00:00	1.161610	1.161610	1.161610	1.161610
2026.01.02 12:00:00	1.160930	1.160930	1.160930	1.160930
2026.01.02 13:00:00	1.160210	1.160210	1.160210	1.160210
2026.01.02 14:00:00	1.159580	1.159580	1.159580	1.159580
2026.01.02 15:00:00	1.159850	1.159850	1.159850	1.159850
2026.01.02 16:00:00	1.159860	1.159860	1.159860	1.159860
2026.01.02 17:00:00	1.159120	1.159120	1.159120	1.159120
2026.01.02 18:00:00	1.158570	1.158570	1.158570	1.158570
2026.01.02 19:00:00	1.159000	1.159000	1.159000	1.159000
2026.01.02 20:00:00	1.159010	1.159010	1.159010	1.159010
2026.01.02 21:00:00	1.159220	1.159220	1.159220	1.159220
2026.01.02 22:00:00	1.159790	1.159790	1.159790	1.159790
2026.01.02 23:00:00	1.160620	1.160620	1.160620	1.160620
2026.01.05 00:00:00	1.159080	1.159080	1.159080	1.159080
2026.01.05 01:00:00	1.160520	1.160520	1.160520	1.160520
2026.01.05 02:00:00	1.161270	1.161270	1.161270	1.161270
2026.01.05 03:00:00	1.160370	1.160370	1.160370	1.160370
2026.01.05 04:00:00	1.160480	1.160480	1.160480	1.160480
2026.01.05 05:00:00	1.160180	1.160180	1.160180	1.160180
2026.01.05 06:00:00	1.160060	1.160060	1.160060	1.160060
2026.01.05 07:00:00	1.159900	1.159900	1.159900	1.159900
2026.01.05 08:00:00	1.159900	1.159900	1.159900	1.159900
2026.01.05 09:00:00	1.160370	1.160370	1.160370	1.160370
2026.01.05 10:00:00	1.161140	1.161140	1.161140	1.161140
2026.01.05 11:00:00	1.160560	1.160560	1.160560	1.160560
2026.01.05 12:00:00	1.160890	1.160890	1.160890	1.160890
2026.01.05 13:00:00	1.160090	1.160090	1.160090	1.160090
2026.01.05 14:00:00	1.160750	1.160750	1.160750	1.160750
2026.01.05 15:00:00	1.160030	1.160030	1.160030	1.160030
2026.01.05 16:00:00	1.159830	1.159830	1.159830	1.159830
2026.01.05 17:00:00	1.160280	1.160280	1.160280	1.160280
2026.01.05 18:00:00	1.160290	1.160290	1.160290	1.160290
2026.01.05 19:00:00	1.160400	1.160400	1.160400	1.160400
2026.01.05 20:00:00	1.159880	1.159880	1.159880	1.159880
2026.01.05 21:00:00	1.159710	1.159710	1.159710	1.159710
2026.01.05 22:00:00	1.159680	1.159680	1.159680	1.159680
2026.01.05 23:00:00	1.159950	1.159950	1.159950	1.159950
2026.01.06 00:00:00	1.159570	1.159570	1.159570	1.159570
2026.01.06 01:00:00	1.160040	1.160040	1.160040	1.160040
2026.01.06 02:00:00	1.160150	1.160150	1.160150	1.160150
2026.01.06 03:00:00	1.159240	1.159240	1.159240	1.159240
2026.01.06 04:00:00	1.158840	1.158840	1.158840	1.158840
2026.01.06 05:00:00	1.158410	1.158410	1.158410	1.158410
2026.01.06 06:00:00	1.159310	1.159310	1.159310	1.159310
2026.01.06 07:00:00	1.159500	1.159500	1.159500	1.159500
2026.01.06 08:00:00	1.159760	1.159760	1.159760	1.159760
2026.01.06 09:00:00	1.160180	1.160180	1.160180	1.160180
2026.01.06 10:00:00	1.159510	1.159510	1.159510	1.159510
2026.01.06 11:00:00	1.159700	1.159700	1.159700	1.159700
2026.01.06 12:00:00	1.159620	1.159620	1.159620	1.159620
2026.01.06 13:00:00	1.160050	1.160050	1.160050	1.160050
2026.01.06 14:00:00	1.160470	1.160470	1.160470	1.160470
2026.01.06 15:00:00	1.161330	1.161330	1.161330	1.161330
2026.01.06 16:00:00	1.161610	1.161610	1.161610	1.161610
2026.01.06 17:00:00	1.161980	1.161980	1.161980	1.161980
2026.01.06 18:00:00	1.164720	1.164720	1.164720	1.164720
