Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points
2024.12.31 20:00,BUY,Yellow,Yellow,Red,Yellow,Green,OK,FL,0.0,0.000,+1.00,0.0,BREAK,2,?,New York,0
2024.12.31 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.3,0.305,-1.00,-62.5,EDGE,2,Trending,New York,15
2025.01.02 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.3,0.305,-1.00,-64.9,EDGE,2,Trending,Tokyo,56
2025.01.02 02:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,30.3,0.305,-1.00,-53.2,EDGE,2,Trending,Tokyo,10
2025.01.02 03:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,27.0,0.182,-1.00,-34.3,EDGE,2,Trending,Tokyo,13
2025.01.02 04:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,27.0,0.182,+3.50,-18.3,EDGE,2,Trending,Tokyo,11
2025.01.02 05:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,27.0,0.182,+3.50,0.9,EDGE,2,Trending,Tokyo,10
2025.01.02 06:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,27.0,0.182,+3.50,-13.2,EDGE,2,Trending,Tokyo,10
2025.01.02 07:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,26.4,0.128,+3.50,-11.4,EDGE,2,Trending,Tokyo,11
2025.01.02 08:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,26.4,0.128,+3.50,-18.9,EDGE,2,Trending,Tokyo-London,13
2025.01.02 09:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,26.4,0.128,+3.50,-18.0,EDGE,2,Trending,London,10
2025.01.02 10:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,26.4,0.128,+3.50,-14.5,EDGE,2,Trending,London,12
2025.01.02 11:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,28.0,0.053,+3.50,5.4,EDGE,2,Trending,London,13
2025.01.02 12:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,28.0,0.053,+4.50,14.2,EDGE,2,Trending,London,11
2025.01.02 13:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,28.0,0.053,+4.50,1.6,EDGE,2,Trending,London-NewYork,9
2025.01.02 14:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,28.0,0.053,+4.50,6.2,EDGE,2,Trending,London-NewYork,12
2025.01.02 15:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,30.1,0.115,+4.50,-6.0,EDGE,2,Trending,London-NewYork,9
2025.01.02 16:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,30.1,0.115,+4.50,4.5,EDGE,2,Trending,London-NewYork,9
2025.01.02 17:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,30.1,0.115,+4.50,3.6,EDGE,2,Trending,New York,9
2025.01.02 18:00,BUY,Red,Yellow,Yellow,Green,Green,OK,FL,30.1,0.115,+4.50,-12.5,EDGE,2,Trending,New York,9
2025.01.02 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,29.0,0.128,+4.50,-17.8,EDGE,2,Trending,New York,8
2025.01.02 20:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,29.0,0.128,+4.50,-42.8,EDGE,2,Trending,New York,7
2025.01.02 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,29.0,0.128,+4.50,-46.6,EDGE,2,Trending,New York,11
2025.01.02 22:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,29.0,0.128,+4.50,-42.6,EDGE,2,Trending,Off-Hours,11
2025.01.02 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.2,0.127,+1.50,-37.2,EDGE,2,Trending,Off-Hours,13
2025.01.03 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.2,0.127,+1.50,-46.0,EDGE,2,Trending,Tokyo,115
2025.01.03 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.2,0.127,+1.50,-32.2,EDGE,2,Trending,Tokyo,20
2025.01.03 02:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,25.2,0.127,+1.50,-35.6,EDGE,2,Trending,Tokyo,15
2025.01.03 03:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,24.1,0.004,+1.50,-13.7,EDGE,2,Trending,Tokyo,10
2025.01.03 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,24.1,0.004,+1.50,-26.2,EDGE,2,Trending,Tokyo,12
2025.01.03 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,24.1,0.004,+1.50,-28.5,EDGE,2,Trending,Tokyo,11
2025.01.03 06:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,24.1,0.004,+1.50,-31.6,EDGE,2,Trending,Tokyo,12
2025.01.03 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.4,0.103,+1.50,-20.1,EDGE,2,Trending,Tokyo,14
2025.01.03 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.4,0.103,-0.75,-17.1,EDGE,2,Trending,Tokyo-London,12
2025.01.03 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.4,0.103,-0.75,-20.5,EDGE,2,Trending,London,11
2025.01.03 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,23.4,0.103,-0.75,-22.2,EDGE,2,Trending,London,9
2025.01.03 11:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,23.6,0.040,-0.75,-28.4,EDGE,2,Trending,London,11
2025.01.03 12:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.6,0.040,+1.25,-26.2,EDGE,2,Trending,London,8
2025.01.03 13:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.6,0.040,+1.25,-11.5,EDGE,2,Trending,London-NewYork,11
2025.01.03 14:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,23.6,0.040,+1.25,-9.7,EDGE,2,Trending,London-NewYork,11
2025.01.03 15:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.224,+1.25,-4.7,EDGE,2,Trending,London-NewYork,11
2025.01.03 16:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.224,+2.00,-5.5,EDGE,2,Trending,London-NewYork,12
2025.01.03 17:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.224,+2.00,0.3,EDGE,2,Trending,New York,6
2025.01.03 18:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.224,+2.00,-13.6,EDGE,2,Trending,New York,9
2025.01.03 19:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.233,+2.00,7.9,EDGE,2,Trending,New York,11
2025.01.03 20:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.233,+0.00,10.1,EDGE,2,Trending,New York,10
2025.01.03 21:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.233,+0.00,12.6,EDGE,2,Trending,New York,13
2025.01.03 22:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.233,+0.00,6.6,EDGE,2,Trending,Off-Hours,11
2025.01.03 23:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,32.2,0.262,+0.00,-1.9,EDGE,2,Trending,Off-Hours,105
2025.01.06 00:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,32.2,0.262,+0.00,-19.6,EDGE,2,Trending,Tokyo,65
2025.01.06 01:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,32.2,0.262,+0.00,-14.9,EDGE,2,Trending,Tokyo,19
2025.01.06 02:00,BUY,Red,Green,Green,Yellow,Green,OK,FL,32.2,0.262,+0.00,-0.4,OK,2,Trending,Tokyo,12
2025.01.06 03:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,32.6,0.408,+0.00,13.1,EDGE,2,Trending,Tokyo,10
2025.01.06 04:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,32.6,0.408,+4.50,-27.3,EDGE,2,Trending,Tokyo,12
2025.01.06 05:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,32.6,0.408,+4.50,-22.2,EDGE,2,Trending,Tokyo,10
2025.01.06 06:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,32.6,0.408,+4.50,-29.7,EDGE,2,Trending,Tokyo,11
2025.01.06 07:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,31.3,0.377,+4.50,-30.0,EDGE,2,Trending,Tokyo,11
2025.01.06 08:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.3,0.377,+2.25,-28.7,EDGE,2,Trending,Tokyo-London,10
2025.01.06 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,31.3,0.377,+2.25,-18.3,EDGE,2,Trending,London,12
2025.01.06 10:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.3,0.377,+2.25,-26.2,EDGE,2,Trending,London,11
2025.01.06 11:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,32.1,0.325,+2.25,-11.2,EDGE,2,Trending,London,10
2025.01.06 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,32.1,0.325,+2.25,-13.1,EDGE,2,Trending,London,12
2025.01.06 13:00,BUY,Red,Green,Green,Yellow,Green,OK,FL,32.1,0.325,+2.25,-26.4,OK,2,Trending,London-NewYork,8
2025.01.06 14:00,BUY,Red,Green,Green,Yellow,Green,OK,FL,32.1,0.325,+2.25,0.7,OK,3,Trending,London-NewYork,10
2025.01.06 15:00,BUY,Red,Green,Green,Yellow,Green,OK,FL,34.4,0.385,+2.25,17.1,OK,2,Trending,London-NewYork,8
2025.01.06 16:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,34.4,0.385,+4.25,4.8,EDGE,2,Trending,London-NewYork,12
2025.01.06 17:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,34.4,0.385,+4.25,-22.4,EDGE,2,Trending,New York,10
2025.01.06 18:00,BUY,Yellow,Green,Yellow,Green,Green,OK,FL,34.4,0.385,+4.25,-32.6,EDGE,2,Trending,New York,7
2025.01.06 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,35.0,0.020,+4.25,-26.0,EDGE,2,Trending,New York,13
2025.01.06 20:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,35.0,0.020,+3.25,-37.9,EDGE,2,Trending,New York,11
2025.01.06 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,35.0,0.020,+3.25,-42.2,EDGE,2,Trending,New York,12
2025.01.06 22:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,35.0,0.020,+3.25,-57.8,EDGE,2,Trending,Off-Hours,10
2025.01.06 23:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,32.7,0.062,-5.25,-54.0,EDGE,2,Trending,Off-Hours,12
2025.01.07 00:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,32.7,0.062,-5.25,-59.2,EDGE,2,Trending,Tokyo,116
2025.01.07 01:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,32.7,0.062,-5.25,-54.3,EDGE,2,Trending,Tokyo,15
2025.01.07 02:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,32.7,0.062,-5.25,-50.1,EDGE,2,Trending,Tokyo,11
2025.01.07 03:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,30.2,0.173,-5.25,-26.8,EDGE,2,Trending,Tokyo,13
2025.01.07 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.2,0.173,-2.25,-30.4,EDGE,2,Trending,Tokyo,10
2025.01.07 05:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,30.2,0.173,-2.25,-32.9,EDGE,2,Trending,Tokyo,11
2025.01.07 06:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,30.2,0.173,-2.25,-20.3,EDGE,2,Trending,Tokyo,11
2025.01.07 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,29.4,0.228,-2.25,-27.3,EDGE,2,Trending,Tokyo,11
2025.01.07 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,29.4,0.228,+2.25,-14.8,EDGE,2,Trending,Tokyo-London,12
2025.01.07 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,29.4,0.228,+2.25,-18.4,EDGE,2,Trending,London,12
2025.01.07 10:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,29.4,0.228,+2.25,-9.5,EDGE,2,Trending,London,13
2025.01.07 11:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.258,+2.25,5.3,EDGE,2,Trending,London,11
2025.01.07 12:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.258,+2.25,-1.9,EDGE,2,Trending,London,9
2025.01.07 13:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.258,+2.25,0.9,EDGE,2,Trending,London-NewYork,12
2025.01.07 14:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.258,+2.25,-8.5,EDGE,2,Trending,London-NewYork,11
2025.01.07 15:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,32.8,0.192,+2.25,-11.9,EDGE,2,Trending,London-NewYork,10
2025.01.07 16:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,32.8,0.192,+0.25,-16.7,EDGE,2,Trending,London-NewYork,11
2025.01.07 17:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,32.8,0.192,+0.25,-20.2,EDGE,2,Trending,New York,12
2025.01.07 18:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,32.8,0.192,+0.25,-43.1,EDGE,2,Trending,New York,10
2025.01.07 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.084,+0.25,-52.4,EDGE,2,Trending,New York,10
2025.01.07 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.084,+0.50,-42.9,EDGE,2,Trending,New York,12
2025.01.07 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.084,+0.50,-50.4,EDGE,2,Trending,New York,11
2025.01.07 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,28.8,0.084,+0.50,-48.2,EDGE,2,Trending,Off-Hours,10
2025.01.07 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.1,0.066,+0.50,-50.9,EDGE,2,Trending,Off-Hours,10
2025.01.08 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.1,0.066,-2.50,-49.1,EDGE,2,Trending,Tokyo,96
2025.01.08 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.1,0.066,-2.50,-40.8,EDGE,2,Trending,Tokyo,16
2025.01.08 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.1,0.066,-2.50,-35.9,EDGE,2,Trending,Tokyo,11
2025.01.08 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,24.4,0.262,-2.50,-69.3,EDGE,2,Trending,Tokyo,9
2025.01.08 04:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,FL,24.4,0.262,-7.00,-66.4,EDGE,2,Trending,Tokyo,10
2025.01.08 05:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,FL,24.4,0.262,-7.00,-54.3,EDGE,2,Trending,Tokyo,13
2025.01.08 06:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,FL,24.4,0.262,-7.00,-42.5,EDGE,2,Trending,Tokyo,13
2025.01.08 07:00,BUY,Yellow,Green,Yellow,Red,Green,OK,FL,23.8,0.194,-7.00,-47.9,EDGE,2,Trending,Tokyo,11
2025.01.08 08:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.8,0.194,-3.00,-45.4,EDGE,2,Trending,Tokyo-London,13
2025.01.08 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.8,0.194,-3.00,-38.7,EDGE,2,Trending,London,12
2025.01.08 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.8,0.194,-3.00,-40.1,EDGE,2,Trending,London,8
2025.01.08 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.3,0.162,-3.00,-53.0,EDGE,2,Trending,London,9
2025.01.08 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.3,0.162,-3.00,-44.9,EDGE,2,Trending,London,7
2025.01.08 13:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.3,0.162,-3.00,-51.7,EDGE,2,Trending,London-NewYork,10
2025.01.08 14:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,23.3,0.162,-3.00,-58.9,EDGE,2,Trending,London-NewYork,9
2025.01.08 15:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,26.0,0.167,-3.00,-74.3,EDGE,2,Trending,London-NewYork,8
2025.01.08 16:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,FL,26.0,0.167,-3.00,-40.3,EDGE,2,Trending,London-NewYork,11
2025.01.08 17:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,26.0,0.167,-3.00,-43.9,EDGE,2,Trending,New York,12
2025.01.08 18:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,26.0,0.167,-3.00,-38.5,EDGE,2,Trending,New York,7
2025.01.08 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,26.0,0.251,-3.00,-32.6,EDGE,2,Trending,New York,11
2025.01.08 20:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,26.0,0.251,-3.00,-37.8,EDGE,2,Trending,New York,10
2025.01.08 21:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,26.0,0.251,-3.00,-35.2,EDGE,2,Trending,New York,11
2025.01.08 22:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,26.0,0.251,-3.00,-32.6,EDGE,2,Trending,Off-Hours,11
2025.01.08 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.406,+1.50,-25.0,EDGE,2,Trending,Off-Hours,10
2025.01.09 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.406,+1.50,-39.8,EDGE,2,Trending,Tokyo,66
2025.01.09 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.406,+1.50,-39.4,EDGE,2,Trending,Tokyo,13
2025.01.09 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,25.5,0.406,+1.50,-40.1,EDGE,2,Trending,Tokyo,11
2025.01.09 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,27.8,0.343,+1.50,-51.8,EDGE,2,Trending,Tokyo,12
2025.01.09 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,27.8,0.343,-3.00,-54.2,EDGE,2,Trending,Tokyo,8
2025.01.09 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,27.8,0.343,-3.00,-55.8,EDGE,2,Trending,Tokyo,10
2025.01.09 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,27.8,0.343,-3.00,-55.8,EDGE,2,Trending,Tokyo,12
2025.01.09 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.8,0.294,-3.00,-53.1,EDGE,2,Trending,Tokyo,10
2025.01.09 08:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.8,0.294,-3.00,-51.5,EDGE,2,Trending,Tokyo-London,12
2025.01.09 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.8,0.294,-3.00,-54.5,EDGE,2,Trending,London,12
2025.01.09 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,30.8,0.294,-3.00,-62.0,EDGE,2,Trending,London,11
2025.01.09 11:00,BUY,Yellow,Red,Yellow,Yellow,Green,OK,FL,34.8,0.419,-3.00,-46.6,EDGE,2,Trending,London,10
2025.01.09 12:00,BUY,Red,Red,Yellow,Red,Red,OK,FL,34.8,0.419,-9.25,-50.4,EDGE,2,Trending,London,7
2025.01.09 13:00,BUY,Red,Red,Yellow,Red,Red,OK,FL,34.8,0.419,-9.25,-37.4,EDGE,2,Trending,London-NewYork,10
2025.01.09 14:00,BUY,Red,Red,Yellow,Red,Red,OK,FL,34.8,0.419,-9.25,-22.4,EDGE,2,Trending,London-NewYork,10
2025.01.09 15:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.384,-9.25,-34.9,EDGE,2,Trending,London-NewYork,11
2025.01.09 16:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.384,-7.00,-28.8,EDGE,2,Trending,London-NewYork,10
2025.01.09 17:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.384,-7.00,-21.6,EDGE,2,Trending,New York,10
2025.01.09 18:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.384,-7.00,-37.9,EDGE,2,Trending,New York,8
2025.01.09 19:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.566,-7.00,-34.4,EDGE,2,Trending,New York,10
2025.01.09 20:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.566,-7.00,-31.5,EDGE,2,Trending,New York,8
2025.01.09 21:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.566,-7.00,-31.1,EDGE,2,Trending,New York,13
2025.01.09 22:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,34.9,0.566,-7.00,-30.7,EDGE,2,Trending,Off-Hours,10
2025.01.09 23:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,35.0,0.552,-7.00,-32.0,EDGE,2,Trending,Off-Hours,12
2025.01.10 00:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,35.0,0.552,+0.50,-34.0,EDGE,2,Trending,Tokyo,19
2025.01.10 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,35.0,0.552,+0.50,-23.3,EDGE,2,Trending,Tokyo,16
2025.01.10 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,FL,35.0,0.552,+0.50,-36.3,EDGE,2,Trending,Tokyo,10
2025.01.10 03:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.277,+0.50,-34.6,EDGE,2,Trending,Tokyo,10
2025.01.10 04:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.277,+0.50,-16.1,EDGE,2,Trending,Tokyo,10
2025.01.10 05:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.277,+0.50,-17.1,EDGE,2,Trending,Tokyo,11
2025.01.10 06:00,BUY,Red,Green,Yellow,Yellow,Green,OK,FL,31.2,0.277,+0.50,-17.6,EDGE,2,Trending,Tokyo,9
2025.01.10 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,FL,28.0,0.216,+0.50,-22.8,EDGE,2,Trending,Tokyo,9
2025.01.10 08:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,28.0,0.216,+8.50,-21.9,EDGE,2,Trending,Tokyo-London,7
2025.01.10 09:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,28.0,0.216,+8.50,-30.0,EDGE,2,Trending,London,11
2025.01.10 10:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,28.0,0.216,+8.50,-29.6,EDGE,2,Trending,London,12
2025.01.10 11:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,27.8,0.201,+8.50,-34.7,EDGE,2,Trending,London,10
2025.01.10 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,27.8,0.201,+3.50,-43.9,EDGE,2,Trending,London,11
2025.01.10 13:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,27.8,0.201,+3.50,-37.5,EDGE,2,Trending,London-NewYork,10
2025.01.10 14:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,FL,27.8,0.201,+3.50,-32.4,EDGE,2,Trending,London-NewYork,13
2025.01.10 15:00,BUY,Yellow,Yellow,Red,Green,Green,OK,FL,30.3,0.572,+3.50,-35.1,BREAK,2,Trending,London-NewYork,10
2025.01.10 16:00,BUY,Yellow,Yellow,Red,Yellow,Green,OK,FL,30.3,0.572,-3.00,-96.3,BREAK,2,Trending,London-NewYork,11
2025.01.10 17:00,BUY,Yellow,Yellow,Red,Yellow,Green,OK,FL,30.3,0.572,-3.00,-82.8,BREAK,2,Trending,New York,9
2025.01.10 18:00,BUY,Yellow,Yellow,Red,Yellow,Green,OK,FL,30.3,0.572,-3.00,-70.7,BREAK,2,Trending,New York,9
2025.01.10 19:00,BUY,Yellow,Red,Red,Yellow,Yellow,OK,FL,32.5,0.459,-3.00,-75.8,BREAK,2,Trending,New York,10
2025.01.10 20:00,BUY,Yellow,Red,Red,Red,Red,OK,FL,32.5,0.459,-7.00,-71.3,BREAK,2,Trending,New York,11
2025.01.10 21:00,BUY,Yellow,Red,Red,Red,Red,OK,FL,32.5,0.459,-7.00,-57.3,BREAK,2,Trending,New York,11
2025.01.10 22:00,BUY,Yellow,Red,Red,Red,Red,OK,FL,32.5,0.459,-7.00,-69.7,BREAK,2,Trending,Off-Hours,12
2025.01.10 23:00,BUY,Yellow,Red,Yellow,Red,Yellow,OK,FL,34.8,0.500,-7.00,-84.1,EDGE,2,Trending,Off-Hours,96
2025.01.13 00:00,BUY,Yellow,Red,Yellow,Red,Yellow,OK,FL,34.8,0.500,-7.00,-44.1,EDGE,2,Trending,Tokyo,7
2025.01.13 01:00,BUY,Yellow,Red,Yellow,Red,Yellow,OK,FL,34.8,0.500,-7.00,-70.1,EDGE,2,Trending,Tokyo,16
2025.01.13 02:00,BUY,Red,Red,Yellow,Red,Red,OK,FL,34.8,0.500,-7.00,-53.5,EDGE,2,Trending,Tokyo,12
2025.01.13 03:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,35.1,0.283,-7.00,-44.5,EDGE,2,Trending,Tokyo,13
2025.01.13 04:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,FL,35.1,0.283,-7.00,-36.0,EDGE,2,Trending,Tokyo,11
2025.01.13 05:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,35.1,0.283,-7.00,-31.2,EDGE,2,Trending,Tokyo,12
2025.01.13 06:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,35.1,0.283,-7.00,-50.8,EDGE,2,Trending,Tokyo,10
2025.01.13 07:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,34.6,0.364,-7.00,-67.7,EDGE,2,Trending,Tokyo,10
2025.01.13 08:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,FL,34.6,0.364,-7.00,-57.7,EDGE,2,Trending,Tokyo-London,11
