Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,AUDCAD_l_Rule
2026.04.21 06:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.304,DN,19.1,0.137,-4.25,11.0,OK,3,Trending,Tokyo,12,Stop
2026.04.21 07:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,0.812,FL,20.2,0.184,-4.25,11.9,OK,3,Trending,Tokyo,10,Stop
2026.04.21 08:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.191,FL,20.2,0.184,-4.25,13.2,OK,3,Trending,Tokyo-London,14,Stop
2026.04.21 09:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.643,UP,20.2,0.184,-4.25,8.0,OK,3,Trending,London,11,Stop
2026.04.21 10:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.710,UP,20.2,0.184,-4.25,-0.4,OK,3,Trending,London,15,Stop
2026.04.21 11:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.956,Normal,1.090,DN,23.5,0.230,-4.25,8.4,OK,3,Trending,London,12,Stop
2026.04.21 12:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.956,Normal,1.246,UP,23.5,0.230,-4.25,7.0,OK,3,Trending,London,12,Stop
2026.04.21 13:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.956,Normal,1.681,DN,23.5,0.230,-4.25,18.2,OK,3,Trending,London-NewYork,10,Stop
2026.04.21 14:00,BUY,Red,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.956,Normal,1.425,FL,23.5,0.230,-4.25,26.1,OK,3,Trending,London-NewYork,14,Stop
2026.04.21 15:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.207,UP,26.4,0.224,+2.50,13.9,OK,3,Trending,London-NewYork,10,Stop
2026.04.21 16:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.433,DN,26.4,0.224,+2.50,29.3,OK,3,Trending,London-NewYork,10,Stop
2026.04.21 17:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.500,DN,26.4,0.224,+2.50,22.6,OK,3,Trending,New York,10,Stop
2026.04.21 18:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.226,UP,26.4,0.224,+2.50,12.0,OK,3,Trending,New York,10,Stop
2026.04.21 19:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.387,UP,26.2,0.289,-2.00,6.5,OK,3,Trending,New York,10,Stop
2026.04.21 20:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.708,DN,26.2,0.289,-2.00,14.1,OK,3,Trending,New York,13,Stop
2026.04.21 21:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Normal,1.534,FL,26.2,0.289,-2.00,14.5,OK,3,Trending,New York,10,Stop
2026.04.21 22:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.956,Warning,2.240,UP,26.2,0.289,-2.00,-3.5,OK,3,Trending,Off-Hours,14,Stop
2026.04.21 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.900,DN,28.0,0.575,-2.00,15.5,EDGE,3,Trending,Off-Hours,11,Stop
2026.04.22 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.632,FL,28.0,0.575,-1.00,16.4,EDGE,3,Trending,Tokyo,73,Stop
2026.04.22 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.670,FL,28.0,0.575,-1.00,18.1,EDGE,3,Trending,Tokyo,70,Stop
2026.04.22 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.920,FL,28.0,0.575,-1.00,22.9,EDGE,3,Trending,Tokyo,16,Stop
2026.04.22 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.094,DN,29.0,0.374,-1.00,29.4,EDGE,3,Trending,Tokyo,14,Stop
2026.04.22 04:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,0.781,FL,29.0,0.374,+4.50,28.2,EDGE,3,Trending,Tokyo,15,Stop
2026.04.22 05:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,1.336,UP,29.0,0.374,+4.50,22.4,EDGE,3,Trending,Tokyo,10,Stop
2026.04.22 06:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,1.100,FL,29.0,0.374,+4.50,21.7,EDGE,3,Trending,Tokyo,14,Stop
2026.04.22 07:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,0.874,FL,29.1,0.350,+4.50,22.6,EDGE,3,Trending,Tokyo,16,Stop
2026.04.22 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.112,FL,29.1,0.350,+2.25,39.1,EDGE,3,Trending,Tokyo-London,14,Stop
2026.04.22 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.798,FL,29.1,0.350,+2.25,38.6,EDGE,3,Trending,London,13,Stop
2026.04.22 10:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.041,FL,29.1,0.350,+2.25,36.7,EDGE,3,Trending,London,14,Stop
2026.04.22 11:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.145,DN,25.5,0.135,+2.25,25.1,EDGE,3,Trending,London,12,Stop
2026.04.22 12:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.013,FL,25.5,0.135,+2.25,25.3,EDGE,3,Trending,London,10,Stop
2026.04.22 13:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.871,FL,25.5,0.135,+2.25,26.4,EDGE,3,Trending,London-NewYork,13,Stop
2026.04.22 14:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.177,UP,25.5,0.135,+2.25,20.0,EDGE,3,Trending,London-NewYork,12,Stop
2026.04.22 15:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.904,Normal,0.982,UP,24.3,0.303,+4.50,16.5,EDGE,3,Trending,London-NewYork,14,Stop
2026.04.22 16:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.350,DN,24.3,0.303,+2.50,30.9,EDGE,3,Trending,London-NewYork,12,Stop
2026.04.22 17:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.199,UP,24.3,0.303,+2.50,34.9,EDGE,3,Trending,New York,13,Stop
2026.04.22 18:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.891,DN,24.3,0.303,+2.50,31.4,EDGE,3,Trending,New York,11,Stop
2026.04.22 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.953,FL,22.6,0.145,+2.50,23.3,EDGE,3,Trending,New York,11,Stop
2026.04.22 20:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.852,FL,22.6,0.145,+0.25,33.2,EDGE,3,Trending,New York,10,Stop
2026.04.22 21:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,0.601,FL,22.6,0.145,+0.25,31.8,EDGE,3,Trending,New York,13,Stop
2026.04.22 22:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.904,Normal,1.256,UP,22.6,0.145,+0.25,36.8,EDGE,3,Trending,Off-Hours,14,Run
2026.04.22 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,0.770,FL,20.0,0.133,+0.25,36.2,EDGE,3,Trending,Off-Hours,16,Run
2026.04.23 00:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.293,DN,20.0,0.133,+4.50,30.0,EDGE,3,Trending,Tokyo,39,Run
2026.04.23 01:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.660,FL,20.0,0.133,+4.50,30.1,EDGE,3,Trending,Tokyo,101,Run
2026.04.23 02:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.952,FL,20.0,0.133,+4.50,29.2,EDGE,3,Trending,Tokyo,13,Run
2026.04.23 03:00,BUY,Red,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.710,UP,19.7,0.011,+8.50,33.1,EDGE,3,Trending,Tokyo,17,Run
2026.04.23 04:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.253,DN,19.7,0.011,+8.50,24.7,EDGE,3,Trending,Tokyo,13,Run
2026.04.23 05:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.348,UP,19.7,0.011,+8.50,11.2,EDGE,3,Trending,Tokyo,14,Run
2026.04.23 06:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.805,UP,19.7,0.011,+8.50,7.4,EDGE,3,Trending,Tokyo,15,Run
2026.04.23 07:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.360,DN,19.8,0.214,+4.50,18.6,EDGE,3,Trending,Tokyo,12,Run
2026.04.23 08:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,1.653,DN,19.8,0.214,+1.50,28.0,EDGE,3,Trending,Tokyo-London,15,Run
2026.04.23 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,1.030,UP,19.8,0.214,+1.50,24.2,EDGE,3,Trending,London,15,Run
2026.04.23 10:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,1.891,DN,19.8,0.214,+1.50,31.9,EDGE,3,Trending,London,12,Run
2026.04.23 11:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.870,UP,19.9,0.151,+5.50,21.5,EDGE,3,Trending,London,10,Run
2026.04.23 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.969,UP,19.9,0.151,+3.25,14.8,EDGE,3,Trending,London,14,Run
2026.04.23 13:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.842,UP,19.9,0.151,+3.25,6.0,EDGE,3,Trending,London-NewYork,10,Run
2026.04.23 14:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.354,DN,19.9,0.151,+3.25,23.9,EDGE,3,Trending,London-NewYork,12,Run
2026.04.23 15:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.899,DN,22.7,0.072,+3.25,26.9,EDGE,3,Trending,London-NewYork,12,Run
2026.04.23 16:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.102,DN,22.7,0.072,+3.50,30.7,EDGE,3,Trending,London-NewYork,12,Run
2026.04.23 17:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.276,UP,22.7,0.072,+3.50,48.0,EDGE,3,Trending,New York,9,Run
2026.04.23 18:00,BUY,Red,Green,Yellow,Green,Green,OK,Green,Range,0.763,Normal,0.728,DN,22.7,0.072,+3.50,41.3,EDGE,3,Trending,New York,11,Run
2026.04.23 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.763,Normal,1.228,UP,20.7,0.234,+3.50,48.7,EDGE,3,Trending,New York,13,Run
2026.04.23 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,2.336,DN,20.7,0.234,-1.00,28.0,EDGE,3,Trending,New York,14,Run
2026.04.23 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,1.583,UP,20.7,0.234,-1.00,16.5,EDGE,3,Trending,New York,13,Run
2026.04.23 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.763,Normal,1.023,UP,20.7,0.234,-1.00,14.0,EDGE,3,Trending,Off-Hours,16,Run
2026.04.23 23:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.923,FL,20.8,0.078,-1.00,11.0,EDGE,3,Trending,Off-Hours,12,Run
2026.04.24 00:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.038,FL,20.8,0.078,-3.00,11.3,EDGE,3,Trending,Tokyo,34,Run
2026.04.24 01:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.252,DN,20.8,0.078,-3.00,20.9,EDGE,3,Trending,Tokyo,85,Run
2026.04.24 02:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.336,UP,20.8,0.078,-3.00,15.8,EDGE,3,Trending,Tokyo,14,Run
2026.04.24 03:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.631,DN,20.9,0.023,-3.00,21.4,EDGE,3,Trending,Tokyo,15,Run
2026.04.24 04:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.734,FL,20.9,0.023,-1.00,23.4,EDGE,3,Trending,Tokyo,15,Run
2026.04.24 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.039,UP,20.9,0.023,-1.00,12.8,EDGE,3,Trending,Tokyo,11,Run
2026.04.24 06:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.552,FL,20.9,0.023,-1.00,12.4,EDGE,3,Trending,Tokyo,13,Run
2026.04.24 07:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.406,DN,21.8,0.023,-1.00,22.9,EDGE,3,Trending,Tokyo,14,Run
2026.04.24 08:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.633,FL,21.8,0.023,-1.00,21.4,EDGE,3,Trending,Tokyo-London,11,Run
2026.04.24 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.650,FL,21.8,0.023,-1.00,22.2,EDGE,3,Trending,London,13,Run
2026.04.24 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.106,FL,21.8,0.023,-1.00,27.7,EDGE,3,Trending,London,14,Run
2026.04.24 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.110,UP,22.5,0.127,-1.00,18.4,EDGE,3,Trending,London,12,Run
2026.04.24 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.833,UP,22.5,0.127,-1.00,15.0,EDGE,3,Trending,London,10,Run
2026.04.24 13:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.809,FL,22.5,0.127,-1.00,17.2,EDGE,3,Trending,London-NewYork,10,Run
2026.04.24 14:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.732,DN,22.5,0.127,-1.00,31.2,EDGE,3,Trending,London-NewYork,11,Run
2026.04.24 15:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Range,0.727,Normal,1.336,UP,20.1,0.100,-7.25,17.0,EDGE,3,Trending,London-NewYork,13,Run
2026.04.24 16:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Range,0.727,Warning,1.217,DN,20.1,0.100,-7.25,28.4,EDGE,3,Trending,London-NewYork,14,Run
2026.04.24 17:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Range,0.727,Normal,0.944,FL,20.1,0.100,-7.25,28.6,EDGE,3,Trending,New York,12,Run
2026.04.24 18:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.727,Spike,1.721,FL,20.1,0.100,-7.25,43.3,EDGE,3,Trending,New York,14,Stop
2026.04.24 19:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.994,DN,17.9,0.002,+2.25,36.6,EDGE,3,Trending,New York,11,Stop
2026.04.24 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,1.492,UP,17.9,0.002,+2.25,27.8,EDGE,3,Trending,New York,18,Stop
2026.04.24 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.956,FL,17.9,0.002,+2.25,29.0,EDGE,3,Trending,New York,8,Stop
2026.04.24 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.727,Normal,0.997,FL,17.9,0.002,+2.25,28.7,EDGE,3,Trending,Off-Hours,16,Stop
2026.04.24 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.468,UP,16.1,0.014,+2.25,1.1,EDGE,3,Trending,Off-Hours,105,Stop
2026.04.27 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.354,UP,16.1,0.014,+2.25,21.4,EDGE,3,Trending,Tokyo,119,Stop
2026.04.27 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.599,DN,16.1,0.014,+2.25,30.0,EDGE,3,Trending,Tokyo,98,Stop
2026.04.27 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.872,UP,16.1,0.014,+2.25,26.0,EDGE,3,Trending,Tokyo,14,Stop
2026.04.27 03:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.824,FL,17.4,0.055,+2.25,44.5,EDGE,3,Trending,Tokyo,15,Stop
2026.04.27 04:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.035,UP,17.4,0.055,+2.25,53.3,EDGE,3,Trending,Tokyo,17,Stop
2026.04.27 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.091,UP,17.4,0.055,+2.25,58.0,EDGE,3,Trending,Tokyo,13,Stop
2026.04.27 06:00,BUY,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.917,UP,17.4,0.055,+2.25,58.0,EDGE,4,Trending,Tokyo,14,Stop
2026.04.27 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.398,DN,18.3,0.043,+2.25,46.2,EDGE,3,Trending,Tokyo,10,Stop
2026.04.27 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.918,DN,18.3,0.043,+2.25,38.9,EDGE,3,Trending,Tokyo-London,14,Stop
2026.04.27 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.949,DN,18.3,0.043,+2.25,32.4,EDGE,3,Trending,London,14,Stop
2026.04.27 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.622,FL,18.3,0.043,+2.25,34.2,EDGE,3,Trending,London,12,Stop
2026.04.27 11:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,0.970,FL,17.4,0.010,+4.25,36.2,EDGE,3,Trending,London,15,Stop
2026.04.27 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,1.207,DN,17.4,0.010,+4.25,22.9,EDGE,3,Trending,London,12,Stop
2026.04.27 13:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,0.544,UP,17.4,0.010,+4.25,26.9,EDGE,3,Trending,London-NewYork,11,Stop
2026.04.27 14:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,0.967,FL,17.4,0.010,+4.25,24.8,EDGE,3,Trending,London-NewYork,10,Stop
2026.04.27 15:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,1.132,FL,15.6,0.044,+4.25,23.0,EDGE,3,Trending,London-NewYork,12,Stop
2026.04.27 16:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.262,UP,15.6,0.044,+0.25,31.0,EDGE,3,Trending,London-NewYork,12,Stop
2026.04.27 17:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.300,UP,15.6,0.044,+0.25,42.3,EDGE,3,Trending,New York,11,Stop
2026.04.27 18:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,0.708,FL,15.6,0.044,+0.25,40.8,EDGE,3,Trending,New York,14,Run
2026.04.27 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.721,Normal,1.053,FL,14.9,0.112,+0.25,36.4,EDGE,3,Trending,New York,13,Run
2026.04.27 20:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,0.830,FL,14.9,0.112,+4.25,38.1,EDGE,3,Trending,New York,12,Run
2026.04.27 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,0.665,FL,14.9,0.112,+4.25,37.7,EDGE,3,Trending,New York,12,Run
2026.04.27 22:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.721,Normal,1.420,UP,14.9,0.112,+4.25,43.3,EDGE,3,Trending,Off-Hours,13,Run
2026.04.27 23:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.210,DN,15.7,0.111,+0.25,33.8,EDGE,3,Trending,Off-Hours,14,Run
2026.04.28 00:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,0.745,DN,15.7,0.111,+0.25,29.5,EDGE,3,Trending,Tokyo,48,Run
2026.04.28 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,0.974,UP,15.7,0.111,+0.25,33.2,EDGE,3,Trending,Tokyo,96,Run
2026.04.28 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.043,UP,15.7,0.111,+0.25,37.5,EDGE,3,Trending,Tokyo,14,Run
2026.04.28 03:00,BUY,Green,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.740,UP,14.9,0.014,+0.25,40.7,EDGE,3,Trending,Tokyo,17,Run
2026.04.28 04:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.879,DN,14.9,0.014,+0.25,28.0,EDGE,3,Trending,Tokyo,11,Run
2026.04.28 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.139,FL,14.9,0.014,+0.25,27.9,EDGE,3,Trending,Tokyo,15,Run
2026.04.28 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.565,UP,14.9,0.014,+0.25,34.9,EDGE,3,Trending,Tokyo,16,Run
2026.04.28 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.082,FL,14.2,0.253,+0.50,31.6,EDGE,3,Trending,Tokyo,12,Run
2026.04.28 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.425,DN,14.2,0.253,+1.50,25.2,EDGE,3,Trending,Tokyo-London,14,Run
2026.04.28 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.896,DN,14.2,0.253,+1.50,12.2,EDGE,3,Trending,London,16,Run
2026.04.28 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.489,UP,14.2,0.253,+1.50,31.2,EDGE,3,Trending,London,15,Run
2026.04.28 11:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.660,Normal,1.093,UP,14.0,0.242,+1.50,37.7,EDGE,3,Trending,London,12,Run
2026.04.28 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.127,FL,14.0,0.242,+3.50,38.2,EDGE,3,Trending,London,13,Run
2026.04.28 13:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.351,DN,14.0,0.242,+3.50,28.8,EDGE,3,Trending,London-NewYork,10,Run
2026.04.28 14:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.497,DN,14.0,0.242,+3.50,17.9,EDGE,3,Trending,London-NewYork,12,Run
2026.04.28 15:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.627,UP,13.3,0.279,+3.50,40.0,EDGE,3,Trending,London-NewYork,11,Run
2026.04.28 16:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.248,FL,13.3,0.279,+3.50,39.9,EDGE,3,Trending,London-NewYork,13,Run
2026.04.28 17:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,2.009,UP,13.3,0.279,+3.50,54.8,EDGE,4,Trending,New York,9,Run
2026.04.28 18:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.106,UP,13.3,0.279,+3.50,57.1,EDGE,4,Trending,New York,11,Run
2026.04.28 19:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.806,UP,14.9,0.466,+3.50,64.0,EDGE,4,Trending,New York,11,Run
2026.04.28 20:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.653,FL,14.9,0.466,+6.50,63.8,EDGE,4,Trending,New York,9,Run
2026.04.28 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.406,FL,14.9,0.466,+6.50,64.0,EDGE,4,Trending,New York,10,Run
2026.04.28 22:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.660,Normal,1.444,DN,14.9,0.466,+6.50,56.2,EDGE,4,Trending,Off-Hours,16,Run
2026.04.28 23:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.647,Normal,0.606,FL,18.3,0.488,+6.50,52.0,EDGE,4,Trending,Off-Hours,13,Run
2026.04.29 00:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.647,Normal,1.169,DN,18.3,0.488,+3.50,44.9,EDGE,4,Trending,Tokyo,51,Run
2026.04.29 01:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.647,Normal,0.795,UP,18.3,0.488,+3.50,50.8,EDGE,4,Trending,Tokyo,71,Run
