Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,AUDCAD_l_Rule
2025.12.31 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.619,Normal,0.661,FL,0.0,0.000,+1.00,-1.4,EDGE,0,?,New York,0,Run
2025.12.31 21:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.645,Normal,0.696,FL,27.8,0.106,+1.00,-7.8,EDGE,0,Trending,New York,10,Run
2026.01.02 01:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.404,DN,27.8,0.106,+1.00,18.2,OK,0,Trending,Tokyo,74,Run
2026.01.02 02:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.186,UP,27.8,0.106,+1.00,29.0,OK,0,Trending,Tokyo,19,Run
2026.01.02 03:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.475,UP,24.6,0.199,+1.00,39.4,OK,0,Trending,Tokyo,14,Run
2026.01.02 04:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.594,UP,24.6,0.199,+1.00,42.8,OK,0,Trending,Tokyo,14,Run
2026.01.02 05:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.512,UP,24.6,0.199,+1.00,48.5,OK,0,Trending,Tokyo,14,Run
2026.01.02 06:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.472,UP,24.6,0.199,+1.00,52.2,OK,0,Trending,Tokyo,14,Run
2026.01.02 07:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.645,Normal,1.048,DN,23.7,0.232,+1.00,44.5,OK,0,Trending,Tokyo,15,Run
2026.01.02 08:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,0.954,FL,23.7,0.232,+5.50,39.2,OK,0,Trending,Tokyo-London,19,Run
2026.01.02 09:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.562,DN,23.7,0.232,+5.50,28.0,OK,0,Trending,London,16,Run
2026.01.02 10:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.449,UP,23.7,0.232,+5.50,56.3,OK,0,Trending,London,15,Run
2026.01.02 11:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,0.941,FL,23.9,0.204,+5.50,51.9,OK,0,Trending,London,12,Run
2026.01.02 12:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.182,FL,23.9,0.204,+8.50,48.3,OK,0,Trending,London,13,Run
2026.01.02 13:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.499,DN,23.9,0.204,+8.50,36.5,OK,0,Trending,London-NewYork,11,Run
2026.01.02 14:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.281,UP,23.9,0.204,+8.50,46.9,OK,0,Trending,London-NewYork,11,Run
2026.01.02 15:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,0.869,FL,24.2,0.014,+8.50,42.4,OK,0,Trending,London-NewYork,11,Run
2026.01.02 16:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.437,UP,24.2,0.014,+8.50,53.8,OK,0,Trending,London-NewYork,13,Run
2026.01.02 17:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.952,DN,24.2,0.014,+8.50,19.3,OK,0,Trending,New York,11,Run
2026.01.02 18:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,0.714,UP,24.2,0.014,+8.50,25.9,OK,0,Trending,New York,9,Run
2026.01.02 19:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.268,UP,25.2,0.171,+4.50,32.6,OK,0,Trending,New York,13,Run
2026.01.02 20:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.267,DN,25.2,0.171,+4.50,25.2,OK,0,Trending,New York,13,Run
2026.01.02 21:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.139,UP,25.2,0.171,+4.50,33.4,OK,0,Trending,New York,11,Run
2026.01.02 22:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Range,0.645,Normal,1.737,UP,25.2,0.171,+4.50,45.4,OK,0,Trending,Off-Hours,15,Run
2026.01.02 23:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.394,DN,26.1,0.222,+0.50,27.0,OK,0,Trending,Off-Hours,114,Run
2026.01.05 00:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.538,DN,26.1,0.222,+0.50,25.0,OK,0,Trending,Tokyo,120,Run
2026.01.05 01:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.672,UP,26.1,0.222,+0.50,32.5,OK,0,Trending,Tokyo,115,Run
2026.01.05 02:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.355,DN,26.1,0.222,+0.50,18.7,OK,0,Trending,Tokyo,11,Run
2026.01.05 03:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Range,0.669,Normal,1.200,UP,24.7,0.168,-4.00,26.9,OK,0,Trending,Tokyo,10,Run
2026.01.05 04:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Range,0.669,Normal,1.427,UP,24.7,0.168,-4.00,35.0,OK,0,Trending,Tokyo,11,Run
2026.01.05 05:00,BUY,Red,Yellow,Green,Yellow,Yellow,OK,Green,Range,0.669,Normal,1.153,DN,24.7,0.168,-4.00,26.0,OK,0,Trending,Tokyo,14,Run
2026.01.05 06:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Range,0.669,Normal,1.086,FL,24.7,0.168,-4.00,29.0,OK,0,Trending,Tokyo,11,Run
2026.01.05 07:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Range,0.669,Normal,1.706,UP,23.5,0.334,-4.00,36.7,OK,0,Trending,Tokyo,16,Run
2026.01.05 08:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.542,UP,23.5,0.334,-2.00,44.9,OK,0,Trending,Tokyo-London,12,Run
2026.01.05 09:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.303,FL,23.5,0.334,-2.00,45.6,OK,0,Trending,London,14,Run
2026.01.05 10:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.500,FL,23.5,0.334,-2.00,48.4,OK,1,Trending,London,15,Run
2026.01.05 11:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.669,Normal,1.366,DN,25.7,0.386,-2.00,39.5,OK,0,Trending,London,8,Run
2026.01.05 12:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.195,UP,25.7,0.386,+6.50,46.2,OK,1,Trending,London,13,Run
2026.01.05 13:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.263,FL,25.7,0.386,+6.50,43.1,OK,1,Trending,London-NewYork,11,Run
2026.01.05 14:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.434,UP,25.7,0.386,+6.50,45.4,OK,1,Trending,London-NewYork,8,Run
2026.01.05 15:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,2.130,UP,28.7,0.529,+6.50,56.4,OK,1,Trending,London-NewYork,9,Run
2026.01.05 16:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.344,UP,28.7,0.529,+6.50,62.3,OK,1,Trending,London-NewYork,14,Run
2026.01.05 17:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.582,UP,28.7,0.529,+6.50,60.7,OK,1,Trending,New York,32,Run
2026.01.05 18:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.883,UP,28.7,0.529,+6.50,82.1,OK,1,Trending,New York,9,Run
2026.01.05 19:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.139,DN,33.5,0.750,+6.50,71.5,OK,1,Trending,New York,13,Run
2026.01.05 20:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.109,UP,33.5,0.750,+8.50,70.3,OK,1,Trending,New York,10,Run
2026.01.05 21:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.348,UP,33.5,0.750,+8.50,67.9,OK,1,Trending,New York,15,Run
2026.01.05 22:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.669,Normal,1.399,UP,33.5,0.750,+8.50,68.6,OK,1,Trending,Off-Hours,8,Run
2026.01.05 23:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,0.882,FL,38.1,0.819,+8.50,66.1,OK,1,Trending,Off-Hours,12,Run
2026.01.06 00:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.037,UP,38.1,0.819,+4.50,66.8,OK,1,Trending,Tokyo,74,Run
2026.01.06 01:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,0.838,UP,38.1,0.819,+4.50,64.1,OK,1,Trending,Tokyo,67,Run
2026.01.06 02:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.551,DN,38.1,0.819,+4.50,54.3,OK,1,Trending,Tokyo,13,Run
2026.01.06 03:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.379,FL,42.2,0.821,+4.50,56.4,OK,1,Trending,Tokyo,12,Run
2026.01.06 04:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.520,UP,42.2,0.821,+2.25,65.2,OK,1,Trending,Tokyo,13,Run
2026.01.06 05:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,0.906,UP,42.2,0.821,+2.25,64.7,OK,1,Trending,Tokyo,16,Run
2026.01.06 06:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,0.788,UP,42.2,0.821,+2.25,64.1,OK,1,Trending,Tokyo,12,Run
2026.01.06 07:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.434,UP,46.7,0.841,+2.25,64.7,OK,1,Trending,Tokyo,12,Run
2026.01.06 08:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.647,UP,46.7,0.841,+2.25,72.3,OK,1,Trending,Tokyo-London,12,Run
2026.01.06 09:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.278,DN,46.7,0.841,+2.25,64.4,OK,1,Trending,London,16,Run
2026.01.06 10:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.725,DN,46.7,0.841,+2.25,47.8,OK,1,Trending,London,14,Run
2026.01.06 11:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.231,DN,50.9,0.634,+2.25,40.1,OK,1,Trending,London,12,Run
2026.01.06 12:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.314,DN,50.9,0.634,+2.25,34.5,OK,1,Trending,London,14,Run
2026.01.06 13:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.210,UP,50.9,0.634,+2.25,43.9,OK,1,Trending,London-NewYork,12,Run
2026.01.06 14:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.773,Normal,1.077,UP,50.9,0.634,+2.25,50.0,OK,1,Trending,London-NewYork,14,Run
2026.01.06 15:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.471,UP,53.2,0.655,+6.50,57.2,OK,1,Trending,London-NewYork,11,Run
2026.01.06 16:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.158,FL,53.2,0.655,+6.50,58.5,OK,1,Trending,London-NewYork,11,Run
2026.01.06 17:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,2.024,UP,53.2,0.655,+6.50,70.8,OK,1,Trending,New York,12,Run
2026.01.06 18:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.101,UP,53.2,0.655,+6.50,72.3,OK,1,Trending,New York,8,Run
2026.01.06 19:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.124,UP,56.2,0.697,+6.50,76.3,OK,1,Trending,New York,11,Run
2026.01.06 20:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.125,UP,56.2,0.697,+6.50,78.8,OK,1,Trending,New York,10,Run
2026.01.06 21:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,0.947,FL,56.2,0.697,+6.50,74.7,OK,1,Trending,New York,9,Run
2026.01.06 22:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.773,Normal,1.694,UP,56.2,0.697,+6.50,84.4,OK,1,Trending,Off-Hours,15,Run
2026.01.06 23:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,0.997,FL,59.7,0.758,+6.50,81.5,OK,1,Trending,Off-Hours,12,Run
2026.01.07 00:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.298,UP,59.7,0.758,+6.50,80.3,OK,1,Trending,Tokyo,35,Run
2026.01.07 01:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.316,DN,59.7,0.758,+6.50,71.4,OK,1,Trending,Tokyo,47,Run
2026.01.07 02:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.775,DN,59.7,0.758,+6.50,69.9,OK,1,Trending,Tokyo,16,Run
2026.01.07 03:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,2.089,UP,63.0,0.822,+6.50,86.0,OK,1,Trending,Tokyo,13,Run
2026.01.07 04:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.135,DN,63.0,0.822,+6.50,80.6,OK,1,Trending,Tokyo,15,Run
2026.01.07 05:00,BUY,Green,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.678,UP,63.0,0.822,+6.50,86.8,OK,1,Trending,Tokyo,10,Run
2026.01.07 06:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.133,FL,63.0,0.822,+6.50,83.5,OK,1,Trending,Tokyo,13,Run
2026.01.07 07:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.327,DN,66.1,0.822,+6.50,73.5,OK,1,Trending,Tokyo,13,Run
2026.01.07 08:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,0.814,FL,66.1,0.822,+6.50,68.6,OK,1,Trending,Tokyo-London,15,Run
2026.01.07 09:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.285,DN,66.1,0.822,+6.50,55.9,OK,1,Trending,London,10,Run
2026.01.07 10:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,0.852,DN,66.1,0.822,+6.50,45.5,OK,1,Trending,London,13,Run
2026.01.07 11:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.151,DN,66.2,0.663,+6.50,41.0,OK,1,Trending,London,14,Run
2026.01.07 12:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.442,DN,66.2,0.663,+6.50,32.2,OK,1,Trending,London,9,Run
2026.01.07 13:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.090,FL,66.2,0.663,+6.50,35.3,OK,1,Trending,London-NewYork,13,Run
2026.01.07 14:00,BUY,Red,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,1.573,DN,66.2,0.663,+6.50,26.4,OK,1,Trending,London-NewYork,10,Run
2026.01.07 15:00,BUY,Yellow,Green,Green,Green,Green,OK,Green,Range,0.849,Normal,0.942,FL,61.8,0.559,+6.50,28.1,OK,1,Trending,London-NewYork,9,Run
2026.01.07 16:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,1.638,UP,61.8,0.559,+0.50,38.4,OK,1,Trending,London-NewYork,11,Run
2026.01.07 17:00,BUY,Red,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,1.305,DN,61.8,0.559,+0.50,21.2,OK,1,Trending,New York,35,Run
2026.01.07 18:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,1.162,UP,61.8,0.559,+0.50,36.6,OK,1,Trending,New York,9,Run
2026.01.07 19:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,0.941,UP,57.3,0.566,+0.50,40.0,OK,1,Trending,New York,12,Run
2026.01.07 20:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,1.147,UP,57.3,0.566,+0.50,50.2,OK,1,Trending,New York,14,Run
2026.01.07 21:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,0.787,UP,57.3,0.566,+0.50,47.1,OK,1,Trending,New York,12,Run
2026.01.07 22:00,BUY,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.849,Normal,1.353,FL,57.3,0.566,+0.50,41.0,OK,1,Trending,Off-Hours,11,Run
2026.01.07 23:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Neutral,0.908,Normal,0.771,UP,55.2,0.547,+0.50,44.3,OK,1,Trending,Off-Hours,15,Run
2026.01.08 00:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.929,UP,55.2,0.547,-4.00,43.6,OK,1,Trending,Tokyo,45,Run
2026.01.08 01:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.494,FL,55.2,0.547,-4.00,41.9,OK,1,Trending,Tokyo,42,Run
2026.01.08 02:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.119,FL,55.2,0.547,-4.00,39.4,OK,1,Trending,Tokyo,14,Run
2026.01.08 03:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.377,UP,54.4,0.501,-4.00,49.1,OK,1,Trending,Tokyo,13,Run
2026.01.08 04:00,BUY,Red,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.526,DN,54.4,0.501,-4.00,26.9,OK,1,Trending,Tokyo,12,Run
2026.01.08 05:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.768,DN,54.4,0.501,-4.00,25.4,OK,1,Trending,Tokyo,15,Run
2026.01.08 06:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.259,DN,54.4,0.501,-4.00,17.5,OK,1,Trending,Tokyo,15,Run
2026.01.08 07:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.113,UP,50.5,0.270,-4.00,16.0,OK,1,Trending,Tokyo,13,Run
2026.01.08 08:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.362,DN,50.5,0.270,-5.00,13.9,OK,1,Trending,Tokyo-London,15,Run
2026.01.08 09:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.239,FL,50.5,0.270,-5.00,16.4,OK,1,Trending,London,13,Run
2026.01.08 10:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.823,FL,50.5,0.270,-5.00,22.5,OK,1,Trending,London,12,Run
2026.01.08 11:00,BUY,Red,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.069,DN,45.6,0.234,-5.00,11.1,OK,1,Trending,London,13,Run
2026.01.08 12:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.908,Normal,0.653,FL,45.6,0.234,-1.00,15.0,OK,1,Trending,London,8,Run
2026.01.08 13:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.908,Normal,1.208,DN,45.6,0.234,-1.00,10.0,OK,1,Trending,London-NewYork,15,Run
2026.01.08 14:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.908,Normal,1.156,DN,45.6,0.234,-1.00,6.5,OK,1,Trending,London-NewYork,13,Run
2026.01.08 15:00,BUY,Red,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.222,DN,40.0,0.098,-3.00,3.2,OK,1,Trending,London-NewYork,14,Run
2026.01.08 16:00,BUY,Red,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.165,DN,40.0,0.098,-3.00,-0.6,OK,1,Trending,London-NewYork,13,Run
2026.01.08 17:00,BUY,Green,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.179,UP,40.0,0.098,-3.00,14.5,OK,1,Trending,New York,11,Run
2026.01.08 18:00,BUY,Yellow,Yellow,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.779,FL,40.0,0.098,-3.00,11.1,OK,1,Trending,New York,9,Run
2026.01.08 19:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,1.052,UP,36.7,0.199,-3.00,19.0,OK,1,Trending,New York,9,Run
2026.01.08 20:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.952,DN,36.7,0.199,-3.00,15.3,OK,1,Trending,New York,13,Run
2026.01.08 21:00,BUY,Yellow,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.673,FL,36.7,0.199,-3.00,16.3,OK,1,Trending,New York,13,Run
2026.01.08 22:00,BUY,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,0.908,Normal,0.831,UP,36.7,0.199,-3.00,18.7,OK,1,Trending,Off-Hours,11,Run
2026.01.08 23:00,BUY,Yellow,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.979,Normal,1.234,FL,32.5,0.123,-5.25,21.7,OK,1,Trending,Off-Hours,14,Run
2026.01.09 00:00,BUY,Green,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.979,Spike,1.600,UP,32.5,0.123,-9.25,33.9,OK,1,Trending,Tokyo,64,Stop
2026.01.09 01:00,BUY,Yellow,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.979,Normal,0.781,DN,32.5,0.123,-9.25,25.3,OK,1,Trending,Tokyo,38,Stop
2026.01.09 02:00,BUY,Yellow,Yellow,Green,Red,Yellow,OK,Green,Neutral,0.979,Normal,0.936,FL,32.5,0.123,-9.25,24.2,OK,1,Trending,Tokyo,14,Stop
2026.01.09 03:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Warning,1.398,DN,28.7,0.029,+1.50,21.9,OK,1,Trending,Tokyo,12,Stop
2026.01.09 04:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,0.936,FL,28.7,0.029,+3.50,25.2,OK,1,Trending,Tokyo,13,Stop
2026.01.09 05:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,0.814,FL,28.7,0.029,+3.50,23.1,OK,1,Trending,Tokyo,13,Stop
2026.01.09 06:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.133,UP,28.7,0.029,+3.50,27.1,OK,1,Trending,Tokyo,10,Stop
2026.01.09 07:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,0.974,FL,25.4,0.159,+3.50,24.1,OK,1,Trending,Tokyo,12,Stop
2026.01.09 08:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.759,DN,25.4,0.159,+1.25,15.0,OK,1,Trending,Tokyo-London,12,Stop
2026.01.09 09:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.522,DN,25.4,0.159,+1.25,1.1,OK,1,Trending,London,14,Stop
2026.01.09 10:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.041,FL,25.4,0.159,+1.25,5.0,OK,1,Trending,London,15,Stop
2026.01.09 11:00,BUY,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.445,FL,25.0,0.445,+1.25,9.1,OK,1,Trending,London,11,Stop
2026.01.09 12:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.532,DN,25.0,0.445,+3.50,5.6,OK,1,Trending,London,8,Stop
2026.01.09 13:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.417,UP,25.0,0.445,+3.50,12.5,OK,1,Trending,London-NewYork,13,Stop
2026.01.09 14:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.612,DN,25.0,0.445,+3.50,10.7,OK,1,Trending,London-NewYork,14,Stop
2026.01.09 15:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,3.415,UP,25.6,0.315,+1.00,33.6,OK,1,Trending,London-NewYork,10,Stop
2026.01.09 16:00,BUY,Red,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.375,DN,25.6,0.315,+1.00,20.7,OK,1,Trending,London-NewYork,11,Stop
2026.01.09 17:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.618,FL,25.6,0.315,+1.00,27.3,OK,1,Trending,New York,9,Stop
2026.01.09 18:00,BUY,Green,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,1.464,UP,25.6,0.315,+1.00,33.0,OK,1,Trending,New York,10,Stop
2026.01.09 19:00,BUY,Green,Green,Green,Yellow,Green,OK,Green,Neutral,0.979,Normal,0.857,UP,26.2,0.161,+1.00,37.6,OK,1,Trending,New York,9,Stop
2026.01.09 20:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.095,UP,26.2,0.161,+5.50,48.4,OK,1,Trending,New York,11,Stop
2026.01.09 21:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.979,Normal,0.858,FL,26.2,0.161,+5.50,49.6,OK,1,Trending,New York,12,Stop
2026.01.09 22:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,0.979,Normal,1.318,UP,26.2,0.161,+5.50,55.7,OK,1,Trending,Off-Hours,15,Stop
2026.01.09 23:00,BUY,Red,Yellow,Green,Green,Green,OK,Green,Neutral,1.112,Normal,1.603,DN,23.5,0.024,+8.50,28.4,OK,1,Trending,Off-Hours,114,Stop
2026.01.12 00:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,1.112,Normal,1.270,FL,23.5,0.024,+8.50,47.1,OK,1,Trending,Tokyo,119,Stop
2026.01.12 01:00,BUY,Yellow,Yellow,Green,Green,Green,OK,Green,Neutral,1.112,Normal,0.985,FL,23.5,0.024,+8.50,43.6,OK,1,Trending,Tokyo,51,Stop
