Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,MktPhase,MktRatio,Spike,SpikeScore,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,Zombie_Zone,AUDCAD_l_Rule
2025.12.31 20:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.619,Normal,0.661,0,0,-1.75,-1.4,0,Run
2025.12.31 21:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,0.696,27.8,0.106,-1.75,-7.8,0,Run
2026.01.02 01:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,1.404,27.8,0.106,-1.75,18.2,0,Run
2026.01.02 02:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,1.186,27.8,0.106,-1.75,29,0,Run
2026.01.02 03:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,1.475,24.6,0.199,-1.75,39.4,0,Run
2026.01.02 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Warning,1.594,24.6,0.199,-1.75,42.8,0,Run
2026.01.02 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Warning,1.512,24.6,0.199,-1.75,48.5,0,Run
2026.01.02 06:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,1.472,24.6,0.199,-1.75,52.2,0,Run
2026.01.02 07:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.645,Normal,1.048,23.7,0.232,-1.75,44.5,0,Run
2026.01.02 08:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Normal,0.954,23.7,0.232,-6.25,39.2,0,Run
2026.01.02 09:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Spike,1.562,23.7,0.232,-6.25,28,0,Stop
2026.01.02 10:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.449,23.7,0.232,-6.25,56.3,0,Stop
2026.01.02 11:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Normal,0.941,23.9,0.204,-6.25,51.9,0,Stop
2026.01.02 12:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.182,23.9,0.204,-9.25,48.3,0,Stop
2026.01.02 13:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.499,23.9,0.204,-9.25,36.5,0,Stop
2026.01.02 14:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.281,23.9,0.204,-9.25,46.9,0,Stop
2026.01.02 15:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Normal,0.869,24.2,0.014,-9.25,42.4,0,Stop
2026.01.02 16:00,SELL,Red,Green,Red,Red,Yellow,OK,Range,0.645,Warning,1.437,24.2,0.014,-9.25,53.8,0,Stop
2026.01.02 17:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Spike,1.952,24.2,0.014,-9.25,19.3,0,Stop
2026.01.02 18:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Normal,0.714,24.2,0.014,-9.25,25.9,0,Stop
2026.01.02 19:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.268,25.2,0.171,-5.25,32.6,0,Stop
2026.01.02 20:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.267,25.2,0.171,-5.25,25.2,0,Stop
2026.01.02 21:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Range,0.645,Warning,1.139,25.2,0.171,-5.25,33.4,0,Stop
2026.01.02 22:00,SELL,Red,Green,Yellow,Red,Yellow,OK,Range,0.645,Spike,1.737,25.2,0.171,-5.25,45.4,0,Stop
2026.01.02 23:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.669,Warning,1.394,26.1,0.222,-1.25,27,0,Stop
2026.01.05 00:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.669,Warning,1.538,26.1,0.222,-1.25,25,0,Stop
2026.01.05 01:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.669,Warning,1.672,26.1,0.222,-1.25,32.5,0,Stop
2026.01.05 02:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.669,Normal,1.355,26.1,0.222,-1.25,18.7,0,Stop
2026.01.05 03:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Range,0.669,Normal,1.2,24.7,0.168,3.25,26.9,0,Stop
2026.01.05 04:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Range,0.669,Normal,1.427,24.7,0.168,3.25,35,0,Stop
2026.01.05 05:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Range,0.669,Normal,1.153,24.7,0.168,3.25,26,0,Stop
2026.01.05 06:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Range,0.669,Normal,1.086,24.7,0.168,3.25,29,0,Stop
2026.01.05 07:00,SELL,Yellow,Green,Yellow,Green,Green,OK,Range,0.669,Warning,1.706,23.5,0.334,3.25,36.7,0,Stop
2026.01.05 08:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Range,0.669,Warning,1.542,23.5,0.334,1.25,44.9,0,Stop
2026.01.05 09:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Range,0.669,Normal,1.303,23.5,0.334,1.25,45.6,0,Stop
2026.01.05 10:00,SELL,Red,Green,Red,Yellow,Yellow,OK,Range,0.669,Warning,1.5,23.5,0.334,1.25,48.4,1,Stop
2026.01.05 11:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Range,0.669,Normal,1.366,25.7,0.386,1.25,39.5,0,Stop
2026.01.05 12:00,SELL,Red,Yellow,Red,Red,Yellow,OK,Range,0.669,Normal,1.195,25.7,0.386,-7.25,46.2,1,Stop
2026.01.05 13:00,SELL,Yellow,Yellow,Red,Red,Yellow,OK,Range,0.669,Warning,1.263,25.7,0.386,-7.25,43.1,1,Stop
2026.01.05 14:00,SELL,Red,Yellow,Red,Red,Yellow,OK,Range,0.669,Warning,1.434,25.7,0.386,-7.25,45.4,1,Stop
2026.01.05 15:00,SELL,Red,Yellow,Red,Red,Orange,OK,Range,0.669,Spike,2.13,28.7,0.529,-7.25,56.4,1,Stop
2026.01.05 16:00,SELL,Red,Yellow,Red,Red,Orange,OK,Range,0.669,Warning,1.344,28.7,0.529,-7.25,62.3,1,Stop
2026.01.05 17:00,SELL,Red,Yellow,Red,Red,Orange,OK,Range,0.669,Spike,1.582,28.7,0.529,-7.25,60.7,1,Stop
2026.01.05 18:00,SELL,Red,Yellow,Red,Red,Orange,OK,Range,0.669,Spike,1.883,28.7,0.529,-7.25,82.1,1,Stop
2026.01.05 19:00,SELL,Yellow,Red,Red,Red,Orange,OK,Range,0.669,Warning,1.139,33.5,0.75,-7.25,71.5,1,Stop
2026.01.05 20:00,SELL,Red,Red,Red,Red,Orange,OK,Range,0.669,Warning,1.109,33.5,0.75,-9.25,70.3,1,Stop
2026.01.05 21:00,SELL,Red,Red,Red,Red,Orange,OK,Range,0.669,Warning,1.348,33.5,0.75,-9.25,67.9,1,Stop
2026.01.05 22:00,SELL,Red,Red,Red,Red,Orange,OK,Range,0.669,Warning,1.399,33.5,0.75,-9.25,68.6,1,Stop
2026.01.05 23:00,SELL,Red,Red,Yellow,Red,Red,Active,Range,0.773,Normal,0.882,38.1,0.819,-9.25,66.1,1,Close
2026.01.06 00:00,SELL,Red,Red,Yellow,Red,Orange,OK,Range,0.773,Warning,1.037,38.1,0.819,-5.25,66.8,1,Close
2026.01.06 01:00,SELL,Red,Red,Yellow,Red,Orange,OK,Range,0.773,Normal,0.838,38.1,0.819,-5.25,64.1,1,Close
2026.01.06 02:00,SELL,Green,Red,Yellow,Red,Orange,OK,Range,0.773,Spike,1.551,38.1,0.819,-5.25,54.3,1,Close
2026.01.06 03:00,SELL,Yellow,Red,Yellow,Red,Orange,OK,Range,0.773,Warning,1.379,42.2,0.821,-5.25,56.4,1,Close
2026.01.06 04:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Spike,1.52,42.2,0.821,-3,65.2,1,Close
2026.01.06 05:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,0.906,42.2,0.821,-3,64.7,1,Close
2026.01.06 06:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,0.788,42.2,0.821,-3,64.1,1,Close
2026.01.06 07:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,1.434,46.7,0.841,-3,64.7,1,Close
2026.01.06 08:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Warning,1.647,46.7,0.841,-3,72.3,1,Close
2026.01.06 09:00,SELL,Green,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,1.278,46.7,0.841,-3,64.4,1,Close
2026.01.06 10:00,SELL,Green,Red,Red,Yellow,Orange,OK,Range,0.773,Warning,1.725,46.7,0.841,-3,47.8,1,Close
2026.01.06 11:00,SELL,Green,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,1.231,50.9,0.634,-3,40.1,1,Close
2026.01.06 12:00,SELL,Green,Red,Yellow,Yellow,Yellow,OK,Range,0.773,Normal,1.314,50.9,0.634,-3,34.5,1,Close
2026.01.06 13:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,1.21,50.9,0.634,-3,43.9,1,Close
2026.01.06 14:00,SELL,Red,Red,Red,Yellow,Orange,OK,Range,0.773,Normal,1.077,50.9,0.634,-3,50,1,Close
2026.01.06 15:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Normal,1.471,53.2,0.655,-7.25,57.2,1,Close
2026.01.06 16:00,SELL,Yellow,Red,Red,Red,Red,Active,Range,0.773,Warning,1.158,53.2,0.655,-7.25,58.5,1,Close
2026.01.06 17:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Spike,2.024,53.2,0.655,-7.25,70.8,1,Close
2026.01.06 18:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Warning,1.101,53.2,0.655,-7.25,72.3,1,Close
2026.01.06 19:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Warning,1.124,56.2,0.697,-7.25,76.3,1,Close
2026.01.06 20:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Warning,1.125,56.2,0.697,-7.25,78.8,1,Close
2026.01.06 21:00,SELL,Yellow,Red,Red,Red,Red,Active,Range,0.773,Normal,0.947,56.2,0.697,-7.25,74.7,1,Close
2026.01.06 22:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.773,Spike,1.694,56.2,0.697,-7.25,84.4,1,Close
2026.01.06 23:00,SELL,Red,Red,Yellow,Red,Red,Active,Range,0.849,Normal,0.997,59.7,0.758,-7.25,81.5,1,Close
2026.01.07 00:00,SELL,Red,Red,Yellow,Red,Red,Active,Range,0.849,Warning,1.298,59.7,0.758,-7.25,80.3,1,Close
2026.01.07 01:00,SELL,Green,Red,Yellow,Red,Orange,Active,Range,0.849,Warning,1.316,59.7,0.758,-7.25,71.4,1,Close
2026.01.07 02:00,SELL,Green,Red,Yellow,Red,Orange,Active,Range,0.849,Spike,1.775,59.7,0.758,-7.25,69.9,1,Close
2026.01.07 03:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.849,Spike,2.089,63,0.822,-7.25,86,1,Close
2026.01.07 04:00,SELL,Green,Red,Red,Red,Red,Active,Range,0.849,Warning,1.135,63,0.822,-7.25,80.6,1,Close
2026.01.07 05:00,SELL,Red,Red,Red,Red,Red,Active,Range,0.849,Spike,1.678,63,0.822,-7.25,86.8,1,Close
2026.01.07 06:00,SELL,Yellow,Red,Red,Red,Red,Active,Range,0.849,Warning,1.133,63,0.822,-7.25,83.5,1,Close
2026.01.07 07:00,SELL,Green,Red,Red,Red,Red,Active,Range,0.849,Warning,1.327,66.1,0.822,-7.25,73.5,1,Close
2026.01.07 08:00,SELL,Yellow,Red,Red,Red,Red,Active,Range,0.849,Normal,0.814,66.1,0.822,-7.25,68.6,1,Close
2026.01.07 09:00,SELL,Green,Red,Red,Red,Red,Active,Range,0.849,Warning,1.285,66.1,0.822,-7.25,55.9,1,Close
2026.01.07 10:00,SELL,Green,Red,Red,Red,Red,Active,Range,0.849,Normal,0.852,66.1,0.822,-7.25,45.5,1,Close
2026.01.07 11:00,SELL,Green,Yellow,Yellow,Red,Orange,Active,Range,0.849,Warning,1.151,66.2,0.663,-7.25,41,1,Close
2026.01.07 12:00,SELL,Green,Yellow,Yellow,Red,Yellow,Active,Range,0.849,Warning,1.442,66.2,0.663,-7.25,32.2,1,Close
2026.01.07 13:00,SELL,Yellow,Yellow,Yellow,Red,Orange,Active,Range,0.849,Warning,1.09,66.2,0.663,-7.25,35.3,1,Close
2026.01.07 14:00,SELL,Green,Yellow,Yellow,Red,Yellow,Active,Range,0.849,Spike,1.573,66.2,0.663,-7.25,26.4,1,Close
2026.01.07 15:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,Active,Range,0.849,Normal,0.942,61.8,0.559,-7.25,28.1,1,Close
2026.01.07 16:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Range,0.849,Spike,1.638,61.8,0.559,-1.25,38.4,1,Close
2026.01.07 17:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Range,0.849,Normal,1.305,61.8,0.559,-1.25,21.2,1,Close
2026.01.07 18:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Range,0.849,Normal,1.162,61.8,0.559,-1.25,36.6,1,Close
2026.01.07 19:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Range,0.849,Normal,0.941,57.3,0.566,-1.25,40,1,Close
2026.01.07 20:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Range,0.849,Normal,1.147,57.3,0.566,-1.25,50.2,1,Close
2026.01.07 21:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Range,0.849,Normal,0.787,57.3,0.566,-1.25,47.1,1,Close
2026.01.07 22:00,SELL,Yellow,Yellow,Red,Yellow,Orange,OK,Range,0.849,Normal,1.353,57.3,0.566,-1.25,41,1,Close
2026.01.07 23:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Neutral,0.908,Normal,0.771,55.2,0.547,-1.25,44.3,1,Close
2026.01.08 00:00,SELL,Red,Yellow,Yellow,Green,Orange,OK,Neutral,0.908,Normal,0.929,55.2,0.547,3.25,43.6,1,Close
2026.01.08 01:00,SELL,Yellow,Yellow,Yellow,Green,Orange,OK,Neutral,0.908,Normal,0.494,55.2,0.547,3.25,41.9,1,Close
2026.01.08 02:00,SELL,Yellow,Yellow,Yellow,Green,Orange,OK,Neutral,0.908,Normal,1.119,55.2,0.547,3.25,39.4,1,Close
2026.01.08 03:00,SELL,Red,Yellow,Yellow,Green,Orange,OK,Neutral,0.908,Normal,1.377,54.4,0.501,3.25,49.1,1,Close
2026.01.08 04:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Warning,1.526,54.4,0.501,3.25,26.9,1,Close
2026.01.08 05:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,0.768,54.4,0.501,3.25,25.4,1,Close
2026.01.08 06:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,1.259,54.4,0.501,3.25,17.5,1,Close
2026.01.08 07:00,SELL,Red,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,1.113,50.5,0.27,3.25,16,1,Close
2026.01.08 08:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,1.362,50.5,0.27,4.25,13.9,1,Close
2026.01.08 09:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,1.239,50.5,0.27,4.25,16.4,1,Close
2026.01.08 10:00,SELL,Red,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Warning,1.823,50.5,0.27,4.25,22.5,1,Close
2026.01.08 11:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Neutral,0.908,Normal,1.069,45.6,0.234,4.25,11.1,1,Close
2026.01.08 12:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,0.653,45.6,0.234,0.25,15,1,Close
2026.01.08 13:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.208,45.6,0.234,0.25,10,1,Close
2026.01.08 14:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.156,45.6,0.234,0.25,6.5,1,Close
2026.01.08 15:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.222,40,0.098,2.25,3.2,1,Close
2026.01.08 16:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.165,40,0.098,2.25,-0.6,1,Close
2026.01.08 17:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.179,40,0.098,2.25,14.5,1,Close
2026.01.08 18:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,0.779,40,0.098,2.25,11.1,1,Close
2026.01.08 19:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,1.052,36.7,0.199,2.25,19,1,Close
2026.01.08 20:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,0.952,36.7,0.199,2.25,15.3,1,Close
2026.01.08 21:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,0.673,36.7,0.199,2.25,16.3,1,Close
2026.01.08 22:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,0.908,Normal,0.831,36.7,0.199,2.25,18.7,1,Close
2026.01.08 23:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.979,Normal,1.234,32.5,0.123,4.5,21.7,1,Close
2026.01.09 00:00,SELL,Red,Yellow,Yellow,Green,Green,OK,Neutral,0.979,Warning,1.6,32.5,0.123,8.5,33.9,1,Close
2026.01.09 01:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Neutral,0.979,Normal,0.781,32.5,0.123,8.5,25.3,1,Close
2026.01.09 02:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Neutral,0.979,Normal,0.936,32.5,0.123,8.5,24.2,1,Close
2026.01.09 03:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,1.398,28.7,0.029,-2.25,21.9,1,Close
2026.01.09 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Neutral,0.979,Normal,0.936,28.7,0.029,-4.25,25.2,1,Close
2026.01.09 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Neutral,0.979,Normal,0.814,28.7,0.029,-4.25,23.1,1,Close
2026.01.09 06:00,SELL,Red,Yellow,Yellow,Yellow,Yellow,OK,Neutral,0.979,Normal,1.133,28.7,0.029,-4.25,27.1,1,Close
2026.01.09 07:00,SELL,Red,Yellow,Yellow,Yellow,Yellow,OK,Neutral,0.979,Normal,0.974,25.4,0.159,-4.25,24.1,1,Close
2026.01.09 08:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.979,Warning,1.759,25.4,0.159,-2,15,1,Close
2026.01.09 09:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,0.979,Warning,1.522,25.4,0.159,-2,1.1,1,Close
2026.01.09 10:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,1.041,25.4,0.159,-2,5,1,Close
2026.01.09 11:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,1.445,25,0.445,-2,9.1,1,Close
2026.01.09 12:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Neutral,0.979,Warning,1.532,25,0.445,-4.25,5.6,1,Close
2026.01.09 13:00,SELL,Red,Green,Yellow,Yellow,Yellow,OK,Neutral,0.979,Normal,1.417,25,0.445,-4.25,12.5,1,Close
2026.01.09 14:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Neutral,0.979,Warning,1.612,25,0.445,-4.25,10.7,1,Close
2026.01.09 15:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,0.979,Warning,3.415,25.6,0.315,-1.75,33.6,1,Close
2026.01.09 16:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,1.375,25.6,0.315,-1.75,20.7,1,Close
2026.01.09 17:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,0.979,Warning,1.618,25.6,0.315,-1.75,27.3,1,Close
2026.01.09 18:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,1.464,25.6,0.315,-1.75,33,1,Close
2026.01.09 19:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,0.979,Normal,0.857,26.2,0.161,-1.75,37.6,1,Close
2026.01.09 20:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,0.979,Normal,1.095,26.2,0.161,-6.25,48.4,1,Close
2026.01.09 21:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,0.979,Normal,0.858,26.2,0.161,-6.25,49.6,1,Close
2026.01.09 22:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,0.979,Warning,1.318,26.2,0.161,-6.25,55.7,1,Close
2026.01.09 23:00,SELL,Green,Yellow,Yellow,Red,Yellow,OK,Neutral,1.112,Spike,1.603,23.5,0.024,-9.25,28.4,1,Close
2026.01.12 00:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Neutral,1.112,Warning,1.27,23.5,0.024,-9.25,47.1,1,Close
2026.01.12 01:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Neutral,1.112,Normal,0.985,23.5,0.024,-9.25,43.6,1,Close
2026.01.12 02:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,1.112,Warning,1.432,23.5,0.024,-9.25,52.4,1,Close
2026.01.12 03:00,SELL,Green,Yellow,Yellow,Red,Green,OK,Neutral,1.112,Warning,1.123,21.9,0.001,-9.25,46.1,1,Close
2026.01.12 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.968,21.9,0.001,-0.75,39.1,1,Close
2026.01.12 05:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.207,21.9,0.001,-0.75,45.8,1,Close
2026.01.12 06:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.857,21.9,0.001,-0.75,38.7,1,Close
2026.01.12 07:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.596,20.5,0.088,-0.75,40.2,1,Close
2026.01.12 08:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.858,20.5,0.088,-3.6,41.1,1,Close
2026.01.12 09:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.079,20.5,0.088,-3.6,37.4,1,Close
2026.01.12 10:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.207,20.5,0.088,-3.6,31.9,1,Close
2026.01.12 11:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.183,20.6,0.11,-0.75,42.1,1,Close
2026.01.12 12:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.227,20.6,0.11,-0.75,46.2,1,Close
2026.01.12 13:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.072,20.6,0.11,-0.75,37,1,Close
2026.01.12 14:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.061,20.6,0.11,-0.75,41.2,1,Close
2026.01.12 15:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.043,22.6,0.221,-0.75,44.8,1,Close
2026.01.12 16:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.997,22.6,0.221,1.5,43.7,1,Close
2026.01.12 17:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Warning,1.959,22.6,0.221,1.5,52.7,1,Close
2026.01.12 18:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.972,22.6,0.221,1.5,44.6,1,Close
2026.01.12 19:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.079,25.1,0.294,1.5,37,1,Close
2026.01.12 20:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.656,25.1,0.294,1.5,37.4,1,Close
2026.01.12 21:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,0.743,25.1,0.294,1.5,35.4,1,Close
2026.01.12 22:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.112,Normal,1.407,25.1,0.294,1.5,39.4,1,Close
2026.01.12 23:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Neutral,1.142,Warning,1.825,27.3,0.391,1.5,27.3,1,Close
2026.01.13 00:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.142,Normal,0.848,27.3,0.391,-0.65,27.7,1,Close
2026.01.13 01:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.142,Normal,0.967,27.3,0.391,-0.65,28.2,1,Close
2026.01.13 02:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Neutral,1.142,Warning,1.503,27.3,0.391,-0.65,35.6,1,Close
2026.01.13 03:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Neutral,1.142,Normal,0.992,27.6,0.389,-0.65,35.9,1,Close
2026.01.13 04:00,SELL,Green,Yellow,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,1.384,27.6,0.389,-3,29.7,1,Close
2026.01.13 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,0.681,27.6,0.389,-3,26.7,1,Close
2026.01.13 06:00,SELL,Red,Yellow,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,0.786,27.6,0.389,-3,26.6,1,Close
2026.01.13 07:00,SELL,Red,Green,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,0.956,26,0.263,-3,26.2,1,Close
2026.01.13 08:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,1.129,26,0.263,-3,25.7,1,Close
2026.01.13 09:00,SELL,Green,Green,Yellow,Yellow,Yellow,OK,Neutral,1.142,Warning,1.642,26,0.263,-3,22.3,1,Close
2026.01.13 10:00,SELL,Green,Green,Yellow,Yellow,Yellow,OK,Neutral,1.142,Normal,0.962,26,0.263,-3,20.6,1,Close
2026.01.13 11:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,1.142,Normal,0.974,22.7,0.233,-5.25,24.9,1,Close
2026.01.13 12:00,SELL,Green,Yellow,Yellow,Red,Yellow,OK,Neutral,1.142,Normal,0.921,22.7,0.233,-5.25,17.3,1,Close
2026.01.13 13:00,SELL,Red,Yellow,Yellow,Red,Yellow,OK,Neutral,1.142,Normal,0.874,22.7,0.233,-5.25,23.2,1,Close
