Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,GBPNZD_l_Rule
2026.02.26 04:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.828,DN,19.7,0.184,-2.38,-35.5,EDGE,-1,Trending,Tokyo,22,Run
2026.02.26 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.907,UP,19.7,0.184,-2.38,-36.8,EDGE,-1,Trending,Tokyo,18,Run
2026.02.26 06:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.634,FL,19.7,0.184,-2.38,-36.2,EDGE,-1,Trending,Tokyo,30,Run
2026.02.26 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,1.495,UP,23.0,0.290,-0.38,-46.4,EDGE,-1,Trending,Tokyo,29,Run
2026.02.26 08:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.927,DN,23.0,0.290,-0.38,-39.1,EDGE,-1,Trending,Tokyo-London,32,Run
2026.02.26 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,1.098,DN,23.0,0.290,-0.38,-33.1,EDGE,-1,Trending,London,16,Run
2026.02.26 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.749,FL,23.0,0.290,-0.38,-32.6,EDGE,-1,Trending,London,31,Run
2026.02.26 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.941,FL,25.0,0.160,-0.38,-31.1,EDGE,-1,Trending,London,28,Run
2026.02.26 12:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,1.398,DN,25.0,0.160,-2.38,-19.7,EDGE,-1,Trending,London,22,Run
2026.02.26 13:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.630,UP,25.0,0.160,-2.38,-18.7,EDGE,-1,Trending,London-NewYork,17,Run
2026.02.26 14:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,1.330,UP,25.0,0.160,-2.38,-17.1,EDGE,-1,Trending,London-NewYork,22,Run
2026.02.26 15:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.828,FL,22.7,0.009,-0.38,-18.7,EDGE,-1,Trending,London-NewYork,30,Run
2026.02.26 16:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.997,Normal,1.525,UP,22.7,0.009,+3.00,-6.7,EDGE,-1,Trending,London-NewYork,33,Run
2026.02.26 17:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.997,Normal,2.417,DN,22.7,0.009,+3.00,-30.0,EDGE,-1,Trending,New York,24,Run
2026.02.26 18:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.997,Normal,0.637,FL,22.7,0.009,+3.00,-27.7,EDGE,-1,Trending,New York,12,Run
2026.02.26 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.997,Normal,2.059,UP,20.3,0.147,+3.00,-47.6,EDGE,-1,Trending,New York,15,Run
2026.02.26 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,1.124,UP,20.3,0.147,+0.75,-60.9,EDGE,-1,Trending,New York,12,Run
2026.02.26 21:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.774,UP,20.3,0.147,+0.75,-59.1,EDGE,-1,Trending,New York,19,Run
2026.02.26 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.997,Normal,0.648,FL,20.3,0.147,+0.75,-56.0,EDGE,-1,Trending,Off-Hours,15,Run
2026.02.26 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,1.186,FL,20.5,0.391,+0.75,-40.9,EDGE,-1,Trending,Off-Hours,27,Run
2026.02.27 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,1.605,DN,20.5,0.391,+0.75,-43.3,EDGE,-1,Trending,Tokyo,177,Run
2026.02.27 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,0.892,DN,20.5,0.391,+0.75,-37.6,EDGE,-1,Trending,Tokyo,95,Run
2026.02.27 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,0.833,FL,20.5,0.391,+0.75,-35.8,EDGE,-1,Trending,Tokyo,18,Run
2026.02.27 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,1.590,UP,20.9,0.315,+0.75,-46.2,EDGE,-1,Trending,Tokyo,32,Run
2026.02.27 04:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,1.295,UP,20.9,0.315,+0.75,-58.2,EDGE,-1,Trending,Tokyo,30,Run
2026.02.27 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,0.723,DN,20.9,0.315,+0.75,-50.1,EDGE,-1,Trending,Tokyo,25,Run
2026.02.27 06:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,0.847,UP,20.9,0.315,+0.75,-51.1,EDGE,-1,Trending,Tokyo,34,Run
2026.02.27 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.995,Normal,0.829,UP,22.8,0.279,+0.75,-49.9,EDGE,-1,Trending,Tokyo,31,Run
2026.02.27 08:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Normal,1.396,UP,22.8,0.279,-4.25,-63.0,EDGE,-1,Trending,Tokyo-London,30,Run
2026.02.27 09:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Neutral,0.995,Spike,1.627,DN,22.8,0.279,-4.25,-45.5,EDGE,-1,Trending,London,20,Run
2026.02.27 10:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Neutral,0.995,Warning,1.495,DN,22.8,0.279,-4.25,-29.4,EDGE,-1,Trending,London,22,Run
2026.02.27 11:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Normal,0.910,UP,25.5,0.336,-6.25,-43.6,EDGE,-1,Trending,London,26,Run
2026.02.27 12:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Normal,0.733,FL,25.5,0.336,-6.25,-45.4,EDGE,-1,Trending,London,15,Run
2026.02.27 13:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Spike,1.655,FL,25.5,0.336,-6.25,-49.3,EDGE,-1,Trending,London-NewYork,15,Stop
2026.02.27 14:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Normal,0.987,DN,25.5,0.336,-6.25,-39.5,EDGE,-1,Trending,London-NewYork,15,Stop
2026.02.27 15:00,BUY,Red,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Warning,1.309,UP,27.9,0.345,-7.62,-51.9,EDGE,-1,Trending,London-NewYork,16,Stop
2026.02.27 16:00,BUY,Red,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Spike,1.832,UP,27.9,0.345,-7.62,-59.4,EDGE,-1,Trending,London-NewYork,12,Stop
2026.02.27 17:00,BUY,Red,Yellow,Red,Red,Orange,OK,Green,Neutral,0.995,Spike,2.493,UP,27.9,0.345,-7.62,-92.2,BREAK,-1,Trending,New York,15,Stop
2026.02.27 18:00,BUY,Green,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,0.995,Warning,1.326,DN,27.9,0.345,-7.62,-75.3,EDGE,-1,Trending,New York,14,Stop
2026.02.27 19:00,BUY,Green,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Normal,0.836,DN,31.8,0.622,-9.62,-66.0,EDGE,-1,Trending,New York,14,Stop
2026.02.27 20:00,BUY,Yellow,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Warning,1.124,DN,31.8,0.622,-9.62,-52.7,EDGE,-1,Trending,New York,17,Stop
2026.02.27 21:00,BUY,Yellow,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Normal,0.932,DN,31.8,0.622,-9.62,-40.5,EDGE,-1,Trending,New York,15,Stop
2026.02.27 22:00,BUY,Red,Yellow,Yellow,Red,Orange,OK,Green,Neutral,0.995,Warning,1.358,UP,31.8,0.622,-9.62,-47.9,EDGE,-1,Trending,Off-Hours,34,Stop
2026.02.27 23:00,BUY,Yellow,Red,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,0.869,FL,35.3,0.469,-3.25,-14.1,EDGE,-1,Trending,Off-Hours,179,Stop
2026.03.02 00:00,BUY,Yellow,Red,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.307,DN,35.3,0.469,-3.25,-5.7,EDGE,-1,Trending,Tokyo,175,Stop
2026.03.02 01:00,BUY,Yellow,Red,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.039,DN,35.3,0.469,-3.25,-26.0,EDGE,-1,Trending,Tokyo,161,Stop
2026.03.02 02:00,BUY,Yellow,Red,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.243,UP,35.3,0.469,-3.25,-34.0,EDGE,-1,Trending,Tokyo,18,Stop
2026.03.02 03:00,BUY,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,1.083,Normal,1.249,UP,34.2,0.453,-3.25,-47.8,EDGE,-1,Trending,Tokyo,31,Stop
2026.03.02 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,1.083,Normal,0.903,FL,34.2,0.453,-1.25,-49.9,EDGE,-1,Trending,Tokyo,18,Stop
2026.03.02 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,1.083,Normal,1.426,DN,34.2,0.453,-1.25,-40.0,EDGE,-1,Trending,Tokyo,18,Stop
2026.03.02 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.005,DN,34.2,0.453,-1.25,-28.3,EDGE,-1,Trending,Tokyo,25,Stop
2026.03.02 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.074,DN,33.7,0.232,-1.25,-19.2,EDGE,-1,Trending,Tokyo,19,Stop
2026.03.02 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.141,UP,33.7,0.232,-1.25,-34.6,EDGE,-1,Trending,Tokyo-London,29,Stop
2026.03.02 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,0.811,FL,33.7,0.232,-1.25,-34.5,EDGE,-1,Trending,London,26,Stop
2026.03.02 10:00,BUY,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,1.083,Normal,1.315,UP,33.7,0.232,-1.25,-47.2,EDGE,-1,Trending,London,15,Stop
2026.03.02 11:00,BUY,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,1.083,Normal,0.977,DN,34.0,0.307,-1.25,-41.2,EDGE,-1,Trending,London,26,Stop
2026.03.02 12:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.753,DN,34.0,0.307,+0.75,-29.6,EDGE,-1,Trending,London,15,Stop
2026.03.02 13:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,0.889,DN,34.0,0.307,+0.75,-17.0,EDGE,-1,Trending,London-NewYork,23,Stop
2026.03.02 14:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.083,Normal,1.650,DN,34.0,0.307,+0.75,8.0,EDGE,-1,Trending,London-NewYork,24,Stop
2026.03.02 15:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,0.933,UP,31.0,0.037,+5.00,0.3,EDGE,-1,Trending,London-NewYork,23,Stop
2026.03.02 16:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,1.134,DN,31.0,0.037,+5.00,1.3,EDGE,-1,Trending,London-NewYork,25,Stop
2026.03.02 17:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,0.987,FL,31.0,0.037,+5.00,0.9,EDGE,-1,Trending,New York,20,Stop
2026.03.02 18:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,1.447,UP,31.0,0.037,+5.00,11.1,EDGE,-1,Trending,New York,15,Stop
2026.03.02 19:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,0.882,FL,28.0,0.018,+5.00,5.6,EDGE,-1,Trending,New York,18,Stop
2026.03.02 20:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,0.961,DN,28.0,0.018,+5.00,-3.1,EDGE,-1,Trending,New York,35,Stop
2026.03.02 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,1.149,UP,28.0,0.018,+5.00,-13.7,EDGE,-1,Trending,New York,28,Stop
2026.03.02 22:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.083,Normal,0.642,FL,28.0,0.018,+5.00,-14.2,EDGE,-1,Trending,Off-Hours,26,Run
2026.03.02 23:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.588,DN,25.1,0.124,+5.00,-5.9,EDGE,-1,Trending,Off-Hours,33,Run
2026.03.03 00:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.895,UP,25.1,0.124,+5.00,-20.3,EDGE,-1,Trending,Tokyo,148,Run
2026.03.03 01:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.643,FL,25.1,0.124,+5.00,-19.9,EDGE,-1,Trending,Tokyo,145,Run
2026.03.03 02:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.250,DN,25.1,0.124,+5.00,-13.8,EDGE,-1,Trending,Tokyo,30,Run
2026.03.03 03:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.976,FL,21.8,0.034,+5.00,-17.4,EDGE,-1,Trending,Tokyo,30,Run
2026.03.03 04:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.252,UP,21.8,0.034,+5.00,-25.7,EDGE,-1,Trending,Tokyo,26,Run
2026.03.03 05:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.658,FL,21.8,0.034,+5.00,-26.6,EDGE,-1,Trending,Tokyo,22,Run
2026.03.03 06:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.144,FL,21.8,0.034,+5.00,-24.8,EDGE,-1,Trending,Tokyo,19,Run
2026.03.03 07:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.948,FL,19.0,0.015,+5.00,-23.3,EDGE,-1,Trending,Tokyo,29,Run
2026.03.03 08:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,2.019,UP,19.0,0.015,+5.00,-33.6,EDGE,-1,Trending,Tokyo-London,18,Run
2026.03.03 09:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.731,DN,19.0,0.015,+5.00,-14.1,EDGE,-1,Trending,London,17,Run
2026.03.03 10:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.833,FL,19.0,0.015,+5.00,-14.3,EDGE,-1,Trending,London,35,Run
2026.03.03 11:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.920,UP,18.2,0.085,+5.00,-6.2,EDGE,-1,Trending,London,27,Run
2026.03.03 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.821,UP,18.2,0.085,+5.00,12.2,EDGE,-1,Trending,London,40,Run
2026.03.03 13:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.748,DN,18.2,0.085,+5.00,-21.6,EDGE,-1,Trending,London-NewYork,33,Run
2026.03.03 14:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.057,UP,18.2,0.085,+5.00,-13.8,EDGE,-1,Trending,London-NewYork,40,Run
2026.03.03 15:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.675,UP,19.0,0.168,+3.00,-9.0,EDGE,-1,Trending,London-NewYork,20,Run
2026.03.03 16:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.779,UP,19.0,0.168,+3.00,28.4,EDGE,0,Trending,London-NewYork,26,Run
2026.03.03 17:00,BUY,Green,Yellow,Green,Green,Green,OK,Green,Neutral,1.170,Normal,1.009,UP,19.0,0.168,+3.00,33.1,OK,0,Trending,New York,27,Run
2026.03.03 18:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,0.925,DN,19.0,0.168,+3.00,11.9,EDGE,0,Trending,New York,23,Run
2026.03.03 19:00,BUY,Green,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.170,Normal,1.294,UP,21.1,0.298,+0.75,17.9,EDGE,0,Trending,New York,15,Run
2026.03.03 20:00,BUY,Red,Green,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.153,DN,21.1,0.298,+2.75,3.3,EDGE,-1,Trending,New York,17,Run
2026.03.03 21:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Neutral,1.170,Normal,1.188,FL,21.1,0.298,+2.75,4.4,EDGE,0,Trending,New York,17,Run
2026.03.03 22:00,BUY,Green,Green,Green,Green,Green,OK,Green,Neutral,1.170,Normal,1.377,UP,21.1,0.298,+2.75,13.6,OK,0,Trending,Off-Hours,16,Run
2026.03.03 23:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Neutral,1.152,Normal,0.707,FL,23.0,0.374,+2.75,13.6,EDGE,0,Trending,Off-Hours,19,Run
2026.03.04 00:00,BUY,Red,Green,Yellow,Green,Green,OK,Green,Neutral,1.152,Normal,2.010,DN,23.0,0.374,+2.75,-19.7,EDGE,-1,Trending,Tokyo,119,Run
2026.03.04 01:00,BUY,Yellow,Green,Yellow,Green,Green,OK,Green,Neutral,1.152,Normal,0.886,UP,23.0,0.374,+2.75,4.8,EDGE,0,Trending,Tokyo,500,Run
2026.03.04 02:00,BUY,Green,Green,Yellow,Green,Green,OK,Green,Neutral,1.152,Normal,0.944,UP,23.0,0.374,+2.75,6.4,EDGE,0,Trending,Tokyo,25,Run
2026.03.04 03:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.157,FL,25.1,0.552,+0.75,-2.9,EDGE,0,Trending,Tokyo,18,Run
2026.03.04 04:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.342,DN,25.1,0.552,+0.75,-20.6,EDGE,-1,Trending,Tokyo,19,Run
2026.03.04 05:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.394,DN,25.1,0.552,+0.75,-39.1,EDGE,-1,Trending,Tokyo,25,Run
2026.03.04 06:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.228,DN,25.1,0.552,+0.75,-45.7,EDGE,-1,Trending,Tokyo,18,Run
2026.03.04 07:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,0.856,FL,23.8,0.267,+0.75,-40.2,EDGE,-1,Trending,Tokyo,26,Run
2026.03.04 08:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.050,FL,23.8,0.267,-1.25,-37.9,EDGE,-1,Trending,Tokyo-London,33,Run
2026.03.04 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.618,UP,23.8,0.267,-1.25,-20.3,EDGE,-1,Trending,London,17,Run
2026.03.04 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.215,DN,23.8,0.267,-1.25,-26.8,EDGE,-1,Trending,London,30,Run
2026.03.04 11:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.064,DN,22.6,0.309,-0.38,-31.8,EDGE,-1,Trending,London,15,Run
2026.03.04 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.121,UP,22.6,0.309,-0.38,-20.4,EDGE,-1,Trending,London,15,Run
2026.03.04 13:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,0.770,FL,22.6,0.309,-0.38,-17.1,EDGE,-1,Trending,London-NewYork,29,Run
2026.03.04 14:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.462,DN,22.6,0.309,-0.38,-39.7,EDGE,-1,Trending,London-NewYork,17,Run
2026.03.04 15:00,BUY,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.152,Normal,1.378,UP,20.3,0.232,-2.38,-30.8,EDGE,-1,Trending,London-NewYork,26,Run
2026.03.04 16:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,1.152,Normal,1.204,FL,20.3,0.232,-4.38,-32.5,EDGE,-1,Trending,London-NewYork,14,Run
2026.03.04 17:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Neutral,1.152,Spike,1.975,UP,20.3,0.232,-4.38,-69.7,EDGE,-1,Trending,New York,77,Run
2026.03.04 18:00,BUY,Yellow,Yellow,Yellow,Red,Green,OK,Green,Neutral,1.152,Normal,0.851,FL,20.3,0.232,-4.38,-65.3,EDGE,-1,Trending,New York,25,Run
2026.03.04 19:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.152,Normal,1.093,FL,20.5,0.150,-4.38,-62.8,EDGE,-1,Trending,New York,25,Run
2026.03.04 20:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.152,Warning,1.551,UP,20.5,0.150,-6.62,-75.0,EDGE,-1,Trending,New York,18,Run
2026.03.04 21:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.152,Spike,1.789,DN,20.5,0.150,-6.62,-63.9,EDGE,-1,Trending,New York,20,Run
2026.03.04 22:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.152,Normal,0.924,FL,20.5,0.150,-6.62,-59.2,EDGE,-1,Trending,Off-Hours,27,Run
2026.03.04 23:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.137,Normal,1.010,UP,22.9,0.110,-4.62,-57.4,EDGE,-1,Trending,Off-Hours,23,Run
2026.03.05 00:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.137,Normal,0.693,FL,22.9,0.110,-4.62,-57.7,EDGE,-1,Trending,Tokyo,135,Run
2026.03.05 01:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.137,Normal,1.086,DN,22.9,0.110,-4.62,-51.7,EDGE,-1,Trending,Tokyo,97,Run
2026.03.05 02:00,BUY,Yellow,Green,Yellow,Red,Green,OK,Green,Neutral,1.137,Normal,0.708,UP,22.9,0.110,-4.62,-53.1,EDGE,-1,Trending,Tokyo,38,Run
2026.03.05 03:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Spike,1.788,DN,24.1,0.129,-4.62,-39.6,EDGE,-1,Trending,Tokyo,25,Stop
2026.03.05 04:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.137,Normal,1.030,UP,24.1,0.129,-0.38,-53.9,EDGE,-1,Trending,Tokyo,18,Stop
2026.03.05 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.137,Normal,0.740,FL,24.1,0.129,-0.38,-53.4,EDGE,-1,Trending,Tokyo,22,Stop
2026.03.05 06:00,BUY,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.137,Normal,0.950,UP,24.1,0.129,-0.38,-55.6,EDGE,-1,Trending,Tokyo,30,Stop
2026.03.05 07:00,BUY,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.137,Normal,1.137,DN,26.1,0.139,-0.38,-45.1,EDGE,-1,Trending,Tokyo,28,Stop
2026.03.05 08:00,BUY,Red,Green,Yellow,Red,Orange,OK,Green,Neutral,1.137,Normal,1.940,UP,26.1,0.139,-6.25,-57.4,EDGE,-1,Trending,Tokyo-London,32,Stop
2026.03.05 09:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Warning,1.242,DN,26.1,0.139,-6.25,-32.6,EDGE,-1,Trending,London,27,Stop
2026.03.05 10:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Normal,1.089,DN,26.1,0.139,-6.25,-30.7,EDGE,-1,Trending,London,28,Stop
2026.03.05 11:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Spike,2.237,DN,25.1,0.003,-6.25,-16.4,EDGE,-1,Trending,London,19,Stop
2026.03.05 12:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Normal,0.975,FL,25.1,0.003,-4.25,-18.1,EDGE,-1,Trending,London,15,Stop
2026.03.05 13:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Warning,1.233,FL,25.1,0.003,-4.25,-20.2,EDGE,-1,Trending,London-NewYork,15,Stop
2026.03.05 14:00,BUY,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Warning,1.422,DN,25.1,0.003,-4.25,-14.4,EDGE,-1,Trending,London-NewYork,15,Stop
2026.03.05 15:00,BUY,Red,Yellow,Yellow,Red,Yellow,OK,Green,Neutral,1.137,Warning,1.350,UP,22.9,0.093,-4.25,-4.8,EDGE,-1,Trending,London-NewYork,12,Stop
2026.03.05 16:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.137,Spike,1.798,DN,22.9,0.093,+3.00,-16.7,EDGE,-1,Trending,London-NewYork,19,Stop
2026.03.05 17:00,BUY,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.137,Normal,1.097,UP,22.9,0.093,+3.00,-3.6,EDGE,-1,Trending,New York,18,Stop
2026.03.05 18:00,BUY,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.137,Normal,0.819,UP,22.9,0.093,+3.00,1.2,EDGE,-1,Trending,New York,14,Stop
2026.03.05 19:00,BUY,Green,Yellow,Yellow,Green,Green,OK,Green,Neutral,1.137,Normal,1.497,UP,24.2,0.181,+3.00,29.5,EDGE,0,Trending,New York,26,Stop
