Time	Open	High	Low	Close
2026.01.02 00:00:00	1.847800	1.849180	1.847420	1.848750
2026.01.02 04:00:00	1.848760	1.849000	1.847520	1.847620
2026.01.02 08:00:00	1.847570	1.847700	1.843880	1.846040
2026.01.02 12:00:00	1.846040	1.849110	1.843280	1.848870
2026.01.02 16:00:00	1.848870	1.852820	1.848610	1.849650
2026.01.02 20:00:00	1.849650	1.849750	1.847270	1.847600
2026.01.05 00:00:00	1.847350	1.848940	1.846570	1.847470
2026.01.05 04:00:00	1.847470	1.849150	1.846050	1.848700
2026.01.05 08:00:00	1.848700	1.852100	1.848100	1.851980
2026.01.05 12:00:00	1.851960	1.856740	1.851120	1.856170
2026.01.05 16:00:00	1.856160	1.862660	1.854500	1.862140
2026.01.05 20:00:00	1.862120	1.865160	1.861250	1.864500
2026.01.06 00:00:00	1.864210	1.864680	1.863270	1.864370
2026.01.06 04:00:00	1.864370	1.866650	1.864270	1.864800
2026.01.06 08:00:00	1.864800	1.866050	1.863420	1.863470
2026.01.06 12:00:00	1.863470	1.863720	1.861020	1.862260
2026.01.06 16:00:00	1.862260	1.863120	1.859930	1.862930
2026.01.06 20:00:00	1.862930	1.865270	1.862200	1.864800
2026.01.07 00:00:00	1.864560	1.866710	1.863170	1.866330
2026.01.07 04:00:00	1.866330	1.867190	1.865020	1.865840
2026.01.07 08:00:00	1.865840	1.867160	1.863010	1.863930
2026.01.07 12:00:00	1.863950	1.864700	1.861280	1.861540
2026.01.07 16:00:00	1.861540	1.863730	1.859890	1.863340
2026.01.07 20:00:00	1.863360	1.865740	1.862710	1.865150
2026.01.08 00:00:00	1.865140	1.865560	1.864000	1.865140
2026.01.08 04:00:00	1.865140	1.866180	1.864660	1.865920
2026.01.08 08:00:00	1.865930	1.867230	1.864190	1.864800
2026.01.08 12:00:00	1.864800	1.865700	1.859820	1.860630
2026.01.08 16:00:00	1.860610	1.863670	1.859500	1.863130
2026.01.08 20:00:00	1.863120	1.863580	1.861440	1.862310
2026.01.09 00:00:00	1.861700	1.863090	1.861690	1.862640
2026.01.09 04:00:00	1.862630	1.863930	1.862290	1.862690
2026.01.09 08:00:00	1.862670	1.863460	1.859980	1.860460
2026.01.09 12:00:00	1.860460	1.865300	1.857990	1.864420
2026.01.09 16:00:00	1.864420	1.865100	1.861150	1.863070
2026.01.09 20:00:00	1.863070	1.865430	1.863060	1.864250
2026.01.12 00:00:00	1.863540	1.866480	1.862980	1.865440
2026.01.12 04:00:00	1.865440	1.866170	1.864500	1.865880
2026.01.12 08:00:00	1.865880	1.868630	1.864790	1.867290
2026.01.12 12:00:00	1.867300	1.870450	1.866720	1.869850
2026.01.12 16:00:00	1.869830	1.871170	1.867140	1.867660
2026.01.12 20:00:00	1.867650	1.869140	1.867020	1.867860
2026.01.13 00:00:00	1.867800	1.870380	1.867310	1.869610
2026.01.13 04:00:00	1.869600	1.869660	1.868380	1.868690
2026.01.13 08:00:00	1.868690	1.870940	1.867630	1.870440
2026.01.13 12:00:00	1.870440	1.870720	1.866370	1.868990
2026.01.13 16:00:00	1.868990	1.869360	1.864470	1.866410
2026.01.13 20:00:00	1.866410	1.866670	1.863510	1.863650
2026.01.14 00:00:00	1.863540	1.865440	1.863160	1.864990
2026.01.14 04:00:00	1.864990	1.866980	1.864980	1.865630
2026.01.14 08:00:00	1.865620	1.869510	1.865350	1.869220
2026.01.14 12:00:00	1.869220	1.869330	1.864440	1.865850
2026.01.14 16:00:00	1.865840	1.868470	1.863680	1.863980
2026.01.14 20:00:00	1.863980	1.866790	1.862300	1.865440
2026.01.15 00:00:00	1.864650	1.866100	1.863960	1.865730
2026.01.15 04:00:00	1.865730	1.866410	1.865330	1.865980
2026.01.15 08:00:00	1.865980	1.869320	1.865610	1.867980
2026.01.15 12:00:00	1.867980	1.868180	1.859590	1.859930
2026.01.15 16:00:00	1.859930	1.861430	1.858750	1.860100
2026.01.15 20:00:00	1.860100	1.860950	1.857480	1.857790
2026.01.16 00:00:00	1.857740	1.859600	1.857400	1.859110
2026.01.16 04:00:00	1.859110	1.859490	1.858560	1.859040
2026.01.16 08:00:00	1.859050	1.862360	1.858460	1.861490
2026.01.16 12:00:00	1.861490	1.863360	1.859770	1.862990
2026.01.16 16:00:00	1.862970	1.863860	1.860280	1.862870
2026.01.16 20:00:00	1.862870	1.863940	1.860620	1.860620
2026.01.19 00:00:00	1.856030	1.863710	1.855900	1.860920
2026.01.19 04:00:00	1.860940	1.861920	1.860150	1.860780
2026.01.19 08:00:00	1.860800	1.862830	1.859600	1.861460
2026.01.19 12:00:00	1.861490	1.862770	1.861320	1.862200
2026.01.19 16:00:00	1.862200	1.862570	1.860400	1.862320
2026.01.19 20:00:00	1.862330	1.862580	1.861070	1.861070
2026.01.20 00:00:00	1.861140	1.862080	1.860210	1.861520
2026.01.20 04:00:00	1.861520	1.862370	1.861080	1.861850
2026.01.20 08:00:00	1.861850	1.866400	1.860240	1.863140
2026.01.20 12:00:00	1.863120	1.864290	1.858100	1.860070
2026.01.20 16:00:00	1.860070	1.862910	1.858470	1.861070
2026.01.20 20:00:00	1.861070	1.861270	1.857020	1.858790
2026.01.21 00:00:00	1.859260	1.860360	1.858680	1.859820
2026.01.21 04:00:00	1.859840	1.860100	1.858590	1.859170
2026.01.21 08:00:00	1.859170	1.860330	1.855630	1.855950
2026.01.21 12:00:00	1.855950	1.856270	1.851250	1.853990
2026.01.21 16:00:00	1.853980	1.856780	1.851950	1.855100
2026.01.21 20:00:00	1.855100	1.858100	1.854150	1.857020
2026.01.22 00:00:00	1.856930	1.858360	1.856060	1.856670
2026.01.22 04:00:00	1.856670	1.856990	1.855560	1.855730
2026.01.22 08:00:00	1.855730	1.858850	1.853820	1.858430
2026.01.22 12:00:00	1.858430	1.859420	1.851530	1.853190
2026.01.22 16:00:00	1.853190	1.862430	1.852780	1.859720
2026.01.22 20:00:00	1.859710	1.861710	1.859340	1.860000
2026.01.23 00:00:00	1.861340	1.861780	1.859210	1.860900
2026.01.23 04:00:00	1.860900	1.861530	1.860170	1.861160
2026.01.23 08:00:00	1.861160	1.866360	1.859250	1.865970
2026.01.23 12:00:00	1.865970	1.866960	1.861510	1.861730
2026.01.23 16:00:00	1.861730	1.866810	1.860940	1.866070
2026.01.23 20:00:00	1.866070	1.869710	1.865040	1.868190
2026.01.26 00:00:00	1.871790	1.874360	1.868900	1.869280
2026.01.26 04:00:00	1.869280	1.870950	1.868280	1.869570
2026.01.26 08:00:00	1.869580	1.870940	1.867770	1.869710
2026.01.26 12:00:00	1.869710	1.871970	1.868450	1.871960
2026.01.26 16:00:00	1.871950	1.878060	1.871490	1.875580
2026.01.26 20:00:00	1.875580	1.877310	1.874670	1.874670
2026.01.27 00:00:00	1.874230	1.876670	1.873930	1.876490
2026.01.27 04:00:00	1.876490	1.879080	1.876230	1.878560
2026.01.27 08:00:00	1.878590	1.880320	1.875530	1.877710
2026.01.27 12:00:00	1.877710	1.881120	1.876070	1.877620
2026.01.27 16:00:00	1.877640	1.878990	1.870670	1.874700
2026.01.27 20:00:00	1.874680	1.881690	1.874330	1.878060
2026.01.28 00:00:00	1.878200	1.880140	1.876210	1.878380
2026.01.28 04:00:00	1.878380	1.878690	1.874470	1.875250
2026.01.28 08:00:00	1.875210	1.876900	1.869430	1.869990
2026.01.28 12:00:00	1.870010	1.870670	1.866180	1.866840
2026.01.28 16:00:00	1.866840	1.872130	1.864640	1.871580
2026.01.28 20:00:00	1.871580	1.873220	1.869550	1.871440
2026.01.29 00:00:00	1.870150	1.872770	1.869510	1.870260
2026.01.29 04:00:00	1.870260	1.871510	1.869140	1.871430
2026.01.29 08:00:00	1.871430	1.872120	1.867880	1.868040
2026.01.29 12:00:00	1.868030	1.869930	1.865320	1.866280
2026.01.29 16:00:00	1.866280	1.867660	1.863440	1.864490
2026.01.29 20:00:00	1.864490	1.864880	1.861070	1.861750
2026.01.30 00:00:00	1.861750	1.865260	1.860680	1.861550
2026.01.30 04:00:00	1.861550	1.862410	1.858540	1.859280
2026.01.30 08:00:00	1.859280	1.862460	1.858580	1.860140
2026.01.30 12:00:00	1.860140	1.862690	1.859410	1.861710
2026.01.30 16:00:00	1.861680	1.862260	1.855470	1.861940
2026.01.30 20:00:00	1.861950	1.864270	1.860380	1.863150
2026.02.02 00:00:00	1.863030	1.867140	1.861010	1.865700
2026.02.02 04:00:00	1.865700	1.867970	1.865260	1.867760
2026.02.02 08:00:00	1.867780	1.869760	1.866060	1.868630
2026.02.02 12:00:00	1.868630	1.869400	1.865090	1.865090
2026.02.02 16:00:00	1.865090	1.869280	1.861360	1.869220
2026.02.02 20:00:00	1.869220	1.870960	1.867950	1.869200
2026.02.03 00:00:00	1.869090	1.869870	1.868210	1.869530
2026.02.03 04:00:00	1.869530	1.870670	1.868800	1.870520
2026.02.03 08:00:00	1.870520	1.872410	1.868230	1.870080
2026.02.03 12:00:00	1.870080	1.870320	1.866940	1.867980
2026.02.03 16:00:00	1.867970	1.871000	1.867640	1.869220
2026.02.03 20:00:00	1.869220	1.869290	1.866710	1.867560
2026.02.04 00:00:00	1.867530	1.869360	1.866700	1.869140
2026.02.04 04:00:00	1.869140	1.870510	1.868980	1.869870
2026.02.04 08:00:00	1.869870	1.872210	1.868910	1.870750
2026.02.04 12:00:00	1.870720	1.874260	1.870580	1.871580
2026.02.04 16:00:00	1.871580	1.872250	1.865510	1.865620
2026.02.04 20:00:00	1.865600	1.867520	1.864620	1.864810
2026.02.05 00:00:00	1.865410	1.866510	1.863470	1.865060
2026.02.05 04:00:00	1.865050	1.865210	1.863070	1.863530
2026.02.05 08:00:00	1.863530	1.864870	1.856590	1.858130
2026.02.05 12:00:00	1.858120	1.862780	1.853600	1.856550
2026.02.05 16:00:00	1.856550	1.856550	1.848490	1.852710
2026.02.05 20:00:00	1.852710	1.855020	1.851870	1.854170
2026.02.06 00:00:00	1.854110	1.855600	1.853320	1.855390
2026.02.06 04:00:00	1.855400	1.857720	1.854780	1.857580
2026.02.06 08:00:00	1.857580	1.858370	1.855120	1.857630
2026.02.06 12:00:00	1.857610	1.859790	1.854620	1.855630
2026.02.06 16:00:00	1.855630	1.858320	1.853910	1.858010
2026.02.06 20:00:00	1.858010	1.861110	1.857200	1.860620
