Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,RTM_Dist_xATR,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points
2024.12.31 22:00,BUY,Yellow,Yellow,Red,Yellow,Green,0.00,FL,0.0,0.000,+1.00,0.0,BREAK,2,?,Off-Hours,0
2024.12.31 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.83,FL,30.8,0.323,-1.00,-63.5,EDGE,2,Trending,Off-Hours,36
2025.01.02 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.81,FL,30.8,0.323,-1.00,-68.2,EDGE,2,Trending,Tokyo,212
2025.01.02 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.14,DN,30.8,0.323,-1.00,-56.7,EDGE,2,Trending,Tokyo,110
2025.01.02 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.09,DN,30.8,0.323,-1.00,-45.9,EDGE,2,Trending,Tokyo,26
2025.01.02 03:00,BUY,Red,Green,Yellow,Yellow,Green,0.77,UP,29.3,0.173,-1.00,-27.8,EDGE,2,Trending,Tokyo,25
2025.01.02 04:00,BUY,Yellow,Green,Yellow,Green,Green,1.74,UP,29.3,0.173,+3.50,-12.4,EDGE,2,Trending,Tokyo,22
2025.01.02 05:00,BUY,Red,Green,Yellow,Green,Green,1.17,DN,29.3,0.173,+3.50,6.0,EDGE,2,Trending,Tokyo,23
2025.01.02 06:00,BUY,Yellow,Green,Yellow,Green,Green,1.33,FL,29.3,0.173,+3.50,-8.2,EDGE,2,Trending,Tokyo,19
2025.01.02 07:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.98,DN,26.6,0.133,+3.50,-7.4,EDGE,2,Trending,Tokyo,25
2025.01.02 08:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.97,FL,26.6,0.133,+3.50,-14.7,EDGE,2,Trending,Tokyo-London,23
2025.01.02 09:00,BUY,Yellow,Yellow,Yellow,Green,Green,1.17,UP,26.6,0.133,+3.50,-13.7,EDGE,2,Trending,London,19
2025.01.02 10:00,BUY,Green,Yellow,Yellow,Green,Green,2.23,UP,26.6,0.133,+3.50,-10.8,EDGE,2,Trending,London,19
2025.01.02 11:00,BUY,Green,Yellow,Yellow,Green,Green,2.67,UP,26.5,0.049,+4.50,9.1,EDGE,2,Trending,London,23
2025.01.02 12:00,BUY,Red,Yellow,Yellow,Green,Green,1.98,DN,26.5,0.049,+4.50,17.7,EDGE,2,Trending,London,21
2025.01.02 13:00,BUY,Green,Yellow,Yellow,Green,Green,2.22,UP,26.5,0.049,+4.50,4.5,EDGE,2,Trending,London-NewYork,19
2025.01.02 14:00,BUY,Red,Yellow,Yellow,Green,Green,1.51,DN,26.5,0.049,+4.50,9.1,EDGE,2,Trending,London-NewYork,17
2025.01.02 15:00,BUY,Green,Yellow,Yellow,Green,Green,2.02,UP,27.3,0.107,+4.50,-3.5,EDGE,2,Trending,London-NewYork,21
2025.01.02 16:00,BUY,Yellow,Yellow,Yellow,Green,Green,2.04,FL,27.3,0.107,+4.50,6.8,EDGE,2,Trending,London-NewYork,18
2025.01.02 17:00,BUY,Red,Yellow,Yellow,Green,Green,1.18,DN,27.3,0.107,+4.50,5.3,EDGE,2,Trending,New York,22
2025.01.02 18:00,BUY,Red,Yellow,Yellow,Green,Green,0.82,DN,27.3,0.107,+4.50,-10.4,EDGE,2,Trending,New York,18
2025.01.02 19:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.68,FL,25.4,0.121,+4.50,-16.1,EDGE,2,Trending,New York,21
2025.01.02 20:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.94,UP,25.4,0.121,+4.50,-41.2,EDGE,2,Trending,New York,20
2025.01.02 21:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.77,FL,25.4,0.121,+4.50,-45.0,EDGE,2,Trending,New York,21
2025.01.02 22:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.52,DN,25.4,0.121,+4.50,-41.0,EDGE,2,Trending,Off-Hours,17
2025.01.02 23:00,BUY,Yellow,Yellow,Yellow,Green,Green,1.00,UP,23.2,0.150,+4.50,-35.5,EDGE,2,Trending,Off-Hours,22
2025.01.03 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.13,DN,23.2,0.150,+1.50,-44.8,EDGE,2,Trending,Tokyo,212
2025.01.03 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.37,UP,23.2,0.150,+1.50,-30.0,EDGE,2,Trending,Tokyo,67
2025.01.03 02:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.79,UP,23.2,0.150,+1.50,-33.8,EDGE,2,Trending,Tokyo,21
2025.01.03 03:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.15,DN,21.0,0.004,+1.50,-12.2,EDGE,2,Trending,Tokyo,23
2025.01.03 04:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.01,FL,21.0,0.004,+1.50,-24.7,EDGE,2,Trending,Tokyo,17
2025.01.03 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.18,FL,21.0,0.004,+1.50,-27.4,EDGE,2,Trending,Tokyo,22
2025.01.03 06:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.45,UP,21.0,0.004,+1.50,-30.6,EDGE,2,Trending,Tokyo,22
2025.01.03 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.73,UP,19.3,0.105,+1.50,-19.1,EDGE,2,Trending,Tokyo,23
2025.01.03 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.51,DN,19.3,0.105,-0.75,-15.8,EDGE,2,Trending,Tokyo-London,21
2025.01.03 09:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.40,FL,19.3,0.105,-0.75,-19.5,EDGE,2,Trending,London,21
2025.01.03 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.02,DN,19.3,0.105,-0.75,-21.5,EDGE,2,Trending,London,22
2025.01.03 11:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.12,FL,18.8,0.036,-0.75,-27.3,EDGE,2,Trending,London,22
2025.01.03 12:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.92,UP,18.8,0.036,+1.25,-25.4,EDGE,2,Trending,London,18
2025.01.03 13:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.11,FL,18.8,0.036,+1.25,-10.9,EDGE,2,Trending,London-NewYork,21
2025.01.03 14:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.50,UP,18.8,0.036,+1.25,-9.0,EDGE,2,Trending,London-NewYork,19
2025.01.03 15:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.47,FL,20.2,0.201,-1.00,-4.0,EDGE,2,Trending,London-NewYork,20
2025.01.03 16:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.75,UP,20.2,0.201,+2.00,-5.1,EDGE,2,Trending,London-NewYork,21
2025.01.03 17:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.95,DN,20.2,0.201,+2.00,0.5,EDGE,2,Trending,New York,21
2025.01.03 18:00,BUY,Green,Yellow,Yellow,Yellow,Green,2.11,UP,20.2,0.201,+2.00,-13.1,EDGE,2,Trending,New York,18
2025.01.03 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,2.24,FL,23.2,0.209,+0.00,8.8,EDGE,2,Trending,New York,21
2025.01.03 20:00,BUY,Green,Yellow,Yellow,Yellow,Green,2.42,FL,23.2,0.209,+0.00,10.7,EDGE,2,Trending,New York,20
2025.01.03 21:00,BUY,Red,Yellow,Yellow,Yellow,Green,2.03,DN,23.2,0.209,+0.00,13.3,EDGE,2,Trending,New York,20
2025.01.03 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.96,FL,23.2,0.209,+0.00,6.9,EDGE,2,Trending,Off-Hours,23
2025.01.03 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.91,FL,26.7,0.249,+0.00,3.6,EDGE,2,Trending,Off-Hours,29
2025.01.06 00:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.73,DN,26.7,0.249,+0.00,-49.4,EDGE,2,Trending,Tokyo,212
2025.01.06 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.53,UP,26.7,0.249,+0.00,-15.3,EDGE,2,Trending,Tokyo,74
2025.01.06 02:00,BUY,Green,Yellow,Green,Yellow,Green,2.22,UP,26.7,0.249,+0.00,0.3,OK,2,Trending,Tokyo,23
2025.01.06 03:00,BUY,Red,Green,Yellow,Yellow,Green,0.15,DN,26.1,0.354,+0.00,13.5,EDGE,2,Trending,Tokyo,21
2025.01.06 04:00,BUY,Red,Green,Yellow,Yellow,Green,0.28,FL,26.1,0.354,+2.50,-27.3,EDGE,2,Trending,Tokyo,23
2025.01.06 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.11,FL,26.1,0.354,+2.50,-22.3,EDGE,2,Trending,Tokyo,23
2025.01.06 06:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.15,FL,26.1,0.354,+2.50,-29.6,EDGE,2,Trending,Tokyo,24
2025.01.06 07:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.08,FL,25.5,0.351,+2.50,-29.6,EDGE,2,Trending,Tokyo,21
2025.01.06 08:00,BUY,Red,Green,Yellow,Yellow,Green,0.42,UP,25.5,0.351,+2.25,-28.6,EDGE,2,Trending,Tokyo-London,22
2025.01.06 09:00,BUY,Red,Green,Yellow,Yellow,Green,0.06,DN,25.5,0.351,+2.25,-18.2,EDGE,2,Trending,London,20
2025.01.06 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.84,UP,25.5,0.351,+2.25,-25.6,EDGE,2,Trending,London,19
2025.01.06 11:00,BUY,Red,Green,Yellow,Yellow,Green,0.79,FL,27.0,0.289,+2.25,-10.9,EDGE,2,Trending,London,19
2025.01.06 12:00,BUY,Red,Green,Yellow,Yellow,Green,0.09,DN,27.0,0.289,+2.25,-12.5,EDGE,2,Trending,London,17
2025.01.06 13:00,BUY,Yellow,Green,Green,Yellow,Green,1.27,UP,27.0,0.289,+2.25,-26.2,OK,2,Trending,London-NewYork,19
2025.01.06 14:00,BUY,Green,Green,Green,Yellow,Green,2.11,UP,27.0,0.289,+2.25,1.1,OK,3,Trending,London-NewYork,19
2025.01.06 15:00,BUY,Red,Green,Green,Yellow,Green,1.61,DN,29.9,0.346,+2.25,17.5,OK,2,Trending,London-NewYork,21
2025.01.06 16:00,BUY,Red,Green,Yellow,Green,Green,0.22,DN,29.9,0.346,+4.25,4.9,EDGE,2,Trending,London-NewYork,21
2025.01.06 17:00,BUY,Yellow,Green,Yellow,Green,Green,0.21,FL,29.9,0.346,+4.25,-22.9,EDGE,2,Trending,New York,31
2025.01.06 18:00,BUY,Red,Green,Yellow,Green,Green,0.05,FL,29.9,0.346,+4.25,-32.3,EDGE,2,Trending,New York,18
2025.01.06 19:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.49,UP,31.0,0.018,-5.25,-25.5,EDGE,2,Trending,New York,17
2025.01.06 20:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.67,FL,31.0,0.018,-5.25,-37.7,EDGE,2,Trending,New York,20
2025.01.06 21:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,1.28,UP,31.0,0.018,-5.25,-42.2,EDGE,2,Trending,New York,17
2025.01.06 22:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,1.22,FL,31.0,0.018,-5.25,-57.6,EDGE,2,Trending,Off-Hours,19
2025.01.06 23:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,1.35,FL,29.3,0.086,-5.25,-54.1,EDGE,2,Trending,Off-Hours,22
2025.01.07 00:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,1.17,FL,29.3,0.086,-5.25,-57.8,EDGE,2,Trending,Tokyo,212
2025.01.07 01:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,1.07,FL,29.3,0.086,-5.25,-52.7,EDGE,2,Trending,Tokyo,55
2025.01.07 02:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.08,DN,29.3,0.086,-5.25,-48.9,EDGE,2,Trending,Tokyo,19
2025.01.07 03:00,BUY,Yellow,Yellow,Yellow,Red,Green,0.19,FL,26.8,0.144,-5.25,-26.2,EDGE,2,Trending,Tokyo,21
2025.01.07 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.30,FL,26.8,0.144,-2.25,-30.7,EDGE,2,Trending,Tokyo,23
2025.01.07 05:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.30,FL,26.8,0.144,-2.25,-32.5,EDGE,2,Trending,Tokyo,18
2025.01.07 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.00,DN,26.8,0.144,-2.25,-20.0,EDGE,2,Trending,Tokyo,19
2025.01.07 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.79,UP,26.0,0.236,-2.25,-26.9,EDGE,2,Trending,Tokyo,19
2025.01.07 08:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.57,DN,26.0,0.236,+2.25,-14.5,EDGE,2,Trending,Tokyo-London,19
2025.01.07 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.22,UP,26.0,0.236,+2.25,-19.1,EDGE,2,Trending,London,20
2025.01.07 10:00,BUY,Green,Yellow,Yellow,Yellow,Green,2.09,UP,26.0,0.236,+2.25,-8.8,EDGE,2,Trending,London,21
2025.01.07 11:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.79,DN,27.9,0.236,+2.25,5.6,EDGE,2,Trending,London,20
2025.01.07 12:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.93,FL,27.9,0.236,+2.25,-1.3,EDGE,2,Trending,London,21
2025.01.07 13:00,BUY,Red,Yellow,Yellow,Yellow,Green,1.28,DN,27.9,0.236,+2.25,1.0,EDGE,2,Trending,London-NewYork,19
2025.01.07 14:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.10,FL,27.9,0.236,+2.25,-8.2,EDGE,2,Trending,London-NewYork,19
2025.01.07 15:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.78,DN,29.6,0.175,+2.25,-11.5,EDGE,2,Trending,London-NewYork,16
2025.01.07 16:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.31,DN,29.6,0.175,+0.25,-16.5,EDGE,2,Trending,London-NewYork,20
2025.01.07 17:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.96,UP,29.6,0.175,+0.25,-24.0,EDGE,2,Trending,New York,56
2025.01.07 18:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.60,UP,29.6,0.175,+0.25,-42.9,EDGE,2,Trending,New York,18
2025.01.07 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.10,DN,25.9,0.078,-1.75,-52.0,EDGE,2,Trending,New York,22
2025.01.07 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.48,UP,25.9,0.078,+0.50,-42.7,EDGE,2,Trending,New York,20
2025.01.07 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.37,FL,25.9,0.078,+0.50,-50.0,EDGE,2,Trending,New York,16
2025.01.07 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.55,FL,25.9,0.078,+0.50,-47.9,EDGE,2,Trending,Off-Hours,20
2025.01.07 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.80,UP,22.8,0.080,+0.50,-50.5,EDGE,2,Trending,Off-Hours,15
2025.01.08 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.10,DN,22.8,0.080,-2.50,-49.2,EDGE,2,Trending,Tokyo,102
2025.01.08 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.67,DN,22.8,0.080,-2.50,-42.3,EDGE,2,Trending,Tokyo,81
2025.01.08 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,2.33,UP,22.8,0.080,-2.50,-35.6,EDGE,2,Trending,Tokyo,24
2025.01.08 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,2.26,FL,22.7,0.237,-2.50,-68.8,EDGE,2,Trending,Tokyo,20
2025.01.08 04:00,BUY,Yellow,Yellow,Yellow,Red,Green,1.59,DN,22.7,0.237,-7.00,-65.8,EDGE,2,Trending,Tokyo,18
2025.01.08 05:00,BUY,Yellow,Yellow,Yellow,Red,Green,0.94,DN,22.7,0.237,-7.00,-53.8,EDGE,2,Trending,Tokyo,17
2025.01.08 06:00,BUY,Yellow,Yellow,Yellow,Red,Green,1.18,UP,22.7,0.237,-7.00,-42.2,EDGE,2,Trending,Tokyo,22
2025.01.08 07:00,BUY,Yellow,Green,Yellow,Red,Green,1.16,FL,22.5,0.194,-7.00,-47.2,EDGE,2,Trending,Tokyo,18
2025.01.08 08:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.79,DN,22.5,0.194,-3.00,-44.9,EDGE,2,Trending,Tokyo-London,21
2025.01.08 09:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.88,FL,22.5,0.194,-3.00,-38.0,EDGE,2,Trending,London,20
2025.01.08 10:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.67,UP,22.5,0.194,-3.00,-39.7,EDGE,2,Trending,London,22
2025.01.08 11:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.20,DN,22.4,0.151,-3.00,-52.8,EDGE,2,Trending,London,22
2025.01.08 12:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.61,UP,22.4,0.151,-3.00,-44.9,EDGE,2,Trending,London,19
2025.01.08 13:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.99,UP,22.4,0.151,-3.00,-51.6,EDGE,2,Trending,London-NewYork,20
2025.01.08 14:00,BUY,Red,Green,Yellow,Yellow,Green,2.78,UP,22.4,0.151,-3.00,-58.9,EDGE,2,Trending,London-NewYork,21
2025.01.08 15:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.81,DN,25.3,0.156,-3.00,-74.2,EDGE,2,Trending,London-NewYork,19
2025.01.08 16:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.05,UP,25.3,0.156,-3.00,-39.9,EDGE,2,Trending,London-NewYork,19
2025.01.08 17:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.68,DN,25.3,0.156,-3.00,-43.8,EDGE,2,Trending,New York,23
2025.01.08 18:00,BUY,Yellow,Green,Yellow,Yellow,Green,0.32,DN,25.3,0.156,-3.00,-38.5,EDGE,2,Trending,New York,24
2025.01.08 19:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.64,UP,25.6,0.234,-3.00,-32.4,EDGE,2,Trending,New York,21
2025.01.08 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.45,FL,25.6,0.234,-3.00,-37.8,EDGE,2,Trending,New York,20
2025.01.08 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.25,DN,25.6,0.234,-3.00,-35.5,EDGE,2,Trending,New York,20
2025.01.08 22:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.15,FL,25.6,0.234,-3.00,-33.0,EDGE,2,Trending,Off-Hours,21
2025.01.08 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.06,UP,25.4,0.408,-3.00,-26.7,EDGE,2,Trending,Off-Hours,24
2025.01.09 00:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.70,DN,25.4,0.408,-3.00,-47.1,EDGE,2,Trending,Tokyo,212
2025.01.09 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.58,FL,25.4,0.408,-3.00,-40.7,EDGE,2,Trending,Tokyo,69
2025.01.09 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.22,UP,25.4,0.408,-3.00,-39.3,EDGE,2,Trending,Tokyo,25
2025.01.09 03:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.43,UP,27.2,0.316,-3.00,-51.1,EDGE,2,Trending,Tokyo,21
2025.01.09 04:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.61,FL,27.2,0.316,-3.00,-53.5,EDGE,2,Trending,Tokyo,18
2025.01.09 05:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.74,FL,27.2,0.316,-3.00,-55.3,EDGE,2,Trending,Tokyo,26
2025.01.09 06:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.67,FL,27.2,0.316,-3.00,-55.2,EDGE,2,Trending,Tokyo,23
2025.01.09 07:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.68,FL,29.9,0.237,-3.00,-52.4,EDGE,2,Trending,Tokyo,19
2025.01.09 08:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.88,FL,29.9,0.237,-3.00,-51.2,EDGE,2,Trending,Tokyo-London,22
2025.01.09 09:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,2.23,UP,29.9,0.237,-3.00,-53.2,EDGE,2,Trending,London,24
2025.01.09 10:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,1.23,DN,29.9,0.237,-3.00,-61.2,EDGE,2,Trending,London,23
2025.01.09 11:00,BUY,Yellow,Red,Yellow,Yellow,Green,1.43,UP,33.9,0.421,-3.00,-46.0,EDGE,2,Trending,London,17
2025.01.09 12:00,BUY,Yellow,Red,Yellow,Red,Yellow,0.61,DN,33.9,0.421,-9.25,-49.8,EDGE,2,Trending,London,18
2025.01.09 13:00,BUY,Red,Red,Yellow,Red,Red,0.33,DN,33.9,0.421,-9.25,-37.0,EDGE,2,Trending,London-NewYork,19
2025.01.09 14:00,BUY,Yellow,Red,Yellow,Red,Yellow,0.38,FL,33.9,0.421,-9.25,-21.7,EDGE,2,Trending,London-NewYork,21
2025.01.09 15:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.03,DN,33.7,0.392,-7.00,-34.6,EDGE,2,Trending,London-NewYork,18
2025.01.09 16:00,BUY,Red,Yellow,Yellow,Red,Yellow,0.49,UP,33.7,0.392,-7.00,-28.8,EDGE,2,Trending,London-NewYork,20
2025.01.09 17:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.53,FL,33.7,0.392,-7.00,-21.4,EDGE,2,Trending,New York,22
2025.01.09 18:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.37,FL,33.7,0.392,-7.00,-37.7,EDGE,2,Trending,New York,20
2025.01.09 19:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.18,FL,33.5,0.580,-7.00,-34.4,EDGE,2,Trending,New York,24
2025.01.09 20:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.17,FL,33.5,0.580,-4.00,-31.3,EDGE,2,Trending,New York,17
2025.01.09 21:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.13,FL,33.5,0.580,-4.00,-30.8,EDGE,2,Trending,New York,22
2025.01.09 22:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.23,FL,33.5,0.580,-4.00,-30.5,EDGE,2,Trending,Off-Hours,22
2025.01.09 23:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.45,UP,33.3,0.571,+0.50,-32.2,EDGE,2,Trending,Off-Hours,25
2025.01.10 00:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.04,DN,33.3,0.571,+0.50,-34.4,EDGE,2,Trending,Tokyo,87
2025.01.10 01:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.58,UP,33.3,0.571,+0.50,-22.4,EDGE,2,Trending,Tokyo,33
2025.01.10 02:00,BUY,Yellow,Yellow,Yellow,Yellow,Green,0.52,FL,33.3,0.571,+0.50,-35.5,EDGE,2,Trending,Tokyo,20
2025.01.10 03:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.04,UP,29.3,0.279,+0.50,-34.2,EDGE,2,Trending,Tokyo,25
2025.01.10 04:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.03,FL,29.3,0.279,+0.50,-16.1,EDGE,2,Trending,Tokyo,22
2025.01.10 05:00,BUY,Yellow,Green,Yellow,Yellow,Green,1.03,FL,29.3,0.279,+0.50,-16.5,EDGE,2,Trending,Tokyo,17
2025.01.10 06:00,BUY,Red,Green,Yellow,Yellow,Green,0.53,DN,29.3,0.279,+0.50,-18.1,EDGE,2,Trending,Tokyo,25
2025.01.10 07:00,BUY,Red,Yellow,Yellow,Yellow,Green,0.65,FL,25.9,0.182,+0.50,-22.4,EDGE,2,Trending,Tokyo,19
2025.01.10 08:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.02,DN,25.9,0.182,+8.50,-21.5,EDGE,2,Trending,Tokyo-London,19
2025.01.10 09:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.03,FL,25.9,0.182,+8.50,-29.4,EDGE,2,Trending,London,19
2025.01.10 10:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.49,UP,25.9,0.182,+8.50,-29.3,EDGE,2,Trending,London,23
2025.01.10 11:00,BUY,Yellow,Yellow,Yellow,Green,Green,1.18,UP,25.6,0.200,+8.50,-34.7,EDGE,2,Trending,London,18
2025.01.10 12:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.76,DN,25.6,0.200,+5.50,-43.6,EDGE,2,Trending,London,20
2025.01.10 13:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.33,DN,25.6,0.200,+5.50,-37.1,EDGE,2,Trending,London-NewYork,19
2025.01.10 14:00,BUY,Yellow,Yellow,Yellow,Green,Green,0.53,UP,25.6,0.200,+5.50,-32.2,EDGE,2,Trending,London-NewYork,20
2025.01.10 15:00,BUY,Red,Yellow,Red,Green,Yellow,3.96,UP,28.2,0.572,+5.50,-34.7,BREAK,2,Trending,London-NewYork,19
2025.01.10 16:00,BUY,Yellow,Yellow,Red,Yellow,Green,2.76,DN,28.2,0.572,-3.00,-96.3,BREAK,2,Trending,London-NewYork,19
2025.01.10 17:00,BUY,Yellow,Yellow,Red,Yellow,Green,2.13,DN,28.2,0.572,-3.00,-82.6,BREAK,2,Trending,New York,21
2025.01.10 18:00,BUY,Yellow,Yellow,Red,Yellow,Green,2.35,UP,28.2,0.572,-3.00,-70.4,BREAK,2,Trending,New York,20
2025.01.10 19:00,BUY,Yellow,Yellow,Red,Yellow,Green,2.11,DN,30.4,0.460,-3.00,-75.7,BREAK,2,Trending,New York,20
2025.01.10 20:00,BUY,Yellow,Yellow,Red,Red,Yellow,1.50,DN,30.4,0.460,-7.00,-71.8,BREAK,2,Trending,New York,23
2025.01.10 21:00,BUY,Yellow,Yellow,Red,Red,Yellow,1.99,UP,30.4,0.460,-7.00,-57.0,BREAK,2,Trending,New York,18
2025.01.10 22:00,BUY,Yellow,Yellow,Red,Red,Yellow,1.93,FL,30.4,0.460,-7.00,-70.2,BREAK,2,Trending,Off-Hours,23
2025.01.10 23:00,BUY,Yellow,Red,Yellow,Red,Yellow,2.38,UP,32.7,0.496,-7.00,-82.1,EDGE,2,Trending,Off-Hours,94
2025.01.13 00:00,BUY,Yellow,Red,Yellow,Red,Yellow,2.02,DN,32.7,0.496,-7.00,-77.6,EDGE,2,Trending,Tokyo,212
2025.01.13 01:00,BUY,Yellow,Red,Yellow,Red,Yellow,1.18,DN,32.7,0.496,-7.00,-68.2,EDGE,2,Trending,Tokyo,74
2025.01.13 02:00,BUY,Yellow,Red,Yellow,Red,Yellow,0.77,DN,32.7,0.496,-7.00,-53.4,EDGE,2,Trending,Tokyo,21
2025.01.13 03:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.36,DN,32.8,0.287,-7.00,-44.3,EDGE,2,Trending,Tokyo,25
2025.01.13 04:00,BUY,Yellow,Yellow,Yellow,Red,Yellow,0.13,DN,32.8,0.287,-7.00,-36.1,EDGE,2,Trending,Tokyo,22
