Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,EURGBP_l_Rule
2026.04.15 07:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,0.658,UP,25.1,0.275,+1.00,-9.4,EDGE,1,Trending,Tokyo,20,Run
2026.04.15 08:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.618,DN,25.1,0.275,+1.00,-1.1,EDGE,1,Trending,Tokyo-London,16,Run
2026.04.15 09:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,0.996,UP,25.1,0.275,+1.00,-5.5,EDGE,1,Trending,London,19,Run
2026.04.15 10:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.122,DN,25.1,0.275,+1.00,-3.3,EDGE,1,Trending,London,18,Run
2026.04.15 11:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Green,Range,0.778,Normal,1.328,FL,23.5,0.472,-6.00,-3.5,EDGE,1,Trending,London,16,Run
2026.04.15 12:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Spike,1.766,FL,23.5,0.472,+0.00,-5.7,EDGE,1,Trending,London,18,Run
2026.04.15 13:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.505,DN,23.5,0.472,+0.00,0.0,EDGE,1,Trending,London-NewYork,18,Run
2026.04.15 14:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.318,FL,23.5,0.472,+0.00,1.1,EDGE,1,Trending,London-NewYork,18,Run
2026.04.15 15:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.838,DN,20.9,0.334,+0.00,6.8,EDGE,1,Trending,London-NewYork,16,Run
2026.04.15 16:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.280,UP,20.9,0.334,-2.00,3.4,EDGE,1,Trending,London-NewYork,18,Run
2026.04.15 17:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.472,FL,20.9,0.334,-2.00,2.1,EDGE,1,Trending,New York,16,Run
2026.04.15 18:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.612,DN,20.9,0.334,-2.00,5.8,EDGE,1,Trending,New York,18,Run
2026.04.15 19:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.028,UP,18.6,0.173,+2.00,1.3,EDGE,1,Trending,New York,15,Run
2026.04.15 20:00,SELL,Green,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.101,UP,18.6,0.173,-2.00,-2.5,EDGE,1,Trending,New York,19,Run
2026.04.15 21:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,0.961,DN,18.6,0.173,-2.00,-0.2,EDGE,1,Trending,New York,15,Run
2026.04.15 22:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.778,Normal,1.145,DN,18.6,0.173,-2.00,3.7,EDGE,1,Trending,Off-Hours,19,Run
2026.04.15 23:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.197,DN,18.7,0.162,-2.00,9.6,EDGE,1,Trending,Off-Hours,18,Run
2026.04.16 00:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Green,Range,0.703,Normal,1.147,FL,18.7,0.162,-9.00,7.7,EDGE,1,Trending,Tokyo,43,Run
2026.04.16 01:00,SELL,Red,Green,Yellow,Red,Orange,OK,Green,Range,0.703,Normal,1.055,DN,18.7,0.162,-9.00,9.8,EDGE,1,Trending,Tokyo,47,Run
2026.04.16 02:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Green,Range,0.703,Normal,0.680,FL,18.7,0.162,-9.00,9.2,EDGE,1,Trending,Tokyo,17,Run
2026.04.16 03:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Green,Range,0.703,Normal,0.599,FL,19.9,0.076,-6.00,8.1,EDGE,1,Trending,Tokyo,16,Run
2026.04.16 04:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.659,FL,19.9,0.076,-2.00,6.7,EDGE,1,Trending,Tokyo,19,Run
2026.04.16 05:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.631,FL,19.9,0.076,-2.00,6.3,EDGE,1,Trending,Tokyo,20,Run
2026.04.16 06:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.672,FL,19.9,0.076,-2.00,5.5,EDGE,1,Trending,Tokyo,16,Run
2026.04.16 07:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.706,FL,20.9,0.171,-2.00,6.8,EDGE,1,Trending,Tokyo,19,Run
2026.04.16 08:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.700,FL,20.9,0.171,-2.00,6.1,EDGE,1,Trending,Tokyo-London,20,Run
2026.04.16 09:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.226,UP,20.9,0.171,-2.00,-1.6,EDGE,1,Trending,London,19,Run
2026.04.16 10:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.056,DN,20.9,0.171,-2.00,4.0,EDGE,1,Trending,London,18,Run
2026.04.16 11:00,SELL,Red,Yellow,Yellow,Red,Orange,OK,Green,Range,0.703,Normal,1.060,DN,18.8,0.182,-6.00,7.6,EDGE,1,Trending,London,17,Run
2026.04.16 12:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.917,DN,18.8,0.182,+0.00,11.9,EDGE,1,Trending,London,15,Run
2026.04.16 13:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.984,UP,18.8,0.182,+0.00,4.5,EDGE,1,Trending,London-NewYork,16,Run
2026.04.16 14:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.694,DN,18.8,0.182,+0.00,7.1,EDGE,1,Trending,London-NewYork,18,Run
2026.04.16 15:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.868,UP,16.6,0.152,-2.00,3.5,EDGE,1,Trending,London-NewYork,18,Run
2026.04.16 16:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.287,UP,16.6,0.152,-2.00,-3.2,EDGE,1,Trending,London-NewYork,15,Run
2026.04.16 17:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.904,DN,16.6,0.152,-2.00,20.0,EDGE,2,Trending,New York,18,Run
2026.04.16 18:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,0.683,DN,16.6,0.152,-2.00,13.7,EDGE,2,Trending,New York,16,Run
2026.04.16 19:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.508,FL,17.8,0.002,-2.00,14.4,EDGE,2,Trending,New York,16,Run
2026.04.16 20:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.780,UP,17.8,0.002,-2.00,16.8,EDGE,2,Trending,New York,18,Run
2026.04.16 21:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.410,FL,17.8,0.002,-2.00,16.7,EDGE,2,Trending,New York,19,Run
2026.04.16 22:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.703,Normal,1.848,UP,17.8,0.002,-2.00,20.0,EDGE,2,Trending,Off-Hours,19,Run
2026.04.16 23:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,0.819,FL,18.9,0.515,-2.00,17.9,EDGE,2,Trending,Off-Hours,19,Run
2026.04.17 00:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.907,FL,18.9,0.515,-5.00,18.9,EDGE,2,Trending,Tokyo,52,Run
2026.04.17 01:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.942,UP,18.9,0.515,-5.00,21.1,EDGE,2,Trending,Tokyo,51,Run
2026.04.17 02:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.615,FL,18.9,0.515,-5.00,21.4,EDGE,2,Trending,Tokyo,16,Run
2026.04.17 03:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,1.179,UP,18.1,0.514,-5.00,23.8,EDGE,2,Trending,Tokyo,19,Run
2026.04.17 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.874,FL,18.1,0.514,-5.00,23.8,EDGE,2,Trending,Tokyo,20,Run
2026.04.17 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,1.093,FL,18.1,0.514,-5.00,21.1,EDGE,2,Trending,Tokyo,20,Run
2026.04.17 06:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.917,UP,18.1,0.514,-5.00,21.5,EDGE,2,Trending,Tokyo,18,Run
2026.04.17 07:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,0.927,UP,20.4,0.523,-2.00,23.8,EDGE,2,Trending,Tokyo,18,Run
2026.04.17 08:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,0.712,UP,20.4,0.523,-2.00,23.7,EDGE,2,Trending,Tokyo-London,18,Run
2026.04.17 09:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Range,0.679,Normal,1.367,UP,20.4,0.523,-2.00,32.4,EDGE,2,Trending,London,20,Run
2026.04.17 10:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.121,DN,20.4,0.523,-2.00,16.4,EDGE,2,Trending,London,18,Run
2026.04.17 11:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.215,UP,24.9,0.773,+0.00,25.9,EDGE,2,Trending,London,18,Run
2026.04.17 12:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.679,Normal,0.922,FL,24.9,0.773,-7.00,23.8,EDGE,2,Trending,London,18,Run
2026.04.17 13:00,SELL,Red,Yellow,Yellow,Red,Orange,OK,Green,Range,0.679,Spike,1.931,UP,24.9,0.773,-7.00,35.5,EDGE,2,Trending,London-NewYork,17,Stop
2026.04.17 14:00,SELL,Yellow,Yellow,Yellow,Red,Yellow,OK,Green,Range,0.679,Spike,1.299,DN,24.9,0.773,-7.00,24.7,EDGE,2,Trending,London-NewYork,17,Stop
2026.04.17 15:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Spike,1.643,DN,29.5,0.626,-3.00,15.6,EDGE,2,Trending,London-NewYork,18,Stop
2026.04.17 16:00,SELL,Red,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,1.327,UP,29.5,0.626,-3.00,25.3,EDGE,2,Trending,London-NewYork,17,Stop
2026.04.17 17:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,1.672,DN,29.5,0.626,-3.00,1.5,EDGE,2,Trending,New York,16,Stop
2026.04.17 18:00,SELL,Yellow,Yellow,Yellow,Yellow,Yellow,OK,Green,Range,0.679,Normal,0.995,FL,29.5,0.626,-3.00,2.7,EDGE,2,Trending,New York,17,Stop
2026.04.17 19:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.378,FL,30.4,0.317,+0.00,1.6,EDGE,2,Trending,New York,15,Stop
2026.04.17 20:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.307,FL,30.4,0.317,+0.00,-0.1,EDGE,2,Trending,New York,16,Stop
2026.04.17 21:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.207,FL,30.4,0.317,+0.00,-1.1,EDGE,2,Trending,New York,18,Stop
2026.04.17 22:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.679,Normal,1.671,FL,30.4,0.317,+0.00,4.1,EDGE,2,Trending,Off-Hours,19,Stop
2026.04.17 23:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.272,UP,26.9,0.094,+0.00,-2.8,EDGE,2,Trending,Off-Hours,62,Stop
2026.04.20 00:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.008,UP,26.9,0.094,+0.00,-9.9,EDGE,1,Trending,Tokyo,79,Stop
2026.04.20 01:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.938,DN,26.9,0.094,+0.00,3.5,EDGE,2,Trending,Tokyo,62,Stop
2026.04.20 02:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.690,UP,26.9,0.094,+0.00,8.8,EDGE,2,Trending,Tokyo,17,Stop
2026.04.20 03:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.171,UP,25.6,0.318,+2.00,14.8,EDGE,2,Trending,Tokyo,16,Stop
2026.04.20 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.928,FL,25.6,0.318,+2.00,13.9,EDGE,2,Trending,Tokyo,16,Stop
2026.04.20 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.435,DN,25.6,0.318,+2.00,8.9,EDGE,2,Trending,Tokyo,17,Stop
2026.04.20 06:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.888,FL,25.6,0.318,+2.00,9.3,EDGE,2,Trending,Tokyo,19,Stop
2026.04.20 07:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.587,FL,24.4,0.179,+2.00,8.8,EDGE,2,Trending,Tokyo,15,Stop
2026.04.20 08:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.156,UP,24.4,0.179,+2.00,17.5,EDGE,2,Trending,Tokyo-London,15,Stop
2026.04.20 09:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.933,FL,24.4,0.179,+2.00,15.1,EDGE,2,Trending,London,16,Stop
2026.04.20 10:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.168,DN,24.4,0.179,+2.00,10.8,EDGE,2,Trending,London,18,Stop
2026.04.20 11:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.331,UP,25.3,0.269,+2.00,19.6,EDGE,2,Trending,London,17,Stop
2026.04.20 12:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.718,DN,25.3,0.269,+2.00,-1.8,EDGE,2,Trending,London,18,Stop
2026.04.20 13:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.999,UP,25.3,0.269,+2.00,8.9,EDGE,2,Trending,London-NewYork,18,Stop
2026.04.20 14:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.229,DN,25.3,0.269,+2.00,1.0,EDGE,2,Trending,London-NewYork,18,Stop
2026.04.20 15:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.917,FL,23.8,0.095,-1.00,2.3,EDGE,2,Trending,London-NewYork,17,Run
2026.04.20 16:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.659,UP,23.8,0.095,+2.00,-3.6,EDGE,2,Trending,London-NewYork,18,Run
2026.04.20 17:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.232,DN,23.8,0.095,+2.00,4.7,EDGE,2,Trending,New York,16,Run
2026.04.20 18:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.976,UP,23.8,0.095,+2.00,1.4,EDGE,2,Trending,New York,18,Run
2026.04.20 19:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.742,FL,21.8,0.109,+2.00,6.4,EDGE,2,Trending,New York,16,Run
2026.04.20 20:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.522,FL,21.8,0.109,+2.00,7.3,EDGE,2,Trending,New York,18,Run
2026.04.20 21:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,0.738,FL,21.8,0.109,+2.00,5.8,EDGE,2,Trending,New York,19,Run
2026.04.20 22:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.709,Normal,1.352,UP,21.8,0.109,+2.00,14.5,EDGE,2,Trending,Off-Hours,18,Run
2026.04.20 23:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.139,FL,21.7,0.182,+0.00,12.8,EDGE,2,Trending,Off-Hours,19,Run
2026.04.21 00:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.294,FL,21.7,0.182,+0.00,12.3,EDGE,2,Trending,Tokyo,34,Run
2026.04.21 01:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.994,FL,21.7,0.182,+0.00,11.5,EDGE,2,Trending,Tokyo,57,Run
2026.04.21 02:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.120,FL,21.7,0.182,+0.00,12.6,EDGE,2,Trending,Tokyo,17,Run
2026.04.21 03:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.214,UP,22.4,0.135,+0.00,18.3,EDGE,2,Trending,Tokyo,16,Run
2026.04.21 04:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.883,DN,22.4,0.135,+0.00,13.8,EDGE,2,Trending,Tokyo,19,Run
2026.04.21 05:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.855,UP,22.4,0.135,+0.00,16.3,EDGE,2,Trending,Tokyo,20,Run
2026.04.21 06:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.706,FL,22.4,0.135,+0.00,14.8,EDGE,2,Trending,Tokyo,15,Run
2026.04.21 07:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.873,UP,23.7,0.090,+0.00,17.4,EDGE,2,Trending,Tokyo,18,Run
2026.04.21 08:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.633,FL,23.7,0.090,+0.00,17.6,EDGE,2,Trending,Tokyo-London,19,Run
2026.04.21 09:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.367,DN,23.7,0.090,+0.00,10.3,EDGE,2,Trending,London,19,Run
2026.04.21 10:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.670,FL,23.7,0.090,+0.00,11.1,EDGE,2,Trending,London,17,Run
2026.04.21 11:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.720,Normal,1.744,UP,26.7,0.018,-4.00,16.7,EDGE,2,Trending,London,17,Run
2026.04.21 12:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.720,Normal,1.049,DN,26.7,0.018,-4.00,8.9,EDGE,2,Trending,London,16,Run
2026.04.21 13:00,SELL,Red,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.720,Normal,0.958,DN,26.7,0.018,-4.00,1.3,EDGE,2,Trending,London-NewYork,18,Run
2026.04.21 14:00,SELL,Red,Green,Yellow,Yellow,Yellow,OK,Green,Range,0.720,Normal,0.791,FL,26.7,0.018,-4.00,0.9,EDGE,2,Trending,London-NewYork,18,Run
2026.04.21 15:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Warning,2.008,UP,25.6,0.186,+0.00,-4.8,EDGE,2,Trending,London-NewYork,17,Run
2026.04.21 16:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.462,UP,25.6,0.186,+0.00,-8.0,EDGE,1,Trending,London-NewYork,17,Run
2026.04.21 17:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.604,FL,25.6,0.186,+0.00,-5.8,EDGE,1,Trending,New York,18,Run
2026.04.21 18:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.691,UP,25.6,0.186,+0.00,-7.9,EDGE,1,Trending,New York,18,Run
2026.04.21 19:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.626,FL,22.3,0.266,+0.00,-5.3,EDGE,1,Trending,New York,16,Run
2026.04.21 20:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.236,UP,22.3,0.266,+2.00,-11.9,EDGE,1,Trending,New York,17,Run
2026.04.21 21:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,0.759,FL,22.3,0.266,+2.00,-12.5,EDGE,1,Trending,New York,16,Run
2026.04.21 22:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.720,Normal,1.160,DN,22.3,0.266,+2.00,-5.7,EDGE,1,Trending,Off-Hours,18,Run
2026.04.21 23:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.710,Normal,1.840,UP,20.8,0.308,+2.00,-17.2,EDGE,1,Trending,Off-Hours,17,Run
2026.04.22 00:00,SELL,Red,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.525,DN,20.8,0.308,+5.00,-8.8,EDGE,1,Trending,Tokyo,69,Run
2026.04.22 01:00,SELL,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.152,UP,20.8,0.308,+5.00,-9.8,EDGE,1,Trending,Tokyo,35,Run
2026.04.22 02:00,SELL,Green,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.100,FL,20.8,0.308,+5.00,-9.7,EDGE,1,Trending,Tokyo,16,Run
2026.04.22 03:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,0.999,FL,20.4,0.199,+5.00,-10.1,EDGE,1,Trending,Tokyo,16,Run
2026.04.22 04:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,0.853,FL,20.4,0.199,+5.00,-9.5,EDGE,1,Trending,Tokyo,20,Run
2026.04.22 05:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,0.811,FL,20.4,0.199,+5.00,-8.2,EDGE,1,Trending,Tokyo,16,Run
2026.04.22 06:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.281,UP,20.4,0.199,+5.00,-12.0,EDGE,1,Trending,Tokyo,15,Run
2026.04.22 07:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,0.730,FL,20.0,0.156,+9.00,-10.3,EDGE,1,Trending,Tokyo,20,Run
2026.04.22 08:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.484,UP,20.0,0.156,+9.00,-15.6,EDGE,1,Trending,Tokyo-London,19,Run
2026.04.22 09:00,SELL,Red,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.084,DN,20.0,0.156,+9.00,-6.7,EDGE,1,Trending,London,20,Run
2026.04.22 10:00,SELL,Green,Yellow,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.029,UP,20.0,0.156,+9.00,-9.5,EDGE,1,Trending,London,17,Run
2026.04.22 11:00,SELL,Green,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.385,UP,22.1,0.413,+9.00,-14.1,EDGE,1,Trending,London,16,Run
2026.04.22 12:00,SELL,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.133,FL,22.1,0.413,+6.00,-11.2,EDGE,1,Trending,London,16,Run
2026.04.22 13:00,SELL,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.380,DN,22.1,0.413,+6.00,-6.5,EDGE,1,Trending,London-NewYork,17,Run
2026.04.22 14:00,SELL,Green,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.119,UP,22.1,0.413,+6.00,-7.3,EDGE,1,Trending,London-NewYork,18,Run
2026.04.22 15:00,SELL,Yellow,Green,Yellow,Green,Green,OK,Green,Range,0.710,Normal,1.104,FL,24.7,0.300,+6.00,-5.6,EDGE,1,Trending,London-NewYork,18,Run
2026.04.22 16:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.710,Normal,1.883,UP,24.7,0.300,+0.00,-16.9,EDGE,1,Trending,London-NewYork,16,Run
2026.04.22 17:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.710,Normal,1.255,UP,24.7,0.300,+0.00,-23.7,EDGE,1,Trending,New York,17,Run
2026.04.22 18:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Range,0.710,Normal,1.368,UP,24.7,0.300,+0.00,-35.4,OK,1,Trending,New York,18,Run
2026.04.22 19:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.710,Normal,1.697,FL,29.1,0.613,+1.00,-35.2,OK,1,Trending,New York,17,Run
2026.04.22 20:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Range,0.710,Warning,2.168,UP,29.1,0.613,+1.00,-44.9,OK,1,Trending,New York,16,Run
2026.04.22 21:00,SELL,Red,Green,Green,Yellow,Green,OK,Green,Range,0.710,Normal,1.513,DN,29.1,0.613,+1.00,-37.2,OK,1,Trending,New York,17,Run
2026.04.22 22:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Range,0.710,Normal,1.508,UP,29.1,0.613,+1.00,-38.0,OK,1,Trending,Off-Hours,18,Run
2026.04.22 23:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Range,0.675,Normal,0.713,FL,34.8,0.588,+1.00,-36.6,OK,1,Trending,Off-Hours,19,Run
2026.04.23 00:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.675,Normal,0.836,FL,34.8,0.588,+1.00,-34.8,OK,1,Trending,Tokyo,36,Run
2026.04.23 01:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.675,Normal,1.102,DN,34.8,0.588,+1.00,-29.3,OK,1,Trending,Tokyo,56,Run
2026.04.23 02:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Range,0.675,Normal,0.714,FL,34.8,0.588,+1.00,-26.2,OK,1,Trending,Tokyo,19,Run
