Snapshot_Time,Direction,RTM,ADX,D1,FLOW,CRISIS,HighAlert,KILLER,MktPhase,MktRatio,Spike,SpikeScore,RTM_Arrow,ADX_Val,EffRatio_H4,Flow_Score,Trend_Score,D1_Status,Zombie_Zone,Regime,Session,Spread_Points,EURGBP_l_Rule
2026.02.24 21:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.901,Normal,1.976,DN,23.5,0.244,+2.00,6.0,EDGE,2,Trending,New York,19,Run
2026.02.24 22:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.901,Normal,1.534,FL,23.5,0.244,+2.00,6.3,EDGE,2,Trending,Off-Hours,19,Run
2026.02.24 23:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.915,FL,25.5,0.025,+0.00,6.6,EDGE,2,Trending,Off-Hours,19,Run
2026.02.25 00:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.814,FL,25.5,0.025,+0.00,6.2,EDGE,2,Trending,Tokyo,50,Run
2026.02.25 01:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.818,FL,25.5,0.025,+0.00,7.8,EDGE,2,Trending,Tokyo,40,Run
2026.02.25 02:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.284,UP,25.5,0.025,+0.00,3.0,EDGE,2,Trending,Tokyo,17,Run
2026.02.25 03:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.564,FL,27.2,0.136,+0.00,5.9,EDGE,2,Trending,Tokyo,18,Run
2026.02.25 04:00,SELL,Red,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.900,Normal,0.681,FL,27.2,0.136,+4.00,6.3,EDGE,2,Trending,Tokyo,15,Run
2026.02.25 05:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.900,Normal,0.904,DN,27.2,0.136,+4.00,9.8,EDGE,2,Trending,Tokyo,16,Run
2026.02.25 06:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.900,Normal,0.779,UP,27.2,0.136,+4.00,12.7,EDGE,2,Trending,Tokyo,20,Run
2026.02.25 07:00,SELL,Yellow,Yellow,Yellow,Green,Green,OK,Green,Neutral,0.900,Normal,1.262,UP,26.9,0.179,+4.00,15.0,EDGE,2,Trending,Tokyo,19,Run
2026.02.25 08:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.358,UP,26.9,0.179,+0.00,16.8,EDGE,2,Trending,Tokyo-London,18,Run
2026.02.25 09:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Warning,2.437,FL,26.9,0.179,+0.00,2.2,EDGE,2,Trending,London,15,Run
2026.02.25 10:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.471,DN,26.9,0.179,+0.00,5.5,EDGE,2,Trending,London,18,Run
2026.02.25 11:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.363,UP,25.4,0.411,-2.00,1.4,EDGE,2,Trending,London,16,Run
2026.02.25 12:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.188,UP,25.4,0.411,-2.00,-1.3,EDGE,2,Trending,London,16,Run
2026.02.25 13:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.246,FL,25.4,0.411,-2.00,-0.6,EDGE,2,Trending,London-NewYork,16,Run
2026.02.25 14:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.791,UP,25.4,0.411,-2.00,-6.1,EDGE,2,Trending,London-NewYork,18,Run
2026.02.25 15:00,SELL,Yellow,Green,Yellow,Red,Yellow,OK,Green,Neutral,0.900,Normal,0.952,FL,26.2,0.400,-6.00,-3.5,EDGE,2,Trending,London-NewYork,18,Run
2026.02.25 16:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.133,FL,26.2,0.400,-2.00,-0.9,EDGE,2,Trending,London-NewYork,16,Run
2026.02.25 17:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.575,DN,26.2,0.400,-2.00,5.4,EDGE,2,Trending,New York,15,Run
2026.02.25 18:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.552,UP,26.2,0.400,-2.00,-11.5,EDGE,2,Trending,New York,18,Run
2026.02.25 19:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.856,FL,27.5,0.396,-2.00,-11.7,EDGE,2,Trending,New York,16,Run
2026.02.25 20:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.929,FL,27.5,0.396,-2.00,-10.0,EDGE,2,Trending,New York,18,Run
2026.02.25 21:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,1.105,DN,27.5,0.396,-2.00,-5.4,EDGE,2,Trending,New York,16,Run
2026.02.25 22:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.900,Normal,0.990,UP,27.5,0.396,-2.00,-8.1,EDGE,2,Trending,Off-Hours,18,Run
2026.02.25 23:00,SELL,Green,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,0.635,UP,28.6,0.384,-2.00,-10.3,EDGE,2,Trending,Off-Hours,19,Run
2026.02.26 00:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.162,DN,28.6,0.384,-2.00,-2.3,EDGE,2,Trending,Tokyo,42,Run
2026.02.26 01:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,0.745,DN,28.6,0.384,-2.00,2.7,EDGE,2,Trending,Tokyo,29,Run
2026.02.26 02:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,0.634,UP,28.6,0.384,-2.00,0.4,EDGE,2,Trending,Tokyo,16,Run
2026.02.26 03:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.244,FL,26.6,0.482,+0.00,0.9,EDGE,2,Trending,Tokyo,19,Run
2026.02.26 04:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.559,UP,26.6,0.482,+0.00,-1.5,EDGE,2,Trending,Tokyo,15,Run
2026.02.26 05:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.732,DN,26.6,0.482,+0.00,8.6,EDGE,2,Trending,Tokyo,17,Run
2026.02.26 06:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.196,FL,26.6,0.482,+0.00,7.2,EDGE,2,Trending,Tokyo,18,Run
2026.02.26 07:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,0.805,UP,23.8,0.338,+0.00,5.6,EDGE,2,Trending,Tokyo,17,Run
2026.02.26 08:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.191,DN,23.8,0.338,+0.00,11.3,EDGE,2,Trending,Tokyo-London,20,Run
2026.02.26 09:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.282,DN,23.8,0.338,+0.00,17.9,EDGE,2,Trending,London,16,Run
2026.02.26 10:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.179,UP,23.8,0.338,+0.00,26.8,EDGE,2,Trending,London,18,Run
2026.02.26 11:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.487,DN,25.3,0.210,+0.00,13.1,EDGE,2,Trending,London,18,Run
2026.02.26 12:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.334,UP,25.3,0.210,-2.00,4.4,EDGE,2,Trending,London,16,Run
2026.02.26 13:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.515,DN,25.3,0.210,-2.00,16.3,EDGE,2,Trending,London-NewYork,16,Run
2026.02.26 14:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.476,UP,25.3,0.210,-2.00,3.2,EDGE,2,Trending,London-NewYork,18,Run
2026.02.26 15:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,1.052,DN,26.1,0.189,-2.00,16.2,EDGE,2,Trending,London-NewYork,18,Run
2026.02.26 16:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Range,0.840,Normal,0.833,UP,26.1,0.189,-2.00,12.8,EDGE,2,Trending,London-NewYork,18,Run
2026.02.26 17:00,SELL,Yellow,Green,Yellow,Yellow,Orange,OK,Green,Range,0.840,Normal,1.572,UP,26.1,0.189,-2.00,32.1,EDGE,2,Trending,New York,17,Run
2026.02.26 18:00,SELL,Yellow,Green,Yellow,Yellow,Orange,OK,Green,Range,0.840,Normal,0.791,UP,26.1,0.189,-2.00,34.9,EDGE,2,Trending,New York,17,Run
2026.02.26 19:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Green,Range,0.840,Warning,2.834,UP,29.4,0.256,-2.00,73.7,BREAK,2,Trending,New York,17,Stop
2026.02.26 20:00,SELL,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Range,0.840,Normal,1.841,DN,29.4,0.256,-2.00,64.1,EDGE,2,Trending,New York,17,Stop
2026.02.26 21:00,SELL,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Range,0.840,Normal,1.891,DN,29.4,0.256,-2.00,51.7,EDGE,2,Trending,New York,15,Stop
2026.02.26 22:00,SELL,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Range,0.840,Normal,1.618,FL,29.4,0.256,-2.00,50.7,EDGE,2,Trending,Off-Hours,16,Stop
2026.02.26 23:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.108,UP,33.0,0.212,-2.00,51.4,EDGE,2,Trending,Off-Hours,18,Stop
2026.02.27 00:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.017,FL,33.0,0.212,-2.00,51.7,EDGE,2,Trending,Tokyo,48,Stop
2026.02.27 01:00,SELL,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.002,FL,33.0,0.212,-2.00,46.9,EDGE,2,Trending,Tokyo,33,Stop
2026.02.27 02:00,SELL,Yellow,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.103,FL,33.0,0.212,-2.00,42.3,EDGE,2,Trending,Tokyo,16,Stop
2026.02.27 03:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,0.876,UP,34.5,0.361,-2.00,43.4,EDGE,2,Trending,Tokyo,20,Stop
2026.02.27 04:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,0.808,UP,34.5,0.361,+0.00,43.7,EDGE,2,Trending,Tokyo,20,Stop
2026.02.27 05:00,SELL,Yellow,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,0.722,FL,34.5,0.361,+0.00,41.5,EDGE,2,Trending,Tokyo,17,Stop
2026.02.27 06:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.258,UP,34.5,0.361,+0.00,45.4,EDGE,2,Trending,Tokyo,18,Stop
2026.02.27 07:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.391,UP,37.0,0.350,+0.00,47.1,EDGE,2,Trending,Tokyo,19,Stop
2026.02.27 08:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Green,Neutral,0.930,Warning,2.122,UP,37.0,0.350,-4.00,59.4,BREAK,2,Trending,Tokyo-London,20,Stop
2026.02.27 09:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.566,UP,37.0,0.350,-4.00,50.9,BREAK,2,Trending,London,15,Stop
2026.02.27 10:00,SELL,Green,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Warning,2.060,DN,37.0,0.350,-4.00,35.6,EDGE,2,Trending,London,17,Stop
2026.02.27 11:00,SELL,Green,Yellow,Yellow,Yellow,Yellow,OK,Green,Neutral,0.930,Normal,1.502,DN,40.3,0.282,-4.00,29.4,EDGE,2,Trending,London,16,Stop
2026.02.27 12:00,SELL,Red,Yellow,Yellow,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.640,UP,40.3,0.282,+0.00,43.5,EDGE,2,Trending,London,17,Stop
2026.02.27 13:00,SELL,Red,Yellow,Red,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.604,UP,40.3,0.282,+0.00,51.9,BREAK,2,Trending,London-NewYork,16,Stop
2026.02.27 14:00,SELL,Yellow,Yellow,Red,Yellow,Orange,OK,Green,Neutral,0.930,Normal,1.186,FL,40.3,0.282,+0.00,47.8,BREAK,2,Trending,London-NewYork,18,Stop
2026.02.27 15:00,SELL,Red,Red,Red,Yellow,Orange,OK,Green,Neutral,0.930,Warning,2.378,UP,43.8,0.416,+0.00,59.3,BREAK,2,Trending,London-NewYork,16,Stop
2026.02.27 16:00,SELL,Green,Red,Red,Red,Red,OK,Green,Neutral,0.930,Normal,1.666,DN,43.8,0.416,-6.60,56.4,BREAK,2,Trending,London-NewYork,16,Stop
2026.02.27 17:00,SELL,Red,Red,Red,Red,Red,OK,Green,Neutral,0.930,Spike,2.595,UP,43.8,0.416,-6.60,70.7,BREAK,2,Trending,New York,17,Stop
2026.02.27 18:00,SELL,Yellow,Red,Red,Red,Red,OK,Green,Neutral,0.930,Spike,1.785,FL,43.8,0.416,-6.60,72.1,BREAK,2,Trending,New York,17,Stop
2026.02.27 19:00,SELL,Green,Red,Red,Red,Red,OK,Green,Neutral,0.930,Spike,1.368,DN,47.8,0.551,-7.00,57.3,BREAK,2,Trending,New York,15,Stop
2026.02.27 20:00,SELL,Green,Red,Red,Red,Red,OK,Green,Neutral,0.930,Normal,1.138,DN,47.8,0.551,-7.00,45.7,BREAK,2,Trending,New York,17,Stop
2026.02.27 21:00,SELL,Green,Red,Red,Red,Red,OK,Green,Neutral,0.930,Normal,1.081,DN,47.8,0.551,-7.00,38.6,BREAK,2,Trending,New York,18,Close
2026.02.27 22:00,SELL,Red,Red,Red,Red,Red,OK,Green,Neutral,0.930,Normal,0.999,FL,47.8,0.551,-7.00,38.1,BREAK,2,Trending,Off-Hours,19,Close
2026.02.27 23:00,SELL,Yellow,Red,Yellow,Red,Red,OK,Green,Neutral,0.969,Spike,2.014,DN,48.5,0.352,-7.00,47.1,EDGE,2,Trending,Off-Hours,79,Close
2026.03.02 00:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Spike,1.307,UP,48.5,0.352,+0.00,49.2,EDGE,2,Trending,Tokyo,81,Close
2026.03.02 01:00,SELL,Green,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.362,DN,48.5,0.352,+0.00,42.8,EDGE,2,Trending,Tokyo,85,Close
2026.03.02 02:00,SELL,Yellow,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.452,DN,48.5,0.352,+0.00,35.4,EDGE,2,Trending,Tokyo,16,Close
2026.03.02 03:00,SELL,Yellow,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,0.809,FL,49.2,0.455,+0.00,33.7,EDGE,2,Trending,Tokyo,20,Close
2026.03.02 04:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,0.903,FL,49.2,0.455,-3.00,35.6,EDGE,2,Trending,Tokyo,18,Close
2026.03.02 05:00,SELL,Yellow,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,0.743,FL,49.2,0.455,-3.00,32.6,EDGE,2,Trending,Tokyo,20,Close
2026.03.02 06:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.103,UP,49.2,0.455,-3.00,38.3,EDGE,2,Trending,Tokyo,20,Close
2026.03.02 07:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,0.619,UP,49.7,0.486,-3.00,38.0,EDGE,2,Trending,Tokyo,17,Close
2026.03.02 08:00,SELL,Green,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.312,DN,49.7,0.486,-3.00,31.8,EDGE,2,Trending,Tokyo-London,16,Close
2026.03.02 09:00,SELL,Yellow,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,0.986,FL,49.7,0.486,-3.00,32.9,EDGE,2,Trending,London,15,Close
2026.03.02 10:00,SELL,Red,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.555,UP,49.7,0.486,-3.00,49.5,EDGE,2,Trending,London,16,Close
2026.03.02 11:00,SELL,Green,Red,Yellow,Yellow,Orange,OK,Green,Neutral,0.969,Normal,1.177,DN,51.6,0.479,-3.00,37.4,EDGE,2,Trending,London,16,Close
2026.03.02 12:00,SELL,Yellow,Red,Yellow,Yellow,Yellow,OK,Green,Neutral,0.969,Normal,1.606,DN,51.6,0.479,-3.00,12.2,EDGE,2,Trending,London,16,Close
2026.03.02 13:00,SELL,Yellow,Red,Yellow,Yellow,Yellow,OK,Green,Neutral,0.969,Normal,0.965,DN,51.6,0.479,-3.00,1.0,EDGE,2,Trending,London-NewYork,18,Close
2026.03.02 14:00,SELL,Yellow,Red,Yellow,Yellow,Yellow,OK,Green,Neutral,0.969,Normal,1.138,DN,51.6,0.479,-3.00,-18.9,EDGE,2,Trending,London-NewYork,15,Close
2026.03.02 15:00,SELL,Yellow,Green,Yellow,Yellow,Yellow,OK,Green,Neutral,0.969,Normal,1.483,UP,48.0,0.164,-3.00,-6.1,EDGE,2,Trending,London-NewYork,16,Close
2026.03.02 16:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.969,Normal,1.860,DN,48.0,0.164,+3.00,-16.7,EDGE,2,Trending,London-NewYork,16,Close
2026.03.02 17:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.969,Normal,1.680,FL,48.0,0.164,+3.00,-14.7,EDGE,2,Trending,New York,35,Close
2026.03.02 18:00,SELL,Red,Green,Yellow,Yellow,Green,OK,Green,Neutral,0.969,Warning,2.080,UP,48.0,0.164,+3.00,-22.2,EDGE,2,Trending,New York,16,Close
2026.03.02 19:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.969,Normal,0.742,UP,41.9,0.032,+3.00,-25.3,EDGE,2,Trending,New York,16,Close
2026.03.02 20:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,0.969,Normal,0.832,UP,41.9,0.032,+3.00,-28.1,EDGE,2,Trending,New York,19,Close
2026.03.02 21:00,SELL,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.969,Normal,0.802,FL,41.9,0.032,+3.00,-29.7,OK,2,Trending,New York,16,Close
2026.03.02 22:00,SELL,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,0.969,Normal,0.772,FL,41.9,0.032,+3.00,-22.7,OK,2,Trending,Off-Hours,17,Close
2026.03.02 23:00,SELL,Yellow,Yellow,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.440,UP,38.2,0.022,+3.00,-30.3,OK,2,Trending,Off-Hours,17,Close
2026.03.03 00:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.085,FL,38.2,0.022,+1.00,-25.1,EDGE,2,Trending,Tokyo,33,Close
2026.03.03 01:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.125,FL,38.2,0.022,+1.00,-17.4,EDGE,2,Trending,Tokyo,31,Close
2026.03.03 02:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.228,UP,38.2,0.022,+1.00,-19.8,EDGE,2,Trending,Tokyo,18,Close
2026.03.03 03:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.160,DN,36.9,0.219,+1.00,-11.7,EDGE,2,Trending,Tokyo,19,Close
2026.03.03 04:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,0.994,FL,36.9,0.219,+1.00,-8.9,EDGE,2,Trending,Tokyo,16,Close
2026.03.03 05:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.118,FL,36.9,0.219,+1.00,-5.8,EDGE,2,Trending,Tokyo,18,Close
2026.03.03 06:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.458,DN,36.9,0.219,+1.00,1.2,EDGE,2,Trending,Tokyo,16,Close
2026.03.03 07:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.467,DN,32.1,0.126,+1.00,7.6,EDGE,2,Trending,Tokyo,20,Close
2026.03.03 08:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.532,DN,32.1,0.126,+1.00,13.4,EDGE,2,Trending,Tokyo-London,15,Close
2026.03.03 09:00,SELL,Red,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.468,UP,32.1,0.126,+1.00,8.3,EDGE,2,Trending,London,16,Close
2026.03.03 10:00,SELL,Yellow,Yellow,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.663,DN,32.1,0.126,+1.00,18.5,EDGE,2,Trending,London,14,Close
2026.03.03 11:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.825,UP,30.1,0.140,-2.00,-0.3,EDGE,2,Trending,London,16,Close
2026.03.03 12:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.304,UP,30.1,0.140,-2.00,-2.1,EDGE,2,Trending,London,18,Close
2026.03.03 13:00,SELL,Yellow,Green,Yellow,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.335,FL,30.1,0.140,-2.00,-3.4,EDGE,2,Trending,London-NewYork,16,Close
2026.03.03 14:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.825,UP,30.1,0.140,-2.00,-16.6,OK,2,Trending,London-NewYork,15,Close
2026.03.03 15:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.853,UP,26.5,0.250,-2.00,-20.5,OK,2,Trending,London-NewYork,18,Close
2026.03.03 16:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Warning,2.204,UP,26.5,0.250,+2.00,-30.3,OK,2,Trending,London-NewYork,15,Close
2026.03.03 17:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Warning,2.057,UP,26.5,0.250,+2.00,-42.5,OK,1,Trending,New York,17,Close
2026.03.03 18:00,SELL,Red,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.766,DN,26.5,0.250,+2.00,-27.8,OK,2,Trending,New York,16,Close
2026.03.03 19:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.542,UP,25.6,0.288,+2.00,-39.0,OK,1,Trending,New York,16,Close
2026.03.03 20:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.161,FL,25.6,0.288,+2.00,-37.8,OK,1,Trending,New York,16,Close
2026.03.03 21:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.822,UP,25.6,0.288,+2.00,-43.1,OK,1,Trending,New York,15,Close
2026.03.03 22:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.158,Normal,1.106,FL,25.6,0.288,+2.00,-40.4,OK,1,Trending,Off-Hours,19,Close
2026.03.03 23:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,0.767,UP,26.3,0.527,+2.00,-47.5,OK,1,Trending,Off-Hours,19,Close
2026.03.04 00:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,1.118,DN,26.3,0.527,+2.00,-35.0,OK,1,Trending,Tokyo,53,Close
2026.03.04 01:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,0.668,FL,26.3,0.527,+2.00,-30.1,OK,1,Trending,Tokyo,51,Close
2026.03.04 02:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,0.731,FL,26.3,0.527,+2.00,-27.6,OK,1,Trending,Tokyo,18,Close
2026.03.04 03:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,1.313,DN,27.3,0.527,+2.00,-19.0,OK,1,Trending,Tokyo,18,Close
2026.03.04 04:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,0.888,FL,27.3,0.527,+2.00,-17.1,OK,2,Trending,Tokyo,16,Close
2026.03.04 05:00,SELL,Yellow,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,1.151,FL,27.3,0.527,+2.00,-12.9,OK,2,Trending,Tokyo,16,Close
2026.03.04 06:00,SELL,Red,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,1.359,DN,27.3,0.527,+2.00,-0.9,OK,2,Trending,Tokyo,16,Close
2026.03.04 07:00,SELL,Green,Green,Green,Yellow,Green,OK,Green,Neutral,1.104,Normal,0.725,UP,25.9,0.387,+2.00,-4.7,OK,2,Trending,Tokyo,16,Close
2026.03.04 08:00,SELL,Yellow,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,0.789,FL,25.9,0.387,+9.00,-1.9,OK,2,Trending,Tokyo-London,16,Close
2026.03.04 09:00,SELL,Green,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,1.646,UP,25.9,0.387,+9.00,-28.0,OK,1,Trending,London,15,Close
2026.03.04 10:00,SELL,Yellow,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,0.873,DN,25.9,0.387,+9.00,-23.2,OK,1,Trending,London,16,Close
2026.03.04 11:00,SELL,Green,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,1.909,UP,25.9,0.537,+9.00,-36.8,OK,1,Trending,London,16,Close
2026.03.04 12:00,SELL,Red,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,1.549,DN,25.9,0.537,+5.00,-19.8,OK,1,Trending,London,18,Close
2026.03.04 13:00,SELL,Yellow,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,1.254,DN,25.9,0.537,+5.00,-17.3,OK,1,Trending,London-NewYork,16,Close
2026.03.04 14:00,SELL,Red,Green,Green,Green,Green,OK,Green,Neutral,1.104,Normal,1.960,DN,25.9,0.537,+5.00,10.2,OK,2,Trending,London-NewYork,17,Close
2026.03.04 15:00,SELL,Green,Green,Green,Yellow,Yellow,OK,Green,Neutral,1.104,Normal,1.088,UP,26.0,0.428,-3.00,-4.3,OK,2,Trending,London-NewYork,18,Close
