Time	Open	High	Low	Close
2026.01.02 01:00:00	0.930460	0.930460	0.930460	0.930460
2026.01.02 02:00:00	0.930570	0.930570	0.930570	0.930570
2026.01.02 03:00:00	0.930500	0.930500	0.930500	0.930500
2026.01.02 04:00:00	0.930340	0.930340	0.930340	0.930340
2026.01.02 05:00:00	0.930100	0.930100	0.930100	0.930100
2026.01.02 06:00:00	0.930750	0.930750	0.930750	0.930750
2026.01.02 07:00:00	0.930910	0.930910	0.930910	0.930910
2026.01.02 08:00:00	0.931140	0.931140	0.931140	0.931140
2026.01.02 09:00:00	0.930950	0.930950	0.930950	0.930950
2026.01.02 10:00:00	0.931020	0.931020	0.931020	0.931020
2026.01.02 11:00:00	0.930540	0.930540	0.930540	0.930540
2026.01.02 12:00:00	0.930170	0.930170	0.930170	0.930170
2026.01.02 13:00:00	0.929750	0.929750	0.929750	0.929750
2026.01.02 14:00:00	0.929540	0.929540	0.929540	0.929540
2026.01.02 15:00:00	0.929720	0.929720	0.929720	0.929720
2026.01.02 16:00:00	0.929550	0.929550	0.929550	0.929550
2026.01.02 17:00:00	0.928950	0.928950	0.928950	0.928950
2026.01.02 18:00:00	0.928690	0.928690	0.928690	0.928690
2026.01.02 19:00:00	0.929310	0.929310	0.929310	0.929310
2026.01.02 20:00:00	0.928880	0.928880	0.928880	0.928880
2026.01.02 21:00:00	0.928610	0.928610	0.928610	0.928610
2026.01.02 22:00:00	0.928420	0.928420	0.928420	0.928420
2026.01.02 23:00:00	0.928420	0.928420	0.928420	0.928420
2026.01.05 00:00:00	0.928020	0.928020	0.928020	0.928020
2026.01.05 01:00:00	0.928140	0.928140	0.928140	0.928140
2026.01.05 02:00:00	0.928430	0.928430	0.928430	0.928430
2026.01.05 03:00:00	0.927990	0.927990	0.927990	0.927990
2026.01.05 04:00:00	0.927460	0.927460	0.927460	0.927460
2026.01.05 05:00:00	0.927560	0.927560	0.927560	0.927560
2026.01.05 06:00:00	0.928000	0.928000	0.928000	0.928000
2026.01.05 07:00:00	0.927640	0.927640	0.927640	0.927640
2026.01.05 08:00:00	0.927910	0.927910	0.927910	0.927910
2026.01.05 09:00:00	0.927950	0.927950	0.927950	0.927950
2026.01.05 10:00:00	0.927950	0.927950	0.927950	0.927950
2026.01.05 11:00:00	0.928790	0.928790	0.928790	0.928790
2026.01.05 12:00:00	0.930280	0.930280	0.930280	0.930280
2026.01.05 13:00:00	0.928700	0.928700	0.928700	0.928700
2026.01.05 14:00:00	0.928230	0.928230	0.928230	0.928230
2026.01.05 15:00:00	0.927630	0.927630	0.927630	0.927630
2026.01.05 16:00:00	0.928580	0.928580	0.928580	0.928580
2026.01.05 17:00:00	0.928830	0.928830	0.928830	0.928830
2026.01.05 18:00:00	0.928660	0.928660	0.928660	0.928660
2026.01.05 19:00:00	0.928240	0.928240	0.928240	0.928240
2026.01.05 20:00:00	0.928430	0.928430	0.928430	0.928430
2026.01.05 21:00:00	0.928130	0.928130	0.928130	0.928130
2026.01.05 22:00:00	0.928150	0.928150	0.928150	0.928150
2026.01.05 23:00:00	0.927890	0.927890	0.927890	0.927890
2026.01.06 00:00:00	0.927640	0.927640	0.927640	0.927640
2026.01.06 01:00:00	0.927700	0.927700	0.927700	0.927700
2026.01.06 02:00:00	0.927940	0.927940	0.927940	0.927940
2026.01.06 03:00:00	0.927810	0.927810	0.927810	0.927810
2026.01.06 04:00:00	0.927810	0.927810	0.927810	0.927810
2026.01.06 05:00:00	0.928100	0.928100	0.928100	0.928100
2026.01.06 06:00:00	0.928150	0.928150	0.928150	0.928150
2026.01.06 07:00:00	0.928160	0.928160	0.928160	0.928160
2026.01.06 08:00:00	0.928110	0.928110	0.928110	0.928110
2026.01.06 09:00:00	0.928590	0.928590	0.928590	0.928590
2026.01.06 10:00:00	0.927910	0.927910	0.927910	0.927910
2026.01.06 11:00:00	0.929080	0.929080	0.929080	0.929080
2026.01.06 12:00:00	0.928310	0.928310	0.928310	0.928310
2026.01.06 13:00:00	0.928240	0.928240	0.928240	0.928240
2026.01.06 14:00:00	0.928470	0.928470	0.928470	0.928470
2026.01.06 15:00:00	0.928810	0.928810	0.928810	0.928810
2026.01.06 16:00:00	0.928430	0.928430	0.928430	0.928430
2026.01.06 17:00:00	0.928510	0.928510	0.928510	0.928510
2026.01.06 18:00:00	0.929500	0.929500	0.929500	0.929500
2026.01.06 19:00:00	0.929650	0.929650	0.929650	0.929650
2026.01.06 20:00:00	0.930050	0.930050	0.930050	0.930050
2026.01.06 21:00:00	0.929880	0.929880	0.929880	0.929880
2026.01.06 22:00:00	0.929660	0.929660	0.929660	0.929660
2026.01.06 23:00:00	0.929920	0.929920	0.929920	0.929920
2026.01.07 00:00:00	0.929540	0.929540	0.929540	0.929540
2026.01.07 01:00:00	0.929500	0.929500	0.929500	0.929500
2026.01.07 02:00:00	0.929890	0.929890	0.929890	0.929890
2026.01.07 03:00:00	0.929920	0.929920	0.929920	0.929920
2026.01.07 04:00:00	0.929680	0.929680	0.929680	0.929680
2026.01.07 05:00:00	0.930000	0.930000	0.930000	0.930000
2026.01.07 06:00:00	0.929770	0.929770	0.929770	0.929770
2026.01.07 07:00:00	0.929670	0.929670	0.929670	0.929670
2026.01.07 08:00:00	0.929690	0.929690	0.929690	0.929690
2026.01.07 09:00:00	0.929520	0.929520	0.929520	0.929520
2026.01.07 10:00:00	0.930330	0.930330	0.930330	0.930330
2026.01.07 11:00:00	0.929900	0.929900	0.929900	0.929900
2026.01.07 12:00:00	0.929780	0.929780	0.929780	0.929780
2026.01.07 13:00:00	0.930230	0.930230	0.930230	0.930230
2026.01.07 14:00:00	0.930710	0.930710	0.930710	0.930710
2026.01.07 15:00:00	0.930140	0.930140	0.930140	0.930140
2026.01.07 16:00:00	0.930360	0.930360	0.930360	0.930360
2026.01.07 17:00:00	0.930030	0.930030	0.930030	0.930030
2026.01.07 18:00:00	0.931060	0.931060	0.931060	0.931060
2026.01.07 19:00:00	0.931230	0.931230	0.931230	0.931230
2026.01.07 20:00:00	0.931310	0.931310	0.931310	0.931310
2026.01.07 21:00:00	0.931720	0.931720	0.931720	0.931720
2026.01.07 22:00:00	0.931520	0.931520	0.931520	0.931520
2026.01.07 23:00:00	0.931430	0.931430	0.931430	0.931430
2026.01.08 00:00:00	0.931260	0.931260	0.931260	0.931260
2026.01.08 01:00:00	0.931140	0.931140	0.931140	0.931140
2026.01.08 02:00:00	0.931400	0.931400	0.931400	0.931400
2026.01.08 03:00:00	0.931200	0.931200	0.931200	0.931200
2026.01.08 04:00:00	0.931350	0.931350	0.931350	0.931350
2026.01.08 05:00:00	0.931310	0.931310	0.931310	0.931310
2026.01.08 06:00:00	0.931090	0.931090	0.931090	0.931090
2026.01.08 07:00:00	0.931150	0.931150	0.931150	0.931150
2026.01.08 08:00:00	0.931240	0.931240	0.931240	0.931240
2026.01.08 09:00:00	0.931080	0.931080	0.931080	0.931080
2026.01.08 10:00:00	0.931130	0.931130	0.931130	0.931130
2026.01.08 11:00:00	0.931540	0.931540	0.931540	0.931540
2026.01.08 12:00:00	0.931170	0.931170	0.931170	0.931170
2026.01.08 13:00:00	0.930610	0.930610	0.930610	0.930610
2026.01.08 14:00:00	0.930760	0.930760	0.930760	0.930760
2026.01.08 15:00:00	0.931190	0.931190	0.931190	0.931190
2026.01.08 16:00:00	0.930900	0.930900	0.930900	0.930900
2026.01.08 17:00:00	0.930780	0.930780	0.930780	0.930780
2026.01.08 18:00:00	0.931640	0.931640	0.931640	0.931640
2026.01.08 19:00:00	0.931470	0.931470	0.931470	0.931470
2026.01.08 20:00:00	0.931350	0.931350	0.931350	0.931350
2026.01.08 21:00:00	0.931360	0.931360	0.931360	0.931360
2026.01.08 22:00:00	0.931320	0.931320	0.931320	0.931320
2026.01.08 23:00:00	0.931470	0.931470	0.931470	0.931470
2026.01.09 00:00:00	0.931350	0.931350	0.931350	0.931350
2026.01.09 01:00:00	0.931130	0.931130	0.931130	0.931130
2026.01.09 02:00:00	0.931410	0.931410	0.931410	0.931410
2026.01.09 03:00:00	0.931310	0.931310	0.931310	0.931310
2026.01.09 04:00:00	0.931670	0.931670	0.931670	0.931670
2026.01.09 05:00:00	0.931500	0.931500	0.931500	0.931500
2026.01.09 06:00:00	0.931850	0.931850	0.931850	0.931850
2026.01.09 07:00:00	0.931780	0.931780	0.931780	0.931780
2026.01.09 08:00:00	0.931690	0.931690	0.931690	0.931690
2026.01.09 09:00:00	0.931600	0.931600	0.931600	0.931600
2026.01.09 10:00:00	0.931550	0.931550	0.931550	0.931550
2026.01.09 11:00:00	0.931630	0.931630	0.931630	0.931630
2026.01.09 12:00:00	0.931440	0.931440	0.931440	0.931440
2026.01.09 13:00:00	0.931170	0.931170	0.931170	0.931170
2026.01.09 14:00:00	0.931330	0.931330	0.931330	0.931330
2026.01.09 15:00:00	0.931500	0.931500	0.931500	0.931500
2026.01.09 16:00:00	0.931160	0.931160	0.931160	0.931160
2026.01.09 17:00:00	0.931710	0.931710	0.931710	0.931710
2026.01.09 18:00:00	0.932400	0.932400	0.932400	0.932400
2026.01.09 19:00:00	0.932010	0.932010	0.932010	0.932010
2026.01.09 20:00:00	0.932110	0.932110	0.932110	0.932110
2026.01.09 21:00:00	0.932170	0.932170	0.932170	0.932170
2026.01.09 22:00:00	0.931820	0.931820	0.931820	0.931820
2026.01.09 23:00:00	0.931580	0.931580	0.931580	0.931580
2026.01.12 00:00:00	0.931430	0.931430	0.931430	0.931430
2026.01.12 01:00:00	0.931540	0.931540	0.931540	0.931540
2026.01.12 02:00:00	0.931740	0.931740	0.931740	0.931740
2026.01.12 03:00:00	0.930190	0.930190	0.930190	0.930190
2026.01.12 04:00:00	0.930600	0.930600	0.930600	0.930600
2026.01.12 05:00:00	0.931200	0.931200	0.931200	0.931200
2026.01.12 06:00:00	0.931270	0.931270	0.931270	0.931270
2026.01.12 07:00:00	0.931160	0.931160	0.931160	0.931160
2026.01.12 08:00:00	0.931120	0.931120	0.931120	0.931120
2026.01.12 09:00:00	0.931020	0.931020	0.931020	0.931020
2026.01.12 10:00:00	0.930540	0.930540	0.930540	0.930540
2026.01.12 11:00:00	0.930230	0.930230	0.930230	0.930230
2026.01.12 12:00:00	0.930970	0.930970	0.930970	0.930970
2026.01.12 13:00:00	0.931220	0.931220	0.931220	0.931220
2026.01.12 14:00:00	0.931440	0.931440	0.931440	0.931440
2026.01.12 15:00:00	0.931460	0.931460	0.931460	0.931460
2026.01.12 16:00:00	0.931110	0.931110	0.931110	0.931110
2026.01.12 17:00:00	0.930860	0.930860	0.930860	0.930860
2026.01.12 18:00:00	0.929990	0.929990	0.929990	0.929990
2026.01.12 19:00:00	0.930410	0.930410	0.930410	0.930410
2026.01.12 20:00:00	0.930030	0.930030	0.930030	0.930030
2026.01.12 21:00:00	0.930010	0.930010	0.930010	0.930010
2026.01.12 22:00:00	0.930170	0.930170	0.930170	0.930170
2026.01.12 23:00:00	0.930390	0.930390	0.930390	0.930390
2026.01.13 00:00:00	0.930060	0.930060	0.930060	0.930060
2026.01.13 01:00:00	0.930050	0.930050	0.930050	0.930050
2026.01.13 02:00:00	0.930150	0.930150	0.930150	0.930150
2026.01.13 03:00:00	0.930100	0.930100	0.930100	0.930100
2026.01.13 04:00:00	0.930160	0.930160	0.930160	0.930160
2026.01.13 05:00:00	0.929950	0.929950	0.929950	0.929950
2026.01.13 06:00:00	0.930070	0.930070	0.930070	0.930070
2026.01.13 07:00:00	0.929880	0.929880	0.929880	0.929880
2026.01.13 08:00:00	0.929760	0.929760	0.929760	0.929760
2026.01.13 09:00:00	0.929920	0.929920	0.929920	0.929920
2026.01.13 10:00:00	0.930070	0.930070	0.930070	0.930070
2026.01.13 11:00:00	0.930650	0.930650	0.930650	0.930650
2026.01.13 12:00:00	0.930960	0.930960	0.930960	0.930960
2026.01.13 13:00:00	0.931280	0.931280	0.931280	0.931280
2026.01.13 14:00:00	0.931350	0.931350	0.931350	0.931350
2026.01.13 15:00:00	0.931050	0.931050	0.931050	0.931050
2026.01.13 16:00:00	0.931410	0.931410	0.931410	0.931410
2026.01.13 17:00:00	0.931450	0.931450	0.931450	0.931450
2026.01.13 18:00:00	0.931940	0.931940	0.931940	0.931940
2026.01.13 19:00:00	0.932160	0.932160	0.932160	0.932160
2026.01.13 20:00:00	0.932520	0.932520	0.932520	0.932520
2026.01.13 21:00:00	0.932430	0.932430	0.932430	0.932430
2026.01.13 22:00:00	0.932580	0.932580	0.932580	0.932580
2026.01.13 23:00:00	0.932500	0.932500	0.932500	0.932500
2026.01.14 00:00:00	0.932430	0.932430	0.932430	0.932430
2026.01.14 01:00:00	0.932430	0.932430	0.932430	0.932430
2026.01.14 02:00:00	0.932590	0.932590	0.932590	0.932590
2026.01.14 03:00:00	0.932840	0.932840	0.932840	0.932840
